participant,computer_number,exp_condition,trial_type,set_type,set,difficulty_level,stim_order,stim_1_phy,stim_2_phy,stim_3_phy,stim_1_psy,stim_2_psy,stim_3_psy,stim_1_phy_shuffled,stim_2_phy_shuffled,stim_3_phy_shuffled,stim_1_psy_shuffled,stim_2_psy_shuffled,stim_3_psy_shuffled,key_correct_1,key_correct_2,key_resp,choice_num,choice_stim_phy,choice_stim_psy,correct,rt,stim_min,stim_max,choice
1,1,centered,attraction,trinary,l-s-dl,difficult,[1 2 0],236,273,301.0,9.25,12.25,14.25,273,301,236,12.25,14.25,9.25,j,NA,j,1,273,12.25,1,0.9984807968139648,12.25,9.25,s
1,1,centered,attraction,trinary,l-s-ds,easy,[0 1 2],224,273,203.0,8.25,12.25,6.25,224,273,203,8.25,12.25,6.25,k,NA,j,1,224,8.25,0,1.6082611083984375,12.25,8.25,l
1,1,centered,attraction,trinary,l-s-ds,easy,[1 0 2],247,301,224.0,10.25,14.25,8.25,301,247,224,14.25,10.25,8.25,k,NA,k,2,247,10.25,1,1.169217586517334,10.25,8.25,ds
1,1,centered,attraction,binary,l-s,easy,[0 1],224,273,NA,8.25,12.25,NA,224,273,NA,8.25,12.25,NA,k,NA,k,2,273,12.25,1,1.4420406818389893,12.25,8.25,s
1,1,centered,attraction,trinary,l-s-ds,difficult,[2 1 0],236,273,214.0,9.25,12.25,7.25,214,273,236,7.25,12.25,9.25,k,NA,k,2,273,12.25,1,1.2173185348510742,12.25,9.25,ds
1,1,centered,attraction,trinary,l-s-dl,easy,[1 2 0],247,301,331.0,10.25,14.25,16.25,301,331,247,14.25,16.25,10.25,l,NA,j,1,301,14.25,0,2.6439080238342285,10.25,16.25,l
1,1,centered,attraction,binary,l-s,equal_1_jnd,[0 1],247,273,NA,10.25,12.25,NA,247,273,NA,10.25,12.25,NA,j,k,j,1,247,10.25,1,0.9152357578277588,10.25,12.25,s
1,1,centered,attraction,binary,l-s,easy,[0 1],224,273,NA,8.25,12.25,NA,224,273,NA,8.25,12.25,NA,k,NA,k,2,273,12.25,1,0.8964090347290039,12.25,8.25,s
1,1,centered,attraction,trinary,l-s-ds,equal_1_jnd,[1 0 2],247,273,224.0,10.25,12.25,8.25,273,247,224,12.25,10.25,8.25,k,j,k,2,247,10.25,1,1.0703294277191162,10.25,8.25,ds
1,1,centered,attraction,trinary,l-s-dl,easy,[2 1 0],224,273,301.0,8.25,12.25,14.25,301,273,224,14.25,12.25,8.25,k,NA,j,1,301,14.25,0,2.157296657562256,12.25,8.25,l
1,1,centered,filler,binary,NA,NA,[1 0],232,171,NA,8.908381653481424,2.6258213486289605,NA,171,232,NA,2.6258213486289605,8.908381653481424,NA,k,NA,k,2,232,8.908381653481424,1,1.3068358898162842,2.62582134862896,8.90838165348142,NA
1,1,centered,filler,binary,NA,NA,[1 0],300,234,NA,14.23978476824527,9.095668499940077,NA,234,300,NA,9.095668499940077,14.23978476824527,NA,k,NA,j,1,234,9.095668499940077,0,1.6561293601989746,14.2397847682453,9.09566849994008,NA
1,1,centered,attraction,binary,l-s,easy,[0 1],247,301,NA,10.25,14.25,NA,247,301,NA,10.25,14.25,NA,j,NA,j,1,247,10.25,1,1.9703688621520996,10.25,14.25,s
1,1,centered,attraction,trinary,l-s-ds,equal_2_jnd,[1 2 0],236,286,214.0,9.25,13.25,7.25,286,214,236,13.25,7.25,9.25,l,j,j,1,286,13.25,1,1.321199655532837,13.25,9.25,ds
1,1,centered,attraction,binary,l-s,equal_2_jnd,[1 0],236,286,NA,9.25,13.25,NA,286,236,NA,13.25,9.25,NA,j,k,j,1,286,13.25,1,0.7537925243377686,13.25,9.25,s
1,1,centered,attraction,binary,l-s,difficult,[0 1],247,286,NA,10.25,13.25,NA,247,286,NA,10.25,13.25,NA,j,NA,j,1,247,10.25,1,1.0392649173736572,10.25,13.25,s
1,1,centered,filler,binary,NA,NA,[1 0],205,267,NA,6.451501718212173,11.784537424100565,NA,267,205,NA,11.784537424100565,6.451501718212173,NA,k,NA,j,1,267,11.784537424100565,0,2.2291862964630127,11.7845374241006,6.45150171821217,NA
1,1,centered,filler,binary,NA,NA,[1 0],267,201,NA,11.845278196649002,6.012441776110791,NA,201,267,NA,6.012441776110791,11.845278196649002,NA,k,NA,k,2,267,11.845278196649002,1,1.4350905418395996,11.845278196649,6.01244177611079,NA
1,1,centered,attraction,trinary,l-s-ds,difficult,[0 1 2],236,273,214.0,9.25,12.25,7.25,236,273,214,9.25,12.25,7.25,k,NA,k,2,273,12.25,1,1.5298900604248047,12.25,9.25,ds
1,1,centered,attraction,trinary,l-s-ds,easy,[0 2 1],224,273,203.0,8.25,12.25,6.25,224,203,273,8.25,6.25,12.25,l,NA,k,2,203,6.25,0,2.1848626136779785,12.25,8.25,s
1,1,centered,attraction,binary,l-s,equal_1_jnd,[0 1],247,273,NA,10.25,12.25,NA,247,273,NA,10.25,12.25,NA,j,k,k,2,273,12.25,1,1.5438365936279297,10.25,12.25,l
1,1,centered,attraction,trinary,l-s-dl,equal_2_jnd,[2 1 0],236,286,316.0,9.25,13.25,15.25,316,286,236,15.25,13.25,9.25,l,k,j,1,316,15.25,0,2.0360419750213623,13.25,9.25,l
1,1,centered,attraction,trinary,l-s-dl,equal_1_jnd,[0 1 2],247,273,301.0,10.25,12.25,14.25,247,273,301,10.25,12.25,14.25,j,k,k,2,273,12.25,1,0.9787304401397705,10.25,14.25,l
1,1,centered,attraction,binary,l-s,difficult,[1 0],247,286,NA,10.25,13.25,NA,286,247,NA,13.25,10.25,NA,k,NA,j,1,286,13.25,0,0.9675562381744385,10.25,13.25,l
1,1,centered,attraction,trinary,l-s-dl,equal_2_jnd,[1 0 2],236,286,316.0,9.25,13.25,15.25,286,236,316,13.25,9.25,15.25,k,j,k,2,236,9.25,1,3.787731885910034,13.25,9.25,dl
1,1,centered,attraction,binary,l-s,easy,[0 1],247,301,NA,10.25,14.25,NA,247,301,NA,10.25,14.25,NA,j,NA,j,1,247,10.25,1,0.9229714870452881,10.25,14.25,s
1,1,centered,attraction,binary,l-s,easy,[1 0],224,273,NA,8.25,12.25,NA,273,224,NA,12.25,8.25,NA,j,NA,k,2,224,8.25,0,0.7521882057189941,12.25,8.25,l
1,1,centered,attraction,trinary,l-s-ds,easy,[1 2 0],247,301,224.0,10.25,14.25,8.25,301,224,247,14.25,8.25,10.25,l,NA,k,2,224,8.25,0,3.1238815784454346,10.25,8.25,l
1,1,centered,attraction,binary,l-s,easy,[0 1],224,273,NA,8.25,12.25,NA,224,273,NA,8.25,12.25,NA,k,NA,k,2,273,12.25,1,3.728271722793579,12.25,8.25,s
1,1,centered,filler,binary,NA,NA,[0 1],248,246,NA,10.30760504079765,10.114881485933438,NA,248,246,NA,10.30760504079765,10.114881485933438,NA,j,NA,k,2,246,10.114881485933438,0,2.9290032386779785,10.1148814859334,10.3076050407977,NA
2,4,centered,filler,trinary,NA,NA,[0 1 2],248,448,269.0,10.345305104835688,22.443864309461787,12.0,248,448,269,10.345305104835688,22.443864309461787,12,j,NA,j,1,248,10.345305104835688,1,9.497683048248291,10.3453051048357,22.4438643094618,NA
2,4,centered,filler,trinary,NA,NA,[1 0 2],232,272,361.0,8.897313637584615,12.21474049554672,18.0,272,232,361,12.21474049554672,8.897313637584615,18,k,NA,j,1,272,12.21474049554672,0,4.138612270355225,12.2147404955467,8.89731363758461,NA
2,4,centered,filler,binary,NA,NA,[1 0],262,192,NA,11.410837720739304,5.025345634203404,NA,192,262,NA,5.025345634203404,11.410837720739304,NA,k,NA,k,2,262,11.410837720739304,1,2.248805046081543,11.4108377207393,5.0253456342034,NA
2,4,centered,filler,binary,NA,NA,[1 0],283,301,NA,13.01668875599818,14.257775298901834,NA,301,283,NA,14.257775298901834,13.01668875599818,NA,k,NA,j,1,301,14.257775298901834,0,3.5701184272766113,13.0166887559982,14.2577752989018,NA
2,4,centered,filler,binary,NA,NA,[0 1],300,234,NA,14.23978476824527,9.095668499940077,NA,300,234,NA,14.23978476824527,9.095668499940077,NA,j,NA,k,2,234,9.095668499940077,0,0.8659501075744629,14.2397847682453,9.09566849994008,NA
2,4,centered,attraction,binary,l-s,equal_1_jnd,[0 1],247,273,NA,10.25,12.25,NA,247,273,NA,10.25,12.25,NA,j,k,k,2,273,12.25,1,3.4809324741363525,10.25,12.25,l
2,4,centered,attraction,trinary,l-s-dl,difficult,[1 2 0],247,286,316.0,10.25,13.25,15.25,286,316,247,13.25,15.25,10.25,l,NA,j,1,286,13.25,0,3.234545946121216,10.25,15.25,l
2,4,centered,filler,binary,NA,NA,[1 0],241,219,NA,9.692925932172274,7.763479906716384,NA,219,241,NA,7.763479906716384,9.692925932172274,NA,k,NA,k,2,241,9.692925932172274,1,4.332595586776733,7.76347990671638,9.69292593217227,NA
2,4,centered,filler,binary,NA,NA,[1 0],275,392,NA,12.429210194719555,19.694879207527265,NA,392,275,NA,19.694879207527265,12.429210194719555,NA,k,NA,k,2,275,12.429210194719555,1,1.1723520755767822,12.4292101947196,19.6948792075273,NA
2,4,centered,attraction,binary,l-s,easy,[1 0],224,273,NA,8.25,12.25,NA,273,224,NA,12.25,8.25,NA,j,NA,k,2,224,8.25,0,1.1835978031158447,12.25,8.25,l
2,4,centered,attraction,binary,l-s,equal_2_jnd,[1 0],236,286,NA,9.25,13.25,NA,286,236,NA,13.25,9.25,NA,j,k,k,2,236,9.25,1,1.0605080127716064,13.25,9.25,l
2,4,centered,attraction,binary,l-s,easy,[1 0],247,301,NA,10.25,14.25,NA,301,247,NA,14.25,10.25,NA,k,NA,k,2,247,10.25,1,0.6998767852783203,10.25,14.25,s
2,4,centered,attraction,binary,l-s,easy,[0 1],247,301,NA,10.25,14.25,NA,247,301,NA,10.25,14.25,NA,j,NA,j,1,247,10.25,1,0.5388786792755127,10.25,14.25,s
2,4,centered,attraction,binary,l-s,easy,[0 1],224,273,NA,8.25,12.25,NA,224,273,NA,8.25,12.25,NA,k,NA,k,2,273,12.25,1,1.3493976593017578,12.25,8.25,s
2,4,centered,attraction,binary,l-s,difficult,[1 0],247,286,NA,10.25,13.25,NA,286,247,NA,13.25,10.25,NA,k,NA,k,2,247,10.25,1,2.4489943981170654,10.25,13.25,s
2,4,centered,attraction,trinary,l-s-ds,equal_1_jnd,[1 0 2],247,273,224.0,10.25,12.25,8.25,273,247,224,12.25,10.25,8.25,k,j,j,1,273,12.25,1,2.292506217956543,10.25,8.25,s
2,4,centered,attraction,trinary,l-s-dl,equal_2_jnd,[2 0 1],236,286,316.0,9.25,13.25,15.25,316,236,286,15.25,9.25,13.25,k,l,k,2,236,9.25,1,2.5067903995513916,13.25,9.25,dl
2,4,centered,filler,trinary,NA,NA,[1 0 2],271,200,191.0,12.140217947418758,5.942907377611846,5.0,200,271,191,5.942907377611846,12.140217947418758,5,k,NA,k,2,271,12.140217947418758,1,2.725790500640869,12.1402179474188,5.94290737761185,NA
2,4,centered,attraction,binary,l-s,easy,[1 0],247,301,NA,10.25,14.25,NA,301,247,NA,14.25,10.25,NA,k,NA,k,2,247,10.25,1,3.69594407081604,10.25,14.25,s
2,4,centered,attraction,trinary,l-s-dl,easy,[2 0 1],224,273,301.0,8.25,12.25,14.25,301,224,273,14.25,8.25,12.25,l,NA,j,1,301,14.25,0,3.031363010406494,12.25,8.25,l
2,4,centered,filler,binary,NA,NA,[1 0],258,204,NA,11.11596568841289,6.259801906999201,NA,204,258,NA,6.259801906999201,11.11596568841289,NA,k,NA,k,2,258,11.11596568841289,1,2.8415513038635254,11.1159656884129,6.2598019069992,NA
2,4,centered,attraction,binary,l-s,equal_1_jnd,[1 0],247,273,NA,10.25,12.25,NA,273,247,NA,12.25,10.25,NA,j,k,k,2,247,10.25,1,2.5088486671447754,10.25,12.25,s
2,4,centered,attraction,trinary,l-s-dl,difficult,[1 2 0],247,286,316.0,10.25,13.25,15.25,286,316,247,13.25,15.25,10.25,l,NA,j,1,286,13.25,0,2.1885273456573486,10.25,15.25,l
2,4,centered,attraction,trinary,l-s-ds,equal_1_jnd,[2 0 1],247,273,224.0,10.25,12.25,8.25,224,247,273,8.25,10.25,12.25,k,l,j,1,224,8.25,0,3.2376978397369385,10.25,8.25,l
2,4,centered,attraction,binary,l-s,equal_2_jnd,[1 0],236,286,NA,9.25,13.25,NA,286,236,NA,13.25,9.25,NA,j,k,k,2,236,9.25,1,0.6864254474639893,13.25,9.25,l
2,4,centered,attraction,trinary,l-s-ds,easy,[0 1 2],224,273,203.0,8.25,12.25,6.25,224,273,203,8.25,12.25,6.25,k,NA,j,1,224,8.25,0,2.089306592941284,12.25,8.25,l
2,4,centered,attraction,binary,l-s,easy,[0 1],247,301,NA,10.25,14.25,NA,247,301,NA,10.25,14.25,NA,j,NA,j,1,247,10.25,1,0.602424144744873,10.25,14.25,s
2,4,centered,attraction,binary,l-s,difficult,[1 0],247,286,NA,10.25,13.25,NA,286,247,NA,13.25,10.25,NA,k,NA,k,2,247,10.25,1,0.7178571224212646,10.25,13.25,s
2,4,centered,attraction,trinary,l-s-dl,easy,[0 1 2],247,301,331.0,10.25,14.25,16.25,247,301,331,10.25,14.25,16.25,j,NA,j,1,247,10.25,1,0.9688215255737305,10.25,16.25,s
2,4,centered,attraction,trinary,l-s-dl,difficult,[2 1 0],236,273,301.0,9.25,12.25,14.25,301,273,236,14.25,12.25,9.25,k,NA,k,2,273,12.25,1,0.8387210369110107,12.25,9.25,s
2,4,centered,attraction,trinary,l-s-dl,equal_2_jnd,[0 2 1],236,286,316.0,9.25,13.25,15.25,236,316,286,9.25,15.25,13.25,j,l,j,1,236,9.25,1,0.8547160625457764,13.25,9.25,dl
2,4,centered,attraction,binary,l-s,equal_2_jnd,[0 1],236,286,NA,9.25,13.25,NA,236,286,NA,9.25,13.25,NA,j,k,j,1,236,9.25,1,0.8551435470581055,13.25,9.25,l
2,4,centered,filler,trinary,NA,NA,[1 0 2],321,312,418.0,15.58609528635886,15.020702904439531,21.0,312,321,418,15.020702904439531,15.58609528635886,21,k,NA,j,1,312,15.020702904439531,0,1.9802742004394531,15.0207029044395,21.0,NA
2,4,centered,attraction,binary,l-s,difficult,[1 0],247,286,NA,10.25,13.25,NA,286,247,NA,13.25,10.25,NA,k,NA,k,2,247,10.25,1,0.815159797668457,10.25,13.25,s
2,4,centered,filler,binary,NA,NA,[0 1],248,246,NA,10.30760504079765,10.114881485933438,NA,248,246,NA,10.30760504079765,10.114881485933438,NA,j,NA,k,2,246,10.114881485933438,0,0.9937169551849365,10.1148814859334,10.3076050407977,NA
2,4,centered,attraction,trinary,l-s-ds,equal_2_jnd,[0 1 2],236,286,214.0,9.25,13.25,7.25,236,286,214,9.25,13.25,7.25,j,k,j,1,236,9.25,1,1.2389843463897705,13.25,9.25,l
2,4,centered,attraction,binary,l-s,equal_1_jnd,[0 1],247,273,NA,10.25,12.25,NA,247,273,NA,10.25,12.25,NA,j,k,j,1,247,10.25,1,1.3572230339050293,10.25,12.25,s
2,4,centered,filler,trinary,NA,NA,[0 1 2],242,154,379.0,9.81086720334078,0.4888625058811158,19.0,242,154,379,9.81086720334078,0.4888625058811158,19,j,NA,k,2,154,0.4888625058811158,0,1.8849058151245117,0.488862505881116,9.81086720334078,NA
2,4,centered,filler,trinary,NA,NA,[1 0 2],283,401,165.0,12.982958076801571,20.14122284366749,2.0,401,283,165,20.14122284366749,12.982958076801571,2,k,NA,k,2,283,12.982958076801571,1,0.8277299404144287,12.9829580768016,20.1412228436675,NA
2,4,centered,attraction,binary,l-s,difficult,[0 1],236,273,NA,9.25,12.25,NA,236,273,NA,9.25,12.25,NA,k,NA,k,2,273,12.25,1,2.0254712104797363,12.25,9.25,s
2,4,centered,filler,trinary,NA,NA,[2 1 0],278,289,327.0,12.672850561937024,13.434216311434284,16.0,327,289,278,16,13.434216311434284,12.672850561937024,l,NA,k,2,289,13.434216311434284,0,1.3456361293792725,12.672850561937,16.0,NA
2,4,centered,attraction,binary,l-s,equal_2_jnd,[1 0],236,286,NA,9.25,13.25,NA,286,236,NA,13.25,9.25,NA,j,k,k,2,236,9.25,1,0.7986905574798584,13.25,9.25,l
2,4,centered,attraction,trinary,l-s-dl,easy,[0 2 1],247,301,331.0,10.25,14.25,16.25,247,331,301,10.25,16.25,14.25,j,NA,j,1,247,10.25,1,1.5064833164215088,10.25,16.25,s
2,4,centered,attraction,trinary,l-s-ds,difficult,[1 2 0],247,286,224.0,10.25,13.25,8.25,286,224,247,13.25,8.25,10.25,l,NA,k,2,224,8.25,0,1.0311031341552734,10.25,8.25,l
2,4,centered,attraction,binary,l-s,easy,[0 1],224,273,NA,8.25,12.25,NA,224,273,NA,8.25,12.25,NA,k,NA,j,1,224,8.25,0,0.7887115478515625,12.25,8.25,l
2,4,centered,attraction,binary,l-s,difficult,[1 0],247,286,NA,10.25,13.25,NA,286,247,NA,13.25,10.25,NA,k,NA,k,2,247,10.25,1,1.3635077476501465,10.25,13.25,s
2,4,centered,attraction,binary,l-s,easy,[1 0],247,301,NA,10.25,14.25,NA,301,247,NA,14.25,10.25,NA,k,NA,k,2,247,10.25,1,1.6483168601989746,10.25,14.25,s
2,4,centered,filler,trinary,NA,NA,[1 2 0],261,331,158.0,11.361942909958636,16.24591615400277,1.0,331,158,261,16.24591615400277,1,11.361942909958636,l,NA,j,1,331,16.24591615400277,0,3.1947455406188965,1.0,16.2459161540028,NA
2,4,centered,attraction,trinary,l-s-ds,easy,[0 2 1],224,273,203.0,8.25,12.25,6.25,224,203,273,8.25,6.25,12.25,l,NA,l,3,273,12.25,1,3.167506694793701,12.25,8.25,ds
2,4,centered,attraction,binary,l-s,difficult,[1 0],236,273,NA,9.25,12.25,NA,273,236,NA,12.25,9.25,NA,j,NA,k,2,236,9.25,0,3.8628640174865723,12.25,9.25,l
2,4,centered,filler,binary,NA,NA,[1 0],244,284,NA,9.965048890455945,13.076051014359107,NA,284,244,NA,13.076051014359107,9.965048890455945,NA,k,NA,k,2,244,9.965048890455945,1,2.1429033279418945,13.0760510143591,9.96504889045594,NA
2,4,centered,attraction,binary,l-s,easy,[1 0],247,301,NA,10.25,14.25,NA,301,247,NA,14.25,10.25,NA,k,NA,k,2,247,10.25,1,1.0841655731201172,10.25,14.25,s
2,4,centered,attraction,binary,l-s,difficult,[1 0],236,273,NA,9.25,12.25,NA,273,236,NA,12.25,9.25,NA,j,NA,k,2,236,9.25,0,0.7195558547973633,12.25,9.25,l
2,4,centered,attraction,trinary,l-s-dl,equal_1_jnd,[1 0 2],247,273,301.0,10.25,12.25,14.25,273,247,301,12.25,10.25,14.25,k,j,l,3,301,14.25,0,0.5260970592498779,10.25,14.25,dl
2,4,centered,attraction,binary,l-s,difficult,[0 1],236,273,NA,9.25,12.25,NA,236,273,NA,9.25,12.25,NA,k,NA,j,1,236,9.25,0,1.9484405517578125,12.25,9.25,l
2,4,centered,attraction,trinary,l-s-ds,difficult,[2 0 1],236,273,214.0,9.25,12.25,7.25,214,236,273,7.25,9.25,12.25,l,NA,k,2,236,9.25,0,0.43314361572265625,12.25,9.25,l
2,4,centered,attraction,trinary,l-s-ds,equal_1_jnd,[2 1 0],247,273,224.0,10.25,12.25,8.25,224,273,247,8.25,12.25,10.25,l,k,j,1,224,8.25,0,0.5861239433288574,10.25,8.25,l
2,4,centered,attraction,trinary,l-s-dl,difficult,[0 1 2],236,273,301.0,9.25,12.25,14.25,236,273,301,9.25,12.25,14.25,k,NA,k,2,273,12.25,1,0.81308746337890625,12.25,9.25,s
2,4,centered,filler,binary,NA,NA,[1 0],205,267,NA,6.451501718212173,11.784537424100565,NA,267,205,NA,11.784537424100565,6.451501718212173,NA,k,NA,k,2,205,6.451501718212173,1,1.9445505142211914,11.7845374241006,6.45150171821217,NA
2,4,centered,attraction,trinary,l-s-ds,difficult,[0 2 1],236,273,214.0,9.25,12.25,7.25,236,214,273,9.25,7.25,12.25,l,NA,k,2,214,7.25,0,1.0188343524932861,12.25,9.25,s
2,4,centered,attraction,trinary,l-s-ds,equal_2_jnd,[2 1 0],236,286,214.0,9.25,13.25,7.25,214,286,236,7.25,13.25,9.25,l,k,j,1,214,7.25,0,1.0730254650115967,13.25,9.25,s
2,4,centered,attraction,binary,l-s,equal_1_jnd,[0 1],247,273,NA,10.25,12.25,NA,247,273,NA,10.25,12.25,NA,j,k,j,1,247,10.25,1,0.9160501956939697,10.25,12.25,s
2,4,centered,attraction,binary,l-s,equal_1_jnd,[1 0],247,273,NA,10.25,12.25,NA,273,247,NA,12.25,10.25,NA,j,k,k,2,247,10.25,1,0.8213002681732178,10.25,12.25,s
2,4,centered,attraction,binary,l-s,easy,[1 0],224,273,NA,8.25,12.25,NA,273,224,NA,12.25,8.25,NA,j,NA,k,2,224,8.25,0,0.6205453872680664,12.25,8.25,l
2,4,centered,attraction,trinary,l-s-ds,easy,[2 1 0],247,301,224.0,10.25,14.25,8.25,224,301,247,8.25,14.25,10.25,l,NA,j,1,224,8.25,0,1.2967357635498047,10.25,8.25,l
2,4,centered,attraction,binary,l-s,easy,[0 1],224,273,NA,8.25,12.25,NA,224,273,NA,8.25,12.25,NA,k,NA,j,1,224,8.25,0,0.8869118690490723,12.25,8.25,l
2,4,centered,filler,binary,NA,NA,[1 0],267,201,NA,11.845278196649002,6.012441776110791,NA,201,267,NA,6.012441776110791,11.845278196649002,NA,k,NA,k,2,267,11.845278196649002,1,0.4335463047027588,11.845278196649,6.01244177611079,NA
2,4,centered,attraction,trinary,l-s-dl,equal_2_jnd,[1 2 0],236,286,316.0,9.25,13.25,15.25,286,316,236,13.25,15.25,9.25,l,j,j,1,286,13.25,1,0.47492098808288574,13.25,9.25,s
2,4,centered,attraction,trinary,l-s-dl,easy,[0 1 2],224,273,301.0,8.25,12.25,14.25,224,273,301,8.25,12.25,14.25,k,NA,k,2,273,12.25,1,0.7919857501983643,12.25,8.25,s
2,4,centered,filler,binary,NA,NA,[0 1],272,237,NA,12.178297551202068,9.388482722570188,NA,272,237,NA,12.178297551202068,9.388482722570188,NA,j,NA,j,1,272,12.178297551202068,1,0.47174787521362305,12.1782975512021,9.38848272257019,NA
2,4,centered,attraction,trinary,l-s-dl,equal_1_jnd,[2 1 0],247,273,301.0,10.25,12.25,14.25,301,273,247,14.25,12.25,10.25,l,k,k,2,273,12.25,1,0.5440194606781006,10.25,14.25,l
2,4,centered,attraction,binary,l-s,difficult,[1 0],247,286,NA,10.25,13.25,NA,286,247,NA,13.25,10.25,NA,k,NA,k,2,247,10.25,1,0.6555094718933105,10.25,13.25,s
2,4,centered,attraction,trinary,l-s-ds,easy,[1 0 2],247,301,224.0,10.25,14.25,8.25,301,247,224,14.25,10.25,8.25,k,NA,k,2,247,10.25,1,2.2626373767852783,10.25,8.25,ds
2,4,centered,filler,trinary,NA,NA,[0 2 1],214,344,361.0,7.259586441660442,17.02235630946234,18.0,214,361,344,7.259586441660442,18,17.02235630946234,j,NA,j,1,214,7.259586441660442,1,1.7554829120635986,17.0223563094623,7.25958644166044,NA
2,4,centered,attraction,trinary,l-s-ds,difficult,[1 2 0],236,273,214.0,9.25,12.25,7.25,273,214,236,12.25,7.25,9.25,j,NA,j,1,273,12.25,1,1.8510475158691406,12.25,9.25,ds
2,4,centered,attraction,binary,l-s,equal_1_jnd,[1 0],247,273,NA,10.25,12.25,NA,273,247,NA,12.25,10.25,NA,j,k,k,2,247,10.25,1,0.737619161605835,10.25,12.25,s
2,4,centered,attraction,trinary,l-s-ds,equal_2_jnd,[2 0 1],236,286,214.0,9.25,13.25,7.25,214,236,286,7.25,9.25,13.25,k,l,k,2,236,9.25,1,1.2132844924926758,13.25,9.25,l
2,4,centered,attraction,trinary,l-s-ds,easy,[1 0 2],247,301,224.0,10.25,14.25,8.25,301,247,224,14.25,10.25,8.25,k,NA,k,2,247,10.25,1,0.9764432907104492,10.25,8.25,ds
2,4,centered,attraction,trinary,l-s-ds,easy,[1 0 2],224,273,203.0,8.25,12.25,6.25,273,224,203,12.25,8.25,6.25,j,NA,k,2,224,8.25,0,1.6147518157958984,12.25,8.25,l
2,4,centered,filler,trinary,NA,NA,[0 2 1],275,271,182.0,12.454308774276392,12.122597752022555,4.0,275,182,271,12.454308774276392,4,12.122597752022555,j,NA,k,2,182,4,0,0.818697452545166,12.1225977520226,4.0,NA
2,4,centered,attraction,trinary,l-s-dl,difficult,[1 0 2],247,286,316.0,10.25,13.25,15.25,286,247,316,13.25,10.25,15.25,k,NA,k,2,247,10.25,1,0.9333207607269287,10.25,15.25,s
2,4,centered,attraction,binary,l-s,easy,[0 1],224,273,NA,8.25,12.25,NA,224,273,NA,8.25,12.25,NA,k,NA,j,1,224,8.25,0,1.030400276184082,12.25,8.25,l
2,4,centered,attraction,trinary,l-s-dl,easy,[1 0 2],247,301,331.0,10.25,14.25,16.25,301,247,331,14.25,10.25,16.25,k,NA,k,2,247,10.25,1,0.9003148078918457,10.25,16.25,s
2,4,centered,attraction,binary,l-s,difficult,[1 0],247,286,NA,10.25,13.25,NA,286,247,NA,13.25,10.25,NA,k,NA,k,2,247,10.25,1,0.9336326122283936,10.25,13.25,s
2,4,centered,attraction,trinary,l-s-dl,difficult,[0 1 2],236,273,301.0,9.25,12.25,14.25,236,273,301,9.25,12.25,14.25,k,NA,k,2,273,12.25,1,1.2486917972564697,12.25,9.25,s
2,4,centered,attraction,trinary,l-s-dl,equal_1_jnd,[0 2 1],247,273,301.0,10.25,12.25,14.25,247,301,273,10.25,14.25,12.25,j,l,j,1,247,10.25,1,2.235250473022461,10.25,14.25,s
2,4,centered,attraction,trinary,l-s-dl,easy,[1 0 2],224,273,301.0,8.25,12.25,14.25,273,224,301,12.25,8.25,14.25,j,NA,k,2,224,8.25,0,1.4611072540283203,12.25,8.25,dl
2,4,centered,attraction,binary,l-s,equal_2_jnd,[1 0],236,286,NA,9.25,13.25,NA,286,236,NA,13.25,9.25,NA,j,k,k,2,236,9.25,1,1.0554609298706055,13.25,9.25,l
2,4,centered,filler,binary,NA,NA,[1 0],232,171,NA,8.908381653481424,2.6258213486289605,NA,171,232,NA,2.6258213486289605,8.908381653481424,NA,k,NA,j,1,171,2.6258213486289605,0,1.2541859149932861,2.62582134862896,8.90838165348142,NA
2,4,centered,attraction,binary,l-s,difficult,[0 1],236,273,NA,9.25,12.25,NA,236,273,NA,9.25,12.25,NA,k,NA,j,1,236,9.25,0,0.8498544692993164,12.25,9.25,l
2,4,centered,filler,trinary,NA,NA,[0 1 2],294,169,257.0,13.812996056050542,2.4959196138661355,11.0,294,169,257,13.812996056050542,2.4959196138661355,11,j,NA,k,2,169,2.4959196138661355,0,0.6799170970916748,11.0,2.49591961386614,NA
2,4,centered,attraction,trinary,l-s-ds,difficult,[2 0 1],247,286,224.0,10.25,13.25,8.25,224,247,286,8.25,10.25,13.25,k,NA,j,1,224,8.25,0,1.8071649074554443,10.25,8.25,l
2,4,centered,attraction,binary,l-s,equal_2_jnd,[0 1],236,286,NA,9.25,13.25,NA,236,286,NA,9.25,13.25,NA,j,k,j,1,236,9.25,1,1.0066962242126465,13.25,9.25,l
2,4,centered,attraction,binary,l-s,difficult,[0 1],236,273,NA,9.25,12.25,NA,236,273,NA,9.25,12.25,NA,k,NA,j,1,236,9.25,0,1.133789300918579,12.25,9.25,l
2,4,centered,filler,trinary,NA,NA,[2 0 1],272,185,211.0,12.167162566676303,4.285864474950358,7.0,211,272,185,7,12.167162566676303,4.285864474950358,k,NA,k,2,272,12.167162566676303,1,0.9289495944976807,12.1671625666763,7.0,NA
2,4,centered,attraction,trinary,l-s-ds,equal_2_jnd,[2 1 0],236,286,214.0,9.25,13.25,7.25,214,286,236,7.25,13.25,9.25,l,k,j,1,214,7.25,0,1.3747406005859375,13.25,9.25,s
