participant,computer_number,exp_condition,trial_n,dens,jnds,line_len,distribution,key_resp,rt,resp,correct
100,2,left,122,0.0444444444444444,10.18,246,out,i,1.3087069988250732,out,1
100,2,left,123,0.0148286035285384,2.94,173,in,i,3.3712048530578613,out,0
100,2,left,124,0.0840276142937409,10.13,246,in,i,0.737757682800293,out,0
100,2,left,125,0.1209960604027563,9.5,238,in,i,1.2663354873657227,out,0
100,2,left,126,0.0444444444444444,19.71,392,out,i,0.5634493827819824,out,1
100,2,left,127,0.0444444444444444,8.55,228,out,u,3.5122416019439697,in,0
100,2,left,128,0.0444444444444444,6.5,206,out,u,1.130615234375,in,0
100,2,left,129,0.0444444444444444,20.61,410,out,i,1.493025779724121,out,1
100,2,left,130,0.1957318257578651,7.11,212,in,u,2.6967287063598633,in,1
100,2,left,131,0.1407725526860632,9.17,235,in,u,0.5060901641845703,in,1
100,2,left,132,0.0444444444444444,11.49,263,out,i,0.6294035911560059,out,1
100,2,left,133,0.18629063098582271,6.76,209,in,u,0.5629391670227051,in,1
100,2,left,134,0.0357033844356709,3.79,180,in,i,0.6021242141723633,out,0
100,2,left,135,0.0444444444444444,14.34,302,out,i,0.6252076625823975,out,1
100,2,left,136,0.0444444444444444,13.64,292,out,i,0.5232913494110107,out,1
100,2,left,137,0.0444444444444444,6.96,211,out,u,0.38840484619140625,in,0
100,2,left,138,0.199466337231708,7.53,217,in,u,0.5501687526702881,in,1
100,2,left,139,0.1942814704981104,7.04,211,in,u,0.7359352111816406,in,1
100,2,left,140,0.0444444444444444,4.44,186,out,i,0.6309185028076172,out,1
100,2,left,141,0.0444444444444444,5.63,197,out,u,0.7342662811279297,in,0
100,2,left,142,0.1972571063917844,7.2,213,in,u,0.7566542625427246,in,1
100,2,left,143,0.0444444444444444,14.38,303,out,i,1.095344066619873,out,1
100,2,left,144,0.0444444444444444,14.57,305,out,i,0.6458466053009033,out,1
100,2,left,145,0.1077386068402413,9.72,241,in,u,0.7787127494812012,in,1
100,2,left,146,0.0444444444444444,17.77,357,out,i,0.7695372104644775,out,1
100,2,left,147,0.1798719999266348,6.59,207,in,i,5.0449378490448,out,0
100,2,left,148,0.1318556793781222,5.68,198,in,u,4.5594482421875,in,1
100,2,left,149,0.099440351939599,5.14,193,in,u,0.7280929088592529,in,1
100,2,left,150,0.1710140105883966,8.61,228,in,u,1.3644475936889648,in,1
100,2,left,151,0.1252291784733381,9.43,238,in,i,0.4867134094238281,out,0
100,2,left,152,0.1928587366418353,6.98,211,in,i,1.0802373886108398,out,0
100,2,left,153,0.1994488846907601,7.54,217,in,u,1.6602580547332764,in,1
100,2,left,154,0.1901299881530563,6.88,210,in,u,0.5831742286682129,in,1
100,2,left,155,0.0444444444444444,18.54,371,out,i,0.4958207607269287,out,1
100,2,left,156,0.0444444444444444,16.16,330,out,i,0.630601167678833,out,1
100,2,left,157,0.1786284564560855,6.56,207,in,u,0.8209972381591797,in,1
100,2,left,158,0.1909946632223051,8.09,223,in,i,0.698462724685669,out,0
100,2,left,159,0.0444444444444444,13.12,285,out,i,0.9210598468780518,out,1
100,2,left,160,0.1892266468733199,8.15,223,in,i,1.0198211669921875,out,0
100,2,left,161,0.1879630660618289,6.81,209,in,i,1.231738805770874,out,0
100,2,left,162,0.0444444444444444,5.18,193,out,u,0.385296106338501,in,0
100,2,left,163,0.1577711375482717,6.13,202,in,i,0.56725311279296875,out,0
100,2,left,164,0.1918201062897904,8.06,222,in,i,0.7117280960083008,out,0
100,2,left,165,0.0444444444444444,11.28,260,out,i,0.8414232730865479,out,1
100,2,left,166,0.0444444444444444,8.55,228,out,u,0.6156437397003174,in,0
100,2,left,167,0.105352090813871,5.24,194,in,i,0.9170727729797363,out,0
100,2,left,168,0.1826474855058999,6.66,208,in,i,0.6142840385437012,out,0
100,2,left,169,0.1620241642930854,6.21,203,in,u,0.898953914642334,in,1
100,2,left,170,0.0444444444444444,3.67,179,out,u,0.8774070739746094,in,0
100,2,left,171,0.0856918726666513,10.1,246,in,i,1.397718906402588,out,0
100,2,left,172,0.1940557495143982,7.97,221,in,i,0.7168538570404053,out,0
100,2,left,173,0.079119390706927,10.22,247,in,u,1.0213210582733154,in,1
100,2,left,174,0.0444444444444444,12.3,273,out,i,0.8491518497467041,out,1
100,2,left,175,0.1889170417974022,8.16,223,in,u,0.7402315139770508,in,1
100,2,left,176,0.0444444444444444,10.46,250,out,u,0.7166876792907715,in,0
100,2,left,177,0.1926057755919956,6.97,211,in,u,0.8698024749755859,in,1
100,2,left,178,0.1454373611580521,5.91,200,in,u,0.4157683849334717,in,1
100,2,left,179,0.1975433366628491,7.78,219,in,u,0.6451144218444824,in,1
100,2,left,180,0.1246248452320208,5.56,197,in,u,0.6796383857727051,in,1
100,2,left,181,0.0444444444444444,22.44,448,out,i,0.3574962615966797,out,1
100,2,left,182,0.1306547027588974,9.34,237,in,u,0.5213422775268555,in,1
100,2,left,183,0.0444444444444444,7.45,216,out,u,0.4825904369354248,in,0
100,2,left,184,0.0444444444444444,1.89,164,out,u,0.9104714393615723,in,0
100,2,left,185,0.1738069996892409,8.55,228,in,u,0.7526125907897949,in,1
100,2,left,186,0.0444444444444444,3.13,175,out,u,1.1424291133880615,in,0
100,2,left,187,0.1940557495143982,7.03,211,in,u,0.6855554580688477,in,1
100,2,left,188,0.0444444444444444,17.74,356,out,i,0.6001365184783936,out,1
100,2,left,189,0.1876367637917333,8.2,224,in,u,0.6784546375274658,in,1
100,2,left,190,0.1276440443376951,5.61,197,in,u,0.6951901912689209,in,1
100,2,left,191,0.1348476316267912,9.27,236,in,u,1.2931394577026367,in,1
100,2,left,192,0.0444444444444444,22.17,442,out,i,0.7062063217163086,out,1
100,2,left,193,0.0444444444444444,11.17,259,out,u,0.6045193672180176,in,0
100,2,left,194,0.0444444444444444,10.73,253,out,u,0.7519221305847168,in,0
100,2,left,195,0.0444444444444444,15.43,318,out,i,0.5206642150878906,out,1
100,2,left,196,0.0444444444444444,11.34,261,out,i,0.7938611507415771,out,1
100,2,left,197,0.130053445657598,9.35,237,in,u,0.557365894317627,in,1
100,2,left,198,0.1442785038784717,9.11,234,in,u,0.5191967487335205,in,1
100,2,left,199,0.0444444444444444,3.28,176,out,u,0.4572751522064209,in,0
100,2,left,200,0.0444444444444444,18.63,372,out,u,1.011301040649414,in,0
101,3,left,1,0.0444444444444444,20.62,410,out,i,5.159748315811157,out,1
101,3,left,2,0.0444444444444444,16.02,328,out,i,5.96960973739624,out,1
101,3,left,3,0.0444444444444444,6.96,211,out,u,0.6993708610534668,in,0
101,3,left,4,0.0444444444444444,18.54,371,out,i,2.7980966567993164,out,1
101,3,left,5,0.0444444444444444,22.17,442,out,i,1.803138256072998,out,1
101,3,left,6,0.1191812551022674,5.47,196,in,u,1.1782543659210205,in,1
101,3,left,7,0.0444444444444444,22.39,447,out,i,0.9304139614105225,out,1
101,3,left,8,0.0444444444444444,1.6,162,out,u,1.666884422302246,in,0
101,3,left,9,0.0444444444444444,17.61,354,out,i,2.6314697265625,out,1
101,3,left,10,0.1686048794969123,6.34,204,in,u,2.14875864982605,in,1
101,3,left,11,0.0444444444444444,8.55,228,out,u,2.3002448081970215,in,0
101,3,left,12,0.0444444444444444,10.99,256,out,u,1.5502228736877441,in,0
101,3,left,13,0.0444444444444444,10.46,250,out,i,1.3183600902557373,out,1
101,3,left,14,0.0444444444444444,20.61,410,out,i,0.8333802223205566,out,1
101,3,left,15,0.1901299881530563,6.88,210,in,u,0.7170488834381104,in,1
101,3,left,16,0.1751614265926797,8.52,227,in,i,1.7343881130218506,out,0
101,3,left,17,0.0309789513888337,11.36,261,in,i,0.8714995384216309,out,0
101,3,left,18,0.1940557495143982,7.03,211,in,u,0.6669776439666748,in,1
101,3,left,19,0.0444444444444444,5.42,195,out,u,0.7669072151184082,in,0
101,3,left,20,0.0444444444444444,8.91,232,out,u,1.5016725063323975,in,0
101,3,left,21,0.1276440443376951,5.61,197,in,u,1.3844037055969238,in,1
101,3,left,22,0.0444444444444444,18.13,363,out,i,0.687108039855957,out,1
101,3,left,23,0.0398349826151916,11.09,258,in,i,1.0668015480041504,out,0
101,3,left,24,0.1942814704981104,7.04,211,in,u,1.1337687969207764,in,1
101,3,left,25,0.0444444444444444,7.45,216,out,u,0.7590398788452148,in,0
101,3,left,26,0.0444444444444444,16.16,330,out,i,2.4791791439056396,out,1
101,3,left,27,0.1982855148897704,7.72,219,in,i,0.8176734447479248,out,0
101,3,left,28,0.1318556793781222,5.68,198,in,i,0.8805298805236816,out,0
101,3,left,29,0.0801987546271229,4.8,190,in,u,0.3957195281982422,in,1
101,3,left,30,0.0036893322750674,13.15,285,in,u,1.1624343395233154,in,1
101,3,left,31,0.1928587366418353,6.98,211,in,u,0.9062471389770508,in,1
101,3,left,32,0.1975433366628491,7.78,219,in,u,3.172877550125122,in,1
101,3,left,33,0.0444444444444444,22.44,448,out,i,0.74169158935546875,out,1
101,3,left,34,0.0444444444444444,1.82,164,out,u,0.7102541923522949,in,0
101,3,left,35,0.1425307814292597,5.86,200,in,u,3.271533489227295,in,1
101,3,left,36,0.105352090813871,5.24,194,in,u,0.5327515602111816,in,1
101,3,left,37,0.0444444444444444,15.75,323,out,i,0.845848798751831,out,1
101,3,left,38,0.1454373611580521,5.91,200,in,u,0.5470402240753174,in,1
101,3,left,39,0.130053445657598,9.35,237,in,u,1.2109284400939941,in,1
101,3,left,40,0.0444444444444444,0.54,154,out,u,0.6170597076416016,in,0
101,3,left,41,0.0444444444444444,21.94,438,out,i,0.7999036312103271,out,1
101,3,left,42,0.0444444444444444,11.62,264,out,i,1.1010518074035645,out,1
101,3,left,43,0.0444444444444444,3.28,176,out,u,0.9442427158355713,in,0
101,3,left,44,0.1431145682999597,9.13,234,in,u,0.6883029937744141,in,1
101,3,left,45,0.0444444444444444,20.1,400,out,i,0.5549709796905518,out,1
101,3,left,46,0.1246248452320208,5.56,197,in,u,0.6434519290924072,in,1
101,3,left,47,0.0444444444444444,22.26,444,out,i,0.5923497676849365,out,1
101,3,left,48,0.0092124698650067,12.46,275,in,i,0.8000283241271973,out,0
101,3,left,49,0.0444444444444444,18.63,372,out,u,2.1883013248443604,in,0
101,3,left,50,0.0444444444444444,9.63,240,out,i,0.8670387268066406,out,1
101,3,left,51,0.0444444444444444,11.49,263,out,u,0.9999921321868896,in,0
101,3,left,52,0.0672182969433732,10.45,250,in,i,0.32511115074157715,out,0
101,3,left,53,0.1270407608337813,5.6,197,in,u,0.7583463191986084,in,1
101,3,left,54,0.0444444444444444,9.5,238,out,u,0.7895605564117432,in,0
101,3,left,55,0.0444444444444444,12.3,273,out,i,3.5411081314086914,out,1
101,3,left,56,0.0444444444444444,3.92,182,out,u,1.6689856052398682,in,0
101,3,left,57,0.1252291784733381,9.43,238,in,i,1.5609469413757324,out,0
101,3,left,58,0.0444444444444444,3.0700000000000003,174,out,u,0.6981253623962402,in,0
101,3,left,59,0.0444444444444444,12.64,278,out,i,0.7958090305328369,out,1
101,3,left,60,0.1918201062897904,8.06,222,in,u,4.010249376296997,in,1
101,3,left,61,0.0856918726666513,10.1,246,in,u,3.408356189727783,in,1
101,3,left,62,0.0444444444444444,16.99,344,out,i,0.7183265686035156,out,1
101,3,left,63,0.0033880193442544,1.79,164,in,u,1.0493860244750977,in,1
101,3,left,64,0.079119390706927,10.22,247,in,u,2.5722501277923584,in,1
101,3,left,65,0.0435210829592398,4.01,182,in,i,0.8609170913696289,out,0
101,3,left,66,0.0199902666263887,3.21,175,in,u,1.671687126159668,in,1
101,3,left,67,0.0444444444444444,5.72,198,out,u,0.6190099716186523,in,0
101,3,left,68,0.1959203083328453,7.88,220,in,i,0.8561849594116211,out,0
101,3,left,69,0.1786284564560855,6.56,207,in,u,0.788226842880249,in,1
101,3,left,70,0.1471655268705283,5.94,200,in,u,0.7079322338104248,in,1
101,3,left,71,0.0947799592325099,5.0600000000000005,192,in,u,0.71035003662109375,in,1
101,3,left,72,0.1967916365307053,7.83,220,in,i,0.650029182434082,out,0
101,3,left,73,0.0444444444444444,6.5,206,out,u,0.7251121997833252,in,0
101,3,left,74,0.0444444444444444,3.67,179,out,u,0.9103076457977295,in,0
101,3,left,75,0.0840276142937409,10.13,246,in,i,1.0335476398468018,out,0
101,3,left,76,0.0444444444444444,7.65,218,out,u,0.67819976806640625,in,0
101,3,left,77,0.1961040697466109,7.87,220,in,i,3.0501515865325928,out,0
101,3,left,78,0.1651155425002292,8.73,230,in,i,0.8304059505462646,out,0
101,3,left,79,0.1306547027588974,9.34,237,in,i,0.7549009323120117,out,0
101,3,left,80,0.110135121189941,5.32,194,in,u,0.403827428817749,in,1
101,3,left,81,0.1348476316267912,9.27,236,in,u,2.5155394077301025,in,1
101,3,left,82,0.0444444444444444,13.64,292,out,i,0.9500284194946289,out,1
101,3,left,83,0.1947190959507421,7.0600000000000005,212,in,u,0.5729026794433594,in,1
101,3,left,84,0.0444444444444444,18.73,374,out,i,0.9250190258026123,out,1
101,3,left,85,0.1879630660618289,6.81,209,in,u,0.933741569519043,in,1
101,3,left,86,0.1786284564560855,8.44,226,in,u,1.110914707183838,in,1
101,3,left,87,0.1077386068402413,9.72,241,in,i,0.7776312828063965,out,0
101,3,left,88,0.1738069996892409,8.55,228,in,u,0.5048637390136719,in,1
101,3,left,89,0.0444444444444444,10.73,253,out,i,0.5222902297973633,out,1
101,3,left,90,0.0444444444444444,2.25,167,out,u,0.444288969039917,in,0
101,3,left,91,0.1992395732695614,7.4,215,in,i,2.6168670654296875,out,0
101,3,left,92,0.0444444444444444,12.67,278,out,i,1.0782606601715088,out,1
101,3,left,93,0.0444444444444444,10.14,246,out,i,2.20965576171875,out,1
101,3,left,94,0.0444444444444444,20.54,409,out,u,1.31241774559021,in,0
101,3,left,95,0.1957318257578651,7.11,212,in,u,0.866832971572876,in,1
101,3,left,96,0.1990678032240969,7.63,218,in,u,0.7579047679901123,in,1
101,3,left,97,0.0444444444444444,11.28,260,out,u,0.4381725788116455,in,0
101,3,left,98,0.1550438509731031,6.08,202,in,u,0.4269723892211914,in,1
101,3,left,99,0.0444444444444444,17.14,346,out,i,0.6395754814147949,out,1
101,3,left,100,0.099440351939599,5.14,193,in,u,0.5883190631866455,in,1
101,3,left,101,0.1967916365307053,7.83,220,in,u,0.716710090637207,in,1
101,3,left,102,0.1953407533091555,7.91,221,in,u,0.5833563804626465,in,1
101,3,left,103,0.0444444444444444,10.18,246,out,i,0.6856663227081299,out,1
101,3,left,104,0.0444444444444444,17.74,356,out,i,0.7609326839447021,out,1
101,3,left,105,0.141359739671713,9.16,235,in,u,0.9304699897766113,in,1
101,3,left,106,0.0444444444444444,11.17,259,out,u,0.626917839050293,in,0
101,3,left,107,0.0377296209072985,3.85,181,in,u,1.760284662246704,in,1
101,3,left,108,0.0444444444444444,7.84,220,out,i,0.6556286811828613,out,1
101,3,left,109,0.0444444444444444,15.43,318,out,i,0.6603124141693115,out,1
101,3,left,110,0.0444444444444444,18.43,369,out,i,0.736461877822876,out,1
101,3,left,111,0.0444444444444444,13.32,287,out,u,0.7698101997375488,in,0
101,3,left,112,0.0444444444444444,5.63,197,out,u,0.9148764610290527,in,0
101,3,left,113,0.0444444444444444,5.09,192,out,u,2.3881447315216064,in,0
101,3,left,114,0.1442785038784717,9.11,234,in,i,0.603126049041748,out,0
101,3,left,115,0.0444444444444444,14.34,302,out,i,0.7775430679321289,out,1
101,3,left,116,0.1798719999266348,6.59,207,in,u,0.5844316482543945,in,1
101,3,left,117,0.0444444444444444,9.32,236,out,u,0.8327562808990479,in,0
101,3,left,118,0.0444444444444444,5.72,198,out,u,1.8769161701202393,in,0
101,3,left,119,0.0444444444444444,3.51,178,out,u,1.0003817081451416,in,0
101,3,left,120,0.0930507912376185,9.97,244,in,i,0.6803836822509766,out,0
101,3,left,121,0.1889170417974022,8.16,223,in,u,0.6024174690246582,in,1
101,3,left,122,0.1577711375482717,6.13,202,in,u,0.5524046421051025,in,1
101,3,left,123,0.0387723741431307,11.12,258,in,i,0.8335785865783691,out,0
101,3,left,124,0.1185764602183948,9.54,239,in,u,1.3263416290283203,in,1
101,3,left,125,0.0444444444444444,3.02,174,out,u,0.6488351821899414,in,0
101,3,left,126,0.1859439875974732,8.25,224,in,u,1.8677234649658203,in,1
101,3,left,127,0.019355139402609,11.82,267,in,i,0.5597202777862549,out,0
101,3,left,128,0.0444444444444444,16.41,334,out,u,3.9435596466064453,in,0
101,3,left,129,0.1197861400293165,5.48,196,in,u,0.4083576202392578,in,1
101,3,left,130,0.0444444444444444,17.94,360,out,i,0.6155247688293457,out,1
101,3,left,131,0.0444444444444444,19.71,392,out,i,0.5002295970916748,out,1
101,3,left,132,0.0357033844356709,3.79,180,in,u,0.6637482643127441,in,1
101,3,left,133,0.0444444444444444,14.09,298,out,i,0.6183702945709229,out,1
101,3,left,134,0.0444444444444444,11.34,261,out,i,0.58376145362854,out,1
101,3,left,135,0.1620241642930854,6.21,203,in,u,0.8871703147888184,in,1
101,3,left,136,0.0444444444444444,19.72,393,out,i,0.7382185459136963,out,1
101,3,left,137,0.1407725526860632,9.17,235,in,u,0.5473790168762207,in,1
101,3,left,138,0.0444444444444444,13.12,285,out,i,0.5255882740020752,out,1
101,3,left,139,0.1270407608337813,9.4,237,in,u,0.6837272644042969,in,1
101,3,left,140,0.0444444444444444,21.15,421,out,i,0.4943051338195801,out,1
101,3,left,141,0.1419458272271371,5.85,200,in,u,0.6256105899810791,in,1
101,3,left,142,0.1826474855058999,6.66,208,in,u,0.9109113216400146,in,1
101,3,left,143,0.1892266468733199,8.15,223,in,u,1.0256235599517822,in,1
101,3,left,144,0.1940557495143982,7.97,221,in,u,0.8327553272247314,in,1
101,3,left,145,0.0444444444444444,0.15,151,out,u,0.6935627460479736,in,0
101,3,left,146,0.1620241642930854,6.21,203,in,u,0.967768669128418,in,1
101,3,left,147,0.1240203278460704,9.45,238,in,i,0.42293834686279297,out,0
