"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","17","0.0-0.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","3770","0.0-1.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","3742","{""response"":""17""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","7470","0.0-2.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","110863","0.0-3.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","103382","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","113126","0.0-4.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","2256","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","169598","0.0-5.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","56466","","","","[{""page_index"":0,""viewing_time"":6401},{""page_index"":1,""viewing_time"":3367},{""page_index"":2,""viewing_time"":18184},{""page_index"":3,""viewing_time"":28513}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","172230","0.0-6.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","2628","","","","[{""page_index"":0,""viewing_time"":2627}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","187249","0.0-7.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","190830","0.0-8.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","3080","","","","[{""page_index"":0,""viewing_time"":3078}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","205847","0.0-9.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","257590","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","51240","","","","[{""page_index"":0,""viewing_time"":8032},{""page_index"":1,""viewing_time"":37208},{""page_index"":2,""viewing_time"":6000}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","260950","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","3356","","","","[{""page_index"":0,""viewing_time"":3356}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","261460","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","261973","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","265895","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","3909","u","learn","","","learn_trial","26.6667","110","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","266906","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","null","null","learn_feedback","","","learn_feedback","26.6667","110","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","266966","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","267482","0.0-12.0-0.1","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","267997","0.0-12.0-1.1","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","270277","0.0-12.0-2.1","2d_cat_multi_stim_exp1","2022-4-6","15:47:28","25","75","3","9","10","40","30","120","17","18","[""Other""]","No","Female","2063496","2269","i","learn","","","learn_trial","40","90","out","0","1","","","","","","","","","","","","","","","","","","","","",""
