"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","18","0.0-0.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","10473","0.0-1.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","10454","<p><b>WAIT!</b></p></p><p>Did you mean to start this experiment? Only Walker, Esther, and Sean are running participants on this experiment.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","2","45866","0.0-2.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","35378","","{""response"":""4""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","58520","0.0-3.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","4","117737","0.0-4.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","59210","consent.png","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","123136","0.0-5.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","5395","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","171799","0.0-6.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","48660","","","","[{""page_index"":0,""viewing_time"":3636},{""page_index"":1,""viewing_time"":2064},{""page_index"":2,""viewing_time"":19888},{""page_index"":3,""viewing_time"":23071}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","7","173567","0.0-7.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","1765","","","","[{""page_index"":0,""viewing_time"":1765}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","8","188587","0.0-8.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","9","191127","0.0-9.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","2039","","","","[{""page_index"":0,""viewing_time"":2039}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","10","206148","0.0-10.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","231664","0.0-11.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","25012","","","","[{""page_index"":0,""viewing_time"":5132},{""page_index"":1,""viewing_time"":14888},{""page_index"":2,""viewing_time"":4992}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","232870","0.0-12.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","1204","","","","[{""page_index"":0,""viewing_time"":1204}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","233384","0.0-13.0-0.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","233892","0.0-13.0-1.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","238672","0.0-13.0-2.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","4769","","u","learn","","learn_trial","20","90","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","239683","0.0-13.0-3.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","learn_feedback","","learn_feedback","20","90","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","239741","0.0-13.0-4.0","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","240253","0.0-13.0-0.1","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","240762","0.0-13.0-1.1","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","242920","0.0-13.0-2.1","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","2148","","i","learn","","learn_trial","23.3333","40","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","243430","0.0-13.0-3.1","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","learn_feedback","","learn_feedback","23.3333","40","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","243489","0.0-13.0-4.1","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","243998","0.0-13.0-0.2","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","244507","0.0-13.0-1.2","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","246216","0.0-13.0-2.2","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","1700","","u","learn","","learn_trial","36.6667","110","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","247224","0.0-13.0-3.2","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","learn_feedback","","learn_feedback","36.6667","110","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","247282","0.0-13.0-4.2","2d_cat_multi_stim_exp1","2022-3-28","11:25:54","25","75","3","9","10","40","30","120","4","20","[""White""]","No","Female","1831819","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
