"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","14","0.0-0.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","2894","0.0-1.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","2872","{""response"":""20""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","4870","0.0-2.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","62096","0.0-3.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","57216","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","68487","0.0-4.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","6386","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","125487","0.0-5.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","56994","","","","[{""page_index"":0,""viewing_time"":15555},{""page_index"":1,""viewing_time"":2135},{""page_index"":2,""viewing_time"":14425},{""page_index"":3,""viewing_time"":24879}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","129534","0.0-6.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","4042","","","","[{""page_index"":0,""viewing_time"":4041}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","144551","0.0-7.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","147814","0.0-8.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","2759","","","","[{""page_index"":0,""viewing_time"":2759}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","162831","0.0-9.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","206351","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","43018","","","","[{""page_index"":0,""viewing_time"":8361},{""page_index"":1,""viewing_time"":22457},{""page_index"":2,""viewing_time"":12200}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","208598","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","2245","","","","[{""page_index"":0,""viewing_time"":2245}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","209108","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","209620","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","211302","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","1671","i","learn","","","learn_trial","16.6667","90","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","211815","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","learn_feedback","","","learn_feedback","16.6667","90","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","211875","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","212388","0.0-12.0-0.1","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","212904","0.0-12.0-1.1","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","213886","0.0-12.0-2.1","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","973","u","learn","","","learn_trial","30","50","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","214896","0.0-12.0-3.1","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","learn_feedback","","","learn_feedback","30","50","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","214957","0.0-12.0-4.1","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","215465","0.0-12.0-0.2","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","215975","0.0-12.0-1.2","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","217159","0.0-12.0-2.2","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","1170","u","learn","","","learn_trial","23.3333","70","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","218168","0.0-12.0-3.2","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","learn_feedback","","","learn_feedback","23.3333","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","218228","0.0-12.0-4.2","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","218740","0.0-12.0-0.3","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","219252","0.0-12.0-1.3","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","221207","0.0-12.0-2.3","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","1945","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","221715","0.0-12.0-3.3","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","221777","0.0-12.0-4.3","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","222286","0.0-12.0-0.4","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","222799","0.0-12.0-1.4","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","223879","0.0-12.0-2.4","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","1069","i","learn","","","learn_trial","16.6667","110","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","224390","0.0-12.0-3.4","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","learn_feedback","","","learn_feedback","16.6667","110","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","224452","0.0-12.0-4.4","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","224960","0.0-12.0-0.5","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","225472","0.0-12.0-1.5","2d_cat_multi_stim_exp1","2022-4-7","15:0:0","25","75","3","9","10","40","30","120","20","18","[""White""]","No","Female","1802452","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
