"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","angle_c","radius_c","question_order"
"","","","","","canvas-keyboard-response","10","151867","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","200737","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","48368","","","","[{""page_index"":0,""viewing_time"":11273},{""page_index"":1,""viewing_time"":32711},{""page_index"":2,""viewing_time"":4384}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","201985","0.0-12.0","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","1247","","","","[{""page_index"":0,""viewing_time"":1247}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","202497","0.0-13.0-0.0","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","203010","0.0-13.0-1.0","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","209697","0.0-13.0-2.0","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","6678","","u","learn","","learn_trial","36.6667","40","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","210712","0.0-13.0-3.0","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","36.6667","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","210775","0.0-13.0-4.0","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","211285","0.0-13.0-0.1","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","211799","0.0-13.0-1.1","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","215673","0.0-13.0-2.1","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","3864","","i","learn","","learn_trial","30","30","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","216185","0.0-13.0-3.1","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","30","30","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","216244","0.0-13.0-4.1","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","216754","0.0-13.0-0.2","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","217267","0.0-13.0-1.2","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","218874","0.0-13.0-2.2","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","1599","","i","learn","","learn_trial","16.6667","40","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","219386","0.0-13.0-3.2","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","16.6667","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","219448","0.0-13.0-4.2","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","219957","0.0-13.0-0.3","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","220468","0.0-13.0-1.3","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","221458","0.0-13.0-2.3","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","980","","u","learn","","learn_trial","20","120","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","222469","0.0-13.0-3.3","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","20","120","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","222531","0.0-13.0-4.3","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","223040","0.0-13.0-0.4","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","223552","0.0-13.0-1.4","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","225891","0.0-13.0-2.4","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","2330","","i","learn","","learn_trial","13.3333","50","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","226399","0.0-13.0-3.4","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","13.3333","50","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","226459","0.0-13.0-4.4","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","226969","0.0-13.0-0.5","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","39","227479","0.0-13.0-1.5","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","40","228321","0.0-13.0-2.5","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","832","","i","learn","","learn_trial","25.9271","66.4405","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","41","229330","0.0-13.0-3.5","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","25.9271","66.4405","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","42","229391","0.0-13.0-4.5","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","43","229899","0.0-13.0-0.6","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","44","230411","0.0-13.0-1.6","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","45","231002","0.0-13.0-2.6","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","583","","u","learn","","learn_trial","27.5753","70.3839","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","46","231511","0.0-13.0-3.6","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","27.5753","70.3839","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","47","231572","0.0-13.0-4.6","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","48","232081","0.0-13.0-0.7","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","49","232591","0.0-13.0-1.7","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","50","233578","0.0-13.0-2.7","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","976","","i","learn","","learn_trial","36.6667","50","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","51","234086","0.0-13.0-3.7","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","36.6667","50","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","52","234150","0.0-13.0-4.7","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","53","234659","0.0-13.0-0.8","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","54","235174","0.0-13.0-1.8","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","55","236930","0.0-13.0-2.8","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","1749","","i","learn","","learn_trial","26.6667","50","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","56","237441","0.0-13.0-3.8","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","26.6667","50","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","57","237501","0.0-13.0-4.8","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","58","238011","0.0-13.0-0.9","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","59","238522","0.0-13.0-1.9","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","60","239513","0.0-13.0-2.9","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","981","","i","learn","","learn_trial","22.5729","69.7099","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","61","240522","0.0-13.0-3.9","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","22.5729","69.7099","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","62","240579","0.0-13.0-4.9","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","63","241087","0.0-13.0-0.10","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","64","241599","0.0-13.0-1.10","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","65","242419","0.0-13.0-2.10","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","809","","u","learn","","learn_trial","10","60","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","66","243428","0.0-13.0-3.10","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","10","60","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","67","243489","0.0-13.0-4.10","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","68","243998","0.0-13.0-0.11","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","69","244508","0.0-13.0-1.11","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","70","246497","0.0-13.0-2.11","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","1976","","i","learn","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","71","247507","0.0-13.0-3.11","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","72","247565","0.0-13.0-4.11","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","73","248077","0.0-13.0-0.12","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","74","248589","0.0-13.0-1.12","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","75","249489","0.0-13.0-2.12","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","891","","u","learn","","learn_trial","23.3333","50","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","76","250499","0.0-13.0-3.12","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","23.3333","50","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","77","250562","0.0-13.0-4.12","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","78","251071","0.0-13.0-0.13","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","79","251581","0.0-13.0-1.13","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","80","254370","0.0-13.0-2.13","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","2779","","u","learn","","learn_trial","40","110","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","81","255382","0.0-13.0-3.13","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","40","110","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","82","255442","0.0-13.0-4.13","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","83","255950","0.0-13.0-0.14","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","84","256463","0.0-13.0-1.14","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","85","258065","0.0-13.0-2.14","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","1597","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","86","258574","0.0-13.0-3.14","2d_cat_multi_stim_exp1","2022-4-4","12:18:51","25","75","3","9","10","40","30","120","9","21","[""Black or African-American""]","Yes","Male","2065105","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
