"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","angle_c","radius_c","question_order"
"true","false","[]","[]","[]","preload","0","23","0.0-0.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","1927","0.0-1.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","1897","{""response"":""73""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","5107","0.0-2.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","43148","0.0-3.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","38034","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","51243","0.0-4.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","8091","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","92347","0.0-5.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","41097","","","","[{""page_index"":0,""viewing_time"":5001},{""page_index"":1,""viewing_time"":2640},{""page_index"":0,""viewing_time"":1777},{""page_index"":1,""viewing_time"":1119},{""page_index"":2,""viewing_time"":9561},{""page_index"":3,""viewing_time"":12663},{""page_index"":2,""viewing_time"":903},{""page_index"":1,""viewing_time"":930},{""page_index"":2,""viewing_time"":822},{""page_index"":3,""viewing_time"":5681}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","95147","0.0-6.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","2795","","","","[{""page_index"":0,""viewing_time"":2795}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","110164","0.0-7.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","112043","0.0-8.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","1377","","","","[{""page_index"":0,""viewing_time"":1376}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","127059","0.0-9.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","175147","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","47586","","","","[{""page_index"":0,""viewing_time"":7490},{""page_index"":1,""viewing_time"":14343},{""page_index"":2,""viewing_time"":9201},{""page_index"":1,""viewing_time"":15617},{""page_index"":2,""viewing_time"":935}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","176147","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","999","","","","[{""page_index"":0,""viewing_time"":998}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","176656","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","177171","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","179225","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","2041","i","learn","","","learn_trial","30","40","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","179733","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","learn_feedback","","","learn_feedback","30","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","179795","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","180305","0.0-12.0-0.1","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","180817","0.0-12.0-1.1","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","181946","0.0-12.0-2.1","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","1116","u","learn","","","learn_trial","28","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","182458","0.0-12.0-3.1","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","learn_feedback","","","learn_feedback","28","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","182522","0.0-12.0-4.1","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","183031","0.0-12.0-0.2","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","183542","0.0-12.0-1.2","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","184803","0.0-12.0-2.2","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","1252","u","learn","","","learn_trial","27.2592","69.0786","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","185312","0.0-12.0-3.2","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","learn_feedback","","","learn_feedback","27.2592","69.0786","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","185377","0.0-12.0-4.2","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","185890","0.0-12.0-0.3","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","186400","0.0-12.0-1.3","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","187402","0.0-12.0-2.3","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","994","u","learn","","","learn_trial","27.8087","71.8376","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","187914","0.0-12.0-3.3","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","learn_feedback","","","learn_feedback","27.8087","71.8376","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","187978","0.0-12.0-4.3","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","188490","0.0-12.0-0.4","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","189002","0.0-12.0-1.4","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","190418","0.0-12.0-2.4","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","1405","u","learn","","","learn_trial","23.3333","70","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","191429","0.0-12.0-3.4","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","learn_feedback","","","learn_feedback","23.3333","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","191492","0.0-12.0-4.4","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","192003","0.0-12.0-0.5","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","192514","0.0-12.0-1.5","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","39","193371","0.0-12.0-2.5","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","846","u","learn","","","learn_trial","26.6667","90","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","40","194379","0.0-12.0-3.5","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","learn_feedback","","","learn_feedback","26.6667","90","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","41","194442","0.0-12.0-4.5","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","42","194951","0.0-12.0-0.6","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","43","195465","0.0-12.0-1.6","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","44","196250","0.0-12.0-2.6","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","776","i","learn","","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","45","197260","0.0-12.0-3.6","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","46","197323","0.0-12.0-4.6","2d_cat_multi_stim_exp1","2022-4-29","15:7:3","25","75","3","9","10","40","30","120","73","20","[""White""]","No","Male","1832472","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
