"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","24","0.0-0.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","2071","0.0-1.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","2027","{""response"":""44""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","4664","0.0-2.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","436650","0.0-3.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","431977","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","442992","0.0-4.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","6338","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","482688","0.0-5.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","39690","","","","[{""page_index"":0,""viewing_time"":5136},{""page_index"":1,""viewing_time"":3393},{""page_index"":2,""viewing_time"":18160},{""page_index"":3,""viewing_time"":13001}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","484608","0.0-6.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","1917","","","","[{""page_index"":0,""viewing_time"":1917}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","499624","0.0-7.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","502497","0.0-8.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","2371","","","","[{""page_index"":0,""viewing_time"":2371}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","517509","0.0-9.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","557464","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","39452","","","","[{""page_index"":0,""viewing_time"":7851},{""page_index"":1,""viewing_time"":25456},{""page_index"":2,""viewing_time"":6145}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","559318","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","1852","","","","[{""page_index"":0,""viewing_time"":1852}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","559828","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","560341","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","565767","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","5414","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","566280","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","566342","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-4-19","15:17:22","25","75","3","9","10","40","30","120","44","19","[""White""]","No","Male","2184075","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
