"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","angle_c","radius_c","question_order"
"","","","","","canvas-keyboard-response","1226","1121026","0.0-16.0-3.52","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1227","1121536","0.0-16.0-0.53","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","bca","28","75","30.25","75","kl","","","","","","","","","","","","22","75",""
"","","","","","canvas-keyboard-response","1228","1123277","0.0-16.0-1.53","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1278","","l","transfer","","transfer_trial","","","","a","1","bca","28","75","30.25","75","kl","attraction","trinary","ac","both","t","d","c","1","","","","22","75",""
"","","","","","canvas-keyboard-response","1229","1123790","0.0-16.0-2.53","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","a","1","bca","28","75","30.25","75","","attraction","trinary","ac","both","t","d","c","1","","","","22","75",""
"","","","","","canvas-keyboard-response","1230","1124106","0.0-16.0-3.53","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1231","1124615","0.0-16.0-0.54","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","25","66","25","84","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1232","1127253","0.0-16.0-1.54","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2173","","k","transfer","","transfer_trial","","","","a","1","ba","25","66","25","84","jk","attraction","binary","ab","both","t","c","","4","","","","null","null",""
"","","","","","canvas-keyboard-response","1233","1127763","0.0-16.0-2.54","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","a","1","ba","25","66","25","84","","attraction","binary","ab","both","t","c","","4","","","","null","null",""
"","","","","","canvas-keyboard-response","1234","1128077","0.0-16.0-3.54","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1235","1128589","0.0-16.0-0.55","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","abc","20","84","16","36","j","","","","","","","","","","","","18","86",""
"","","","","","canvas-keyboard-response","1236","1129965","0.0-16.0-1.55","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","912","","l","transfer","","transfer_trial","","","","c","0","abc","20","84","16","36","j","filler_sample","trinary","a","","","","","","in","out1","","18","86",""
"","","","","","canvas-keyboard-response","1237","1133975","0.0-16.0-2.55","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","c","0","abc","20","84","16","36","","filler_sample","trinary","a","","","","","","in","out1","","18","86",""
"","","","","","canvas-keyboard-response","1238","1134292","0.0-16.0-3.55","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1239","1134800","0.0-16.0-0.56","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","28","75","22","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1240","1137221","0.0-16.0-1.56","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1958","","k","transfer","","transfer_trial","","","","a","1","ba","28","75","22","75","jk","attraction","binary","ab","both","t","c","","1","","","","null","null",""
"","","","","","canvas-keyboard-response","1241","1137730","0.0-16.0-2.56","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","a","1","ba","28","75","22","75","","attraction","binary","ab","both","t","c","","1","","","","null","null",""
"","","","","","canvas-keyboard-response","1242","1138044","0.0-16.0-3.56","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1243","1138553","0.0-16.0-0.57","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","22","75","28","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1244","1140933","0.0-16.0-1.57","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1914","","k","transfer","","transfer_trial","","","","b","1","ab","22","75","28","75","jk","attraction","binary","ab","both","t","c","","2","","","","null","null",""
"","","","","","canvas-keyboard-response","1245","1141444","0.0-16.0-2.57","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","b","1","ab","22","75","28","75","","attraction","binary","ab","both","t","c","","2","","","","null","null",""
"","","","","","canvas-keyboard-response","1246","1141756","0.0-16.0-3.57","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1247","1142264","0.0-16.0-0.58","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","cba","24","74","35","48","l","","","","","","","","","","","","34","48",""
"","","","","","canvas-keyboard-response","1248","1144621","0.0-16.0-1.58","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1893","","l","transfer","","transfer_trial","","","","a","1","cba","24","74","35","48","l","filler_easy","trinary","a","","","","","","in","out1","out2","34","48",""
"","","","","","canvas-keyboard-response","1249","1145632","0.0-16.0-2.58","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","a","1","cba","24","74","35","48","","filler_easy","trinary","a","","","","","","in","out1","out2","34","48",""
"","","","","","canvas-keyboard-response","1250","1145943","0.0-16.0-3.58","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1251","1146458","0.0-16.0-0.59","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","25","74","34","103","j","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1252","1150494","0.0-16.0-1.59","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","3562","","k","transfer","","transfer_trial","","","","b","0","ab","25","74","34","103","j","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1253","1154505","0.0-16.0-2.59","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","b","0","ab","25","74","34","103","","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1254","1154819","0.0-16.0-3.59","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1255","1155328","0.0-16.0-0.60","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","24","75","34","49","k","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1256","1158197","0.0-16.0-1.60","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2403","","k","transfer","","transfer_trial","","","","a","1","ba","24","75","34","49","k","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1257","1159208","0.0-16.0-2.60","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","a","1","ba","24","75","34","49","","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1258","1159528","0.0-16.0-3.60","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1259","1160037","0.0-16.0-0.61","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","acb","19","59","30","58","j","","","","","","","","","","","","30","70",""
"","","","","","canvas-keyboard-response","1260","1163966","0.0-16.0-1.61","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","3465","","k","transfer","","transfer_trial","","","","c","0","acb","19","59","30","58","j","filler_sample","trinary","a","","","","","","in","out1","","30","70",""
"","","","","","canvas-keyboard-response","1261","1167978","0.0-16.0-2.61","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","c","0","acb","19","59","30","58","","filler_sample","trinary","a","","","","","","in","out1","","30","70",""
"","","","","","canvas-keyboard-response","1262","1168291","0.0-16.0-3.61","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1263","1168800","0.0-16.0-0.62","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","bac","28","75","30.25","75","kl","","","","","","","","","","","","22","75",""
"","","","","","canvas-keyboard-response","1264","1173463","0.0-16.0-1.62","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","4199","","l","transfer","","transfer_trial","","","","c","1","bac","28","75","30.25","75","kl","attraction","trinary","ac","both","t","d","c","1","","","","22","75",""
"","","","","","canvas-keyboard-response","1265","1173976","0.0-16.0-2.62","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","c","1","bac","28","75","30.25","75","","attraction","trinary","ac","both","t","d","c","1","","","","22","75",""
"","","","","","canvas-keyboard-response","1266","1174289","0.0-16.0-3.62","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1267","1174798","0.0-16.0-0.63","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","bac","25","75","15","76","k","","","","","","","","","","","","15","45",""
"","","","","","canvas-keyboard-response","1268","1178541","0.0-16.0-1.63","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","3277","","j","transfer","","transfer_trial","","","","b","0","bac","25","75","15","76","k","filler_sample","trinary","a","","","","","","in","out1","","15","45",""
"","","","","","canvas-keyboard-response","1269","1182554","0.0-16.0-2.63","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","b","0","bac","25","75","15","76","","filler_sample","trinary","a","","","","","","in","out1","","15","45",""
"","","","","","canvas-keyboard-response","1270","1182868","0.0-16.0-3.63","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1271","1183378","0.0-16.0-0.64","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","24","75","35","103","k","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1272","1185373","0.0-16.0-1.64","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1533","","k","transfer","","transfer_trial","","","","a","1","ba","24","75","35","103","k","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1273","1186386","0.0-16.0-2.64","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","a","1","ba","24","75","35","103","","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1274","1186698","0.0-16.0-3.64","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1275","1187210","0.0-16.0-0.65","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","25","76","17","102","k","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1276","1189725","0.0-16.0-1.65","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2047","","k","transfer","","transfer_trial","","","","a","1","ba","25","76","17","102","k","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1277","1190736","0.0-16.0-2.65","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","a","1","ba","25","76","17","102","","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1278","1191050","0.0-16.0-3.65","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1279","1191562","0.0-16.0-0.66","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","25","84","22","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1280","1194477","0.0-16.0-1.66","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2443","","k","transfer","","transfer_trial","","","","a","1","ba","25","84","22","75","jk","attraction","binary","ab","both","t","c","","4","","","","null","null",""
"","","","","","canvas-keyboard-response","1281","1194990","0.0-16.0-2.66","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","a","1","ba","25","84","22","75","","attraction","binary","ab","both","t","c","","4","","","","null","null",""
"","","","","","canvas-keyboard-response","1282","1195305","0.0-16.0-3.66","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1283","1195814","0.0-16.0-0.67","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","26","72","28","57","k","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1284","1198213","0.0-16.0-1.67","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1935","","j","transfer","","transfer_trial","","","","b","0","ba","26","72","28","57","k","filler_sample","binary","a","","","","","","in","out1","out2","null","null",""
"","","","","","canvas-keyboard-response","1285","1202224","0.0-16.0-2.67","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","b","0","ba","26","72","28","57","","filler_sample","binary","a","","","","","","in","out1","out2","null","null",""
"","","","","","canvas-keyboard-response","1286","1202537","0.0-16.0-3.67","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1287","1203046","0.0-16.0-0.68","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","22","75","25","84","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1288","1204533","0.0-16.0-1.68","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1022","","k","transfer","","transfer_trial","","","","b","1","ab","22","75","25","84","jk","attraction","binary","ab","both","t","c","","2","","","","null","null",""
"","","","","","canvas-keyboard-response","1289","1205045","0.0-16.0-2.68","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","b","1","ab","22","75","25","84","","attraction","binary","ab","both","t","c","","2","","","","null","null",""
"","","","","","canvas-keyboard-response","1290","1205366","0.0-16.0-3.68","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1291","1205879","0.0-16.0-0.69","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","25","66","28","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1292","1207277","0.0-16.0-1.69","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","932","","k","transfer","","transfer_trial","","","","b","1","ab","25","66","28","75","jk","attraction","binary","ab","both","t","c","","3","","","","null","null",""
"","","","","","canvas-keyboard-response","1293","1207792","0.0-16.0-2.69","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","b","1","ab","25","66","28","75","","attraction","binary","ab","both","t","c","","3","","","","null","null",""
"","","","","","canvas-keyboard-response","1294","1208112","0.0-16.0-3.69","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1295","1208624","0.0-16.0-0.70","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","25","84","25","66","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1296","1209885","0.0-16.0-1.70","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","793","","k","transfer","","transfer_trial","","","","a","1","ba","25","84","25","66","jk","attraction","binary","ab","both","t","c","","3","","","","null","null",""
"","","","","","canvas-keyboard-response","1297","1210397","0.0-16.0-2.70","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","a","1","ba","25","84","25","66","","attraction","binary","ab","both","t","c","","3","","","","null","null",""
"","","","","","canvas-keyboard-response","1298","1210715","0.0-16.0-3.70","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1299","1211224","0.0-16.0-0.71","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","acb","25","76","17","49","j","","","","","","","","","","","","34","47",""
"","","","","","canvas-keyboard-response","1300","1213285","0.0-16.0-1.71","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1601","","j","transfer","","transfer_trial","","","","a","1","acb","25","76","17","49","j","filler_easy","trinary","a","","","","","","in","out1","out2","34","47",""
"","","","","","canvas-keyboard-response","1301","1214300","0.0-16.0-2.71","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","a","1","acb","25","76","17","49","","filler_easy","trinary","a","","","","","","in","out1","out2","34","47",""
"","","","","","canvas-keyboard-response","1302","1214616","0.0-16.0-3.71","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1303","1215127","0.0-16.0-0.72","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","22","75","28","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1304","1217637","0.0-16.0-1.72","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2044","","j","transfer","","transfer_trial","","","","a","1","ab","22","75","28","75","jk","attraction","binary","ab","both","t","c","","2","","","","null","null",""
"","","","","","canvas-keyboard-response","1305","1218153","0.0-16.0-2.72","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","a","1","ab","22","75","28","75","","attraction","binary","ab","both","t","c","","2","","","","null","null",""
"","","","","","canvas-keyboard-response","1306","1218465","0.0-16.0-3.72","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1307","1218975","0.0-16.0-0.73","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","25","66","28","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1308","1221934","0.0-16.0-1.73","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2495","","j","transfer","","transfer_trial","","","","a","1","ab","25","66","28","75","jk","attraction","binary","ab","both","t","c","","3","","","","null","null",""
"","","","","","canvas-keyboard-response","1309","1222445","0.0-16.0-2.73","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","a","1","ab","25","66","28","75","","attraction","binary","ab","both","t","c","","3","","","","null","null",""
"","","","","","canvas-keyboard-response","1310","1222756","0.0-16.0-3.73","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1311","1223265","0.0-16.0-0.74","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","28","75","22","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1312","1225493","0.0-16.0-1.74","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1766","","k","transfer","","transfer_trial","","","","b","1","ab","28","75","22","75","jk","attraction","binary","ab","both","t","c","","1","","","","null","null",""
"","","","","","canvas-keyboard-response","1313","1226006","0.0-16.0-2.74","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","b","1","ab","28","75","22","75","","attraction","binary","ab","both","t","c","","1","","","","null","null",""
