"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","angle_c","radius_c","question_order"
"true","false","[]","[]","[]","preload","0","141","0.0-0.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","1703","0.0-1.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","1512","{""response"":""47""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","3421","0.0-2.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","1374444","0.0-3.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","1371017","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","1381284","0.0-4.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","6834","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","1440587","0.0-5.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","59299","","","","[{""page_index"":0,""viewing_time"":10091},{""page_index"":1,""viewing_time"":1873},{""page_index"":0,""viewing_time"":2480},{""page_index"":1,""viewing_time"":2639},{""page_index"":2,""viewing_time"":15992},{""page_index"":3,""viewing_time"":26224}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","1443267","0.0-6.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","2677","","","","[{""page_index"":0,""viewing_time"":2677}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","1458289","0.0-7.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","1460962","0.0-8.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","2174","","","","[{""page_index"":0,""viewing_time"":2173}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","1475983","0.0-9.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","1519243","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","42758","","","","[{""page_index"":0,""viewing_time"":11245},{""page_index"":1,""viewing_time"":23625},{""page_index"":2,""viewing_time"":7888}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","1521410","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","2166","","","","[{""page_index"":0,""viewing_time"":2165}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","1521922","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","1522434","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","1528000","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","5556","i","learn","","","learn_trial","20","110","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","1528512","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","learn_feedback","","","learn_feedback","20","110","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","1528573","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","1529085","0.0-12.0-0.1","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","1529595","0.0-12.0-1.1","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","1531776","0.0-12.0-2.1","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","2171","i","learn","","","learn_trial","40","80","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","1532288","0.0-12.0-3.1","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","learn_feedback","","","learn_feedback","40","80","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","1532346","0.0-12.0-4.1","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","1532856","0.0-12.0-0.2","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","1533365","0.0-12.0-1.2","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","1534888","0.0-12.0-2.2","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","1513","u","learn","","","learn_trial","26.4216","67.0746","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","1535400","0.0-12.0-3.2","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","learn_feedback","","","learn_feedback","26.4216","67.0746","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","1535459","0.0-12.0-4.2","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","1535968","0.0-12.0-0.3","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","1536478","0.0-12.0-1.3","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","1538648","0.0-12.0-2.3","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","2160","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","1539159","0.0-12.0-3.3","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","1539219","0.0-12.0-4.3","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","1539729","0.0-12.0-0.4","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","1540238","0.0-12.0-1.4","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","1541912","0.0-12.0-2.4","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","1664","u","learn","","","learn_trial","22.5729","80.2901","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","1542422","0.0-12.0-3.4","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","learn_feedback","","","learn_feedback","22.5729","80.2901","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","1542481","0.0-12.0-4.4","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","1542990","0.0-12.0-0.5","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","1543500","0.0-12.0-1.5","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","39","1546384","0.0-12.0-2.5","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","2875","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","40","1546893","0.0-12.0-3.5","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","41","1546953","0.0-12.0-4.5","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","42","1547461","0.0-12.0-0.6","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","43","1547971","0.0-12.0-1.6","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","44","1549496","0.0-12.0-2.6","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","1515","i","learn","","","learn_trial","13.3333","120","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","45","1550009","0.0-12.0-3.6","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","learn_feedback","","","learn_feedback","13.3333","120","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","46","1550069","0.0-12.0-4.6","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","47","1550577","0.0-12.0-0.7","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","48","1551087","0.0-12.0-1.7","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","49","1552735","0.0-12.0-2.7","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","1639","u","learn","","","learn_trial","23.3333","70","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","50","1553745","0.0-12.0-3.7","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","learn_feedback","","","learn_feedback","23.3333","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","51","1553805","0.0-12.0-4.7","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","52","1554314","0.0-12.0-0.8","2d_cat_multi_stim_exp1","2022-4-19","15:51:12","25","75","3","9","10","40","30","120","47","21","[""Black or African-American"",""White""]","No","Female","3638056","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
