"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","43","0.0-0.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","1973","0.0-1.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","1901","{""response"":""90""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","3767","0.0-2.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","137839","0.0-3.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","134065","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","140479","0.0-4.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","2636","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","178086","0.0-5.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","37603","","","","[{""page_index"":0,""viewing_time"":4795},{""page_index"":1,""viewing_time"":3368},{""page_index"":2,""viewing_time"":9736},{""page_index"":3,""viewing_time"":19703}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","180206","0.0-6.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","2117","","","","[{""page_index"":0,""viewing_time"":2117}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","195225","0.0-7.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","199989","0.0-8.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","4263","","","","[{""page_index"":0,""viewing_time"":4262}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","215012","0.0-9.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","245310","0.0-10.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","29797","","","","[{""page_index"":0,""viewing_time"":5725},{""page_index"":1,""viewing_time"":18112},{""page_index"":2,""viewing_time"":5959}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","246389","0.0-11.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","1077","","","","[{""page_index"":0,""viewing_time"":1077}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","246900","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","247409","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","249327","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","1907","u","learn","","","learn_trial","23.3333","60","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","250342","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","null","null","learn_feedback","","","learn_feedback","23.3333","60","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","250401","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","250910","0.0-12.0-0.1","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","251418","0.0-12.0-1.1","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","252687","0.0-12.0-2.1","2d_cat_multi_stim_exp1","2022-5-4","12:59:6","25","75","3","9","10","40","30","120","90","21","[""White""]","No","Male","1999796","1259","i","learn","","","learn_trial","16.6667","30","out","0","1","","","","","","","","","","","","","","","","","","","","",""
