"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","25","0.0-0.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","4533","0.0-1.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","4484","{""response"":""84""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","7615","0.0-2.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","649211","0.0-3.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","641589","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","655267","0.0-4.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","6051","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","715163","0.0-5.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","59892","","","","[{""page_index"":0,""viewing_time"":15900},{""page_index"":1,""viewing_time"":5062},{""page_index"":2,""viewing_time"":9666},{""page_index"":3,""viewing_time"":29264}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","718323","0.0-6.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","3158","","","","[{""page_index"":0,""viewing_time"":3158}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","733339","0.0-7.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","737691","0.0-8.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","3852","","","","[{""page_index"":0,""viewing_time"":3852}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","752706","0.0-9.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","783323","0.0-10.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","30114","","","","[{""page_index"":0,""viewing_time"":6602},{""page_index"":1,""viewing_time"":15512},{""page_index"":2,""viewing_time"":8000}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","786043","0.0-11.0","2d_cat_multi_stim_exp1","2022-5-3","16:23:33","25","75","3","9","10","40","30","120","84","21","[""White""]","No","Male","2398764","2716","","","","[{""page_index"":0,""viewing_time"":2716}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
