"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","23","0.0-0.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2469","0.0-1.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","2444","<p><b>WAIT!</b></p></p><p>Did you mean to start this experiment? Only Walker, Esther, and Sean are running participants on this experiment.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","2","5245","0.0-2.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","2770","","{""response"":""3""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","17021","0.0-3.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","4","22037","0.0-4.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","5006","consent.png","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","31022","0.0-5.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","8977","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","55614","0.0-6.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","24588","","","","[{""page_index"":0,""viewing_time"":4340},{""page_index"":1,""viewing_time"":1822},{""page_index"":2,""viewing_time"":7162},{""page_index"":3,""viewing_time"":11264}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","7","57286","0.0-7.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1668","","","","[{""page_index"":0,""viewing_time"":1668}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","8","72301","0.0-8.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","9","74012","0.0-9.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1207","","","","[{""page_index"":0,""viewing_time"":1207}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","10","89029","0.0-10.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","111966","0.0-11.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","22435","","","","[{""page_index"":0,""viewing_time"":5209},{""page_index"":1,""viewing_time"":13833},{""page_index"":2,""viewing_time"":3392}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","113102","0.0-12.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1135","","","","[{""page_index"":0,""viewing_time"":1134}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","113612","0.0-13.0-0.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","114123","0.0-13.0-1.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","117189","0.0-13.0-2.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","3057","","i","learn","","learn_trial","36.6667","50","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","117702","0.0-13.0-3.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","36.6667","50","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","117765","0.0-13.0-4.0","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","118274","0.0-13.0-0.1","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","118784","0.0-13.0-1.1","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","120277","0.0-13.0-2.1","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1480","","u","learn","","learn_trial","25.9271","83.5595","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","120788","0.0-13.0-3.1","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","25.9271","83.5595","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","120853","0.0-13.0-4.1","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","121361","0.0-13.0-0.2","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","121876","0.0-13.0-1.2","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","122877","0.0-13.0-2.2","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","994","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","123389","0.0-13.0-3.2","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","123449","0.0-13.0-4.2","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","123959","0.0-13.0-0.3","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","124469","0.0-13.0-1.3","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","125533","0.0-13.0-2.3","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1053","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","126042","0.0-13.0-3.3","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","126103","0.0-13.0-4.3","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","126611","0.0-13.0-0.4","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","127122","0.0-13.0-1.4","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","127749","0.0-13.0-2.4","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","619","","i","learn","","learn_trial","40","60","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","36","128258","0.0-13.0-3.4","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","40","60","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","37","128320","0.0-13.0-4.4","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","38","128830","0.0-13.0-0.5","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","39","129333","0.0-13.0-1.5","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","40","130700","0.0-13.0-2.5","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1358","","u","learn","","learn_trial","25.4027","83.9185","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","41","131210","0.0-13.0-3.5","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","25.4027","83.9185","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","42","131269","0.0-13.0-4.5","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","43","131777","0.0-13.0-0.6","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","44","132291","0.0-13.0-1.6","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","45","134444","0.0-13.0-2.6","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","2144","","u","learn","","learn_trial","20","80","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","46","135453","0.0-13.0-3.6","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","20","80","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","47","135513","0.0-13.0-4.6","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","48","136021","0.0-13.0-0.7","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","49","136526","0.0-13.0-1.7","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","50","140669","0.0-13.0-2.7","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","4135","","u","learn","","learn_trial","26.6667","120","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","51","141679","0.0-13.0-3.7","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","26.6667","120","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","52","141740","0.0-13.0-4.7","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","53","142247","0.0-13.0-0.8","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","54","142758","0.0-13.0-1.8","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","55","143637","0.0-13.0-2.8","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","871","","i","learn","","learn_trial","10","80","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","56","144148","0.0-13.0-3.8","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","10","80","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","57","144207","0.0-13.0-4.8","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","58","144716","0.0-13.0-0.9","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","59","145229","0.0-13.0-1.9","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","60","147382","0.0-13.0-2.9","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","2144","","u","learn","","learn_trial","20","40","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","61","148390","0.0-13.0-3.9","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","20","40","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","62","148450","0.0-13.0-4.9","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","63","148961","0.0-13.0-0.10","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","64","149474","0.0-13.0-1.10","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","65","151069","0.0-13.0-2.10","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1586","","i","learn","","learn_trial","33.3333","100","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","66","151579","0.0-13.0-3.10","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","33.3333","100","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","67","151639","0.0-13.0-4.10","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","68","152151","0.0-13.0-0.11","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","69","152657","0.0-13.0-1.11","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","70","154012","0.0-13.0-2.11","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1343","","i","learn","","learn_trial","26.8705","67.9635","in","0","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","71","155023","0.0-13.0-3.11","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","26.8705","67.9635","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","72","155085","0.0-13.0-4.11","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","73","155595","0.0-13.0-0.12","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","74","156108","0.0-13.0-1.12","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","75","157333","0.0-13.0-2.12","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1216","","i","learn","","learn_trial","40","100","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","76","157843","0.0-13.0-3.12","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","40","100","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","77","157903","0.0-13.0-4.12","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","78","158413","0.0-13.0-0.13","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","79","158924","0.0-13.0-1.13","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","80","160925","0.0-13.0-2.13","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1991","","i","learn","","learn_trial","10","50","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","81","161437","0.0-13.0-3.13","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","10","50","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","82","161498","0.0-13.0-4.13","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","83","162008","0.0-13.0-0.14","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","84","162521","0.0-13.0-1.14","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","85","164477","0.0-13.0-2.14","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","1947","","u","learn","","learn_trial","28","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","86","164988","0.0-13.0-3.14","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","28","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","87","165046","0.0-13.0-4.14","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","88","165556","0.0-13.0-0.15","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","89","166069","0.0-13.0-1.15","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","90","166700","0.0-13.0-2.15","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","623","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","91","167208","0.0-13.0-3.15","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","92","167269","0.0-13.0-4.15","2d_cat_multi_stim_exp1","2022-3-28","11:31:56","25","75","3","9","10","40","30","120","3","19","[""Asian""]","No","Female","1442291","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
