"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","17","0.0-0.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","2327","0.0-1.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","2294","{""response"":""49""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","4764","0.0-2.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","331538","0.0-3.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","326766","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","339402","0.0-4.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","7859","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","408164","0.0-5.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","68756","","","","[{""page_index"":0,""viewing_time"":8907},{""page_index"":1,""viewing_time"":3296},{""page_index"":0,""viewing_time"":2710},{""page_index"":1,""viewing_time"":3451},{""page_index"":2,""viewing_time"":11935},{""page_index"":3,""viewing_time"":38456}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","410530","0.0-6.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","2364","","","","[{""page_index"":0,""viewing_time"":2364}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","425546","0.0-7.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","427443","0.0-8.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","1395","","","","[{""page_index"":0,""viewing_time"":1395}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","442460","0.0-9.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","482548","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","39585","","","","[{""page_index"":0,""viewing_time"":10120},{""page_index"":1,""viewing_time"":21384},{""page_index"":2,""viewing_time"":8081}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","483676","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","1125","","","","[{""page_index"":0,""viewing_time"":1125}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","484185","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","484697","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","488963","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","4258","i","learn","","","learn_trial","16.6667","110","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","489475","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","learn_feedback","","","learn_feedback","16.6667","110","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","489532","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","490042","0.0-12.0-0.1","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","490551","0.0-12.0-1.1","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","491763","0.0-12.0-2.1","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","1201","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","492271","0.0-12.0-3.1","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","492334","0.0-12.0-4.1","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","492841","0.0-12.0-0.2","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","493353","0.0-12.0-1.2","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","494315","0.0-12.0-2.2","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","951","i","learn","","","learn_trial","33.3333","120","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","494825","0.0-12.0-3.2","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","learn_feedback","","","learn_feedback","33.3333","120","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","494885","0.0-12.0-4.2","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","495396","0.0-12.0-0.3","2d_cat_multi_stim_exp1","2022-4-20","11:19:38","25","75","3","9","10","40","30","120","49","21","[""Asian""]","No","Male","1858119","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
