"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"","","","","","canvas-keyboard-response","819","617331","0.0-13.0-1.161","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","820","617986","0.0-13.0-2.161","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","646","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","821","618494","0.0-13.0-3.161","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","822","618554","0.0-13.0-4.161","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","823","619062","0.0-13.0-0.162","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","824","619572","0.0-13.0-1.162","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","825","620250","0.0-13.0-2.162","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","669","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","826","620759","0.0-13.0-3.162","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","827","620818","0.0-13.0-4.162","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","828","621325","0.0-13.0-0.163","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","829","621835","0.0-13.0-1.163","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","830","622801","0.0-13.0-2.163","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","957","","i","learn","","learn_trial","23.3333","70","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","831","623311","0.0-13.0-3.163","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","23.3333","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","832","623369","0.0-13.0-4.163","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","833","623877","0.0-13.0-0.164","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","834","624387","0.0-13.0-1.164","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","835","624978","0.0-13.0-2.164","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","581","","i","learn","","learn_trial","20","80","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","836","625487","0.0-13.0-3.164","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","20","80","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","837","625546","0.0-13.0-4.164","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","838","626054","0.0-13.0-0.165","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","839","626564","0.0-13.0-1.165","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","840","627034","0.0-13.0-2.165","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","460","","i","learn","","learn_trial","25","75","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","841","628043","0.0-13.0-3.165","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","842","628102","0.0-13.0-4.165","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","843","628611","0.0-13.0-0.166","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","844","629122","0.0-13.0-1.166","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","845","629930","0.0-13.0-2.166","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","792","","i","learn","","learn_trial","16.6667","70","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","846","630441","0.0-13.0-3.166","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","16.6667","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","847","630500","0.0-13.0-4.166","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","848","631010","0.0-13.0-0.167","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","849","631522","0.0-13.0-1.167","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","850","632209","0.0-13.0-2.167","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","677","","u","learn","","learn_trial","13.3333","70","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","851","633220","0.0-13.0-3.167","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","13.3333","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","852","633279","0.0-13.0-4.167","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","853","633789","0.0-13.0-0.168","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","854","634299","0.0-13.0-1.168","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","855","634882","0.0-13.0-2.168","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","573","","i","learn","","learn_trial","30","90","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","856","635391","0.0-13.0-3.168","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","30","90","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","857","635450","0.0-13.0-4.168","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","858","635958","0.0-13.0-0.169","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","859","636468","0.0-13.0-1.169","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","860","637338","0.0-13.0-2.169","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","859","","i","learn","","learn_trial","16.6667","40","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","861","637848","0.0-13.0-3.169","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","16.6667","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","862","637907","0.0-13.0-4.169","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","863","638415","0.0-13.0-0.170","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","864","638924","0.0-13.0-1.170","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","865","639554","0.0-13.0-2.170","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","620","","i","learn","","learn_trial","20","40","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","866","640067","0.0-13.0-3.170","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","20","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","867","640125","0.0-13.0-4.170","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","868","640634","0.0-13.0-0.171","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","869","641144","0.0-13.0-1.171","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","870","641698","0.0-13.0-2.171","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","545","","i","learn","","learn_trial","16.6667","60","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","871","642207","0.0-13.0-3.171","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","16.6667","60","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","872","642266","0.0-13.0-4.171","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","873","642774","0.0-13.0-0.172","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","874","643283","0.0-13.0-1.172","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","875","644105","0.0-13.0-2.172","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","813","","i","learn","","learn_trial","30","70","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","876","644614","0.0-13.0-3.172","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","30","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","877","644674","0.0-13.0-4.172","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","878","645182","0.0-13.0-0.173","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","879","645691","0.0-13.0-1.173","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","880","646313","0.0-13.0-2.173","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","612","","i","learn","","learn_trial","20.7574","62.2721","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","881","647326","0.0-13.0-3.173","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","20.7574","62.2721","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","882","647385","0.0-13.0-4.173","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","883","647893","0.0-13.0-0.174","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","884","648402","0.0-13.0-1.174","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","885","649258","0.0-13.0-2.174","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","847","","i","learn","","learn_trial","26.6667","100","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","886","649768","0.0-13.0-3.174","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","26.6667","100","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","887","649826","0.0-13.0-4.174","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","888","650335","0.0-13.0-0.175","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","889","650844","0.0-13.0-1.175","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","890","651594","0.0-13.0-2.175","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","739","","i","learn","","learn_trial","33.3333","70","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","891","652103","0.0-13.0-3.175","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","33.3333","70","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","892","652162","0.0-13.0-4.175","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","893","652670","0.0-13.0-0.176","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","894","653179","0.0-13.0-1.176","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","895","653809","0.0-13.0-2.176","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","621","","i","learn","","learn_trial","23.3333","120","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","896","654319","0.0-13.0-3.176","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","23.3333","120","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","897","654377","0.0-13.0-4.176","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","898","654887","0.0-13.0-0.177","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","899","655396","0.0-13.0-1.177","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","900","656105","0.0-13.0-2.177","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","701","","i","learn","","learn_trial","30","50","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","901","656614","0.0-13.0-3.177","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","30","50","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","902","656673","0.0-13.0-4.177","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","903","657181","0.0-13.0-0.178","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","904","657690","0.0-13.0-1.178","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","905","658218","0.0-13.0-2.178","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","519","","i","learn","","learn_trial","16.6667","90","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","906","658727","0.0-13.0-3.178","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","16.6667","90","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","907","658786","0.0-13.0-4.178","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","908","659296","0.0-13.0-0.179","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","909","659805","0.0-13.0-1.179","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","910","660329","0.0-13.0-2.179","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","516","","i","learn","","learn_trial","26.4216","82.9254","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","911","661338","0.0-13.0-3.179","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","learn_feedback","","learn_feedback","26.4216","82.9254","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","912","661400","0.0-13.0-4.179","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","913","661908","0.0-13.0-0.180","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","914","662418","0.0-13.0-1.180","2d_cat_multi_stim_exp1","2022-4-1","13:57:46","25","75","3","9","10","40","30","120","6","21","[""White""]","No","Female","1629464","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
