"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","22","0.0-0.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","4161","0.0-1.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","4124","{""response"":""40""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","7212","0.0-2.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","76108","0.0-3.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","68890","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","83890","0.0-4.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","7779","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","159105","0.0-5.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","75210","","","","[{""page_index"":0,""viewing_time"":19195},{""page_index"":1,""viewing_time"":3303},{""page_index"":2,""viewing_time"":28448},{""page_index"":3,""viewing_time"":24264}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","161529","0.0-6.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","2421","","","","[{""page_index"":0,""viewing_time"":2420}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","176550","0.0-7.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","180313","0.0-8.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","3263","","","","[{""page_index"":0,""viewing_time"":3262}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","195332","0.0-9.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","257953","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","62120","","","","[{""page_index"":0,""viewing_time"":9057},{""page_index"":1,""viewing_time"":43558},{""page_index"":2,""viewing_time"":9505}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","260272","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","2318","","","","[{""page_index"":0,""viewing_time"":2318}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","260785","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","13","261294","0.0-12.0-1.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","14","263722","0.0-12.0-2.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","2417","i","learn","","","learn_trial","33.3333","40","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","15","264237","0.0-12.0-3.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","learn_feedback","","","learn_feedback","33.3333","40","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","16","264296","0.0-12.0-4.0","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","17","264804","0.0-12.0-0.1","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","18","265313","0.0-12.0-1.1","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","19","267705","0.0-12.0-2.1","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","2383","i","learn","","","learn_trial","16.6667","100","out","0","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","20","268214","0.0-12.0-3.1","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","learn_feedback","","","learn_feedback","16.6667","100","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","21","268273","0.0-12.0-4.1","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","22","268781","0.0-12.0-0.2","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","23","269290","0.0-12.0-1.2","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","24","270409","0.0-12.0-2.2","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","1111","u","learn","","","learn_trial","30","60","out","1","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","25","271420","0.0-12.0-3.2","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","learn_feedback","","","learn_feedback","30","60","out","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","26","271478","0.0-12.0-4.2","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","27","271987","0.0-12.0-0.3","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","28","272495","0.0-12.0-1.3","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","29","274899","0.0-12.0-2.3","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","2393","i","learn","","","learn_trial","22.1081","72.6057","in","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","30","275910","0.0-12.0-3.3","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","learn_feedback","","","learn_feedback","22.1081","72.6057","in","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","31","275969","0.0-12.0-4.3","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","32","276479","0.0-12.0-0.4","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","33","276988","0.0-12.0-1.4","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","34","279554","0.0-12.0-2.4","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","2559","u","learn","","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","35","280064","0.0-12.0-3.4","2d_cat_multi_stim_exp1","2022-4-15","14:3:2","25","75","3","9","10","40","30","120","40","19","[""Prefer not to say""]","No","Female","1841644","null","null","learn_feedback","","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","","",""
