thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,participant,computer_number,date,expName,psychopyVersion,expStart,
,,0.01618671417236328,0.04715871810913086,0.04715871810913086,0.04715871810913086,0.01621699333190918,54.29270601272583,0,,,1,[54.24396228790283],[54.24398350715637],,,,,,,
