thisN,thisTrialN,thisRepN,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,demo_loop.thisRepN,demo_loop.thisTrialN,demo_loop.thisN,demo_loop.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_setup.started,exp_setup.stopped,exp_condition,instructions1.started,instr1_1.started,instr_1_2.started,instr1_line1.started,instr1_line2.started,instr_1_3.started,instr_cont1.started,instructions1.stopped,instructions_loop.instr_cont1.keys,instructions_loop.instr_cont1.rt,instructions_loop.instr_cont1.duration,instructions2.started,instr2_1.started,instr2_2.started,instr2_3.started,instr2_4.started,instr_cont2.started,instructions2.stopped,instructions_loop.instr_cont2.keys,instructions_loop.instr_cont2.rt,instructions_loop.instr_cont2.duration,instructions3.started,instr3_1.started,instr3_2.started,instr3_3.started,instr3_4.started,fixation_cross.started,fixation_cross.stopped,instr_cont3.started,instructions3.stopped,instructions_loop.instr_cont3.keys,instructions_loop.instr_cont3.rt,instructions_loop.instr_cont3.duration,instructions4.started,instr4_1.started,instr4_2.started,instr4_3.started,instr4_4.started,instr_cont4.started,instructions4.stopped,instructions_loop.instr_cont4.keys,instructions_loop.instr_cont4.rt,instructions_loop.instr_cont4.duration,instructions5.started,instr5_1.started,instr5_2.started,instr5_3.started,instr_cont5.started,instructions5.stopped,instructions_loop.instr_cont5.keys,instructions_loop.instr_cont5.rt,instructions_loop.instr_cont5.duration,instructions6.started,instr6_1.started,instr6_2.started,instr6_3.started,instr_cont6.started,instructions6.stopped,instructions_loop.instr_cont6.keys,instructions_loop.instr_cont6.rt,instructions_loop.instr_cont6.duration,read_in_demo_vals.started,read_in_demo_vals.stopped,learn_demo_in.started,learn_demo_in.stopped,learn_start.started,learn_start_text.started,learn_start_reps.started,learn_start.stopped,demo_loop.learn_start_reps.keys,demo_loop.learn_start_reps.rt,demo_loop.learn_start_reps.duration,participant,computer_number,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.014072656631469727,0.036622047424316406,0.036622047424316406,0.036622047424316406,0.014094829559326172,6.755440950393677,1,[6.716360330581665],[6.716382265090942],0,,,[np.float64(-85.0)],[np.float64(-514.0)],[1],[0],[0],[6.7408857345581055],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,6,2025-04-04_11h06.49.984,line_categorization_exp_updated,2024.2.5,58.733471030981974,2025-04-04 11h07.01.206338 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.755960702896118,6.756123065948486,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,6,2025-04-04_11h06.49.984,line_categorization_exp_updated,2024.2.5,58.733471030981974,2025-04-04 11h07.01.206338 -0400,
0,0,0,0,0,0,0,,,,,6.787872552871704,,,,,,,,,,,,,,,,,,,,,,,,6.756864070892334,6.787872552871704,6.787872552871704,6.787872552871704,6.787872552871704,6.787872552871704,9.757460594177246,11.611631870269775,space,1.8339776992797852,None,11.611770629882812,11.639118671417236,11.639118671417236,11.639118671417236,11.639118671417236,14.626381158828735,15.243218421936035,space,0.6065008640289307,None,15.24326467514038,15.2600736618042,15.2600736618042,15.2600736618042,15.2600736618042,15.2600736618042,15.759615898132324,18.24458122253418,18.32793664932251,space,0.06710553169250488,None,18.328118801116943,18.352006673812866,18.352006673812866,18.352006673812866,18.352006673812866,21.329171895980835,21.429078102111816,space,0.08626317977905273,None,21.429224967956543,21.45175838470459,21.45175838470459,21.45175838470459,24.443835496902466,24.528620958328247,space,0.06756734848022461,None,24.528769731521606,24.54889178276062,24.54889178276062,24.54889178276062,27.530770778656006,27.662955284118652,space,0.11665821075439453,None,27.690962314605713,27.69118905067444,,,,,,,,,,65,6,2025-04-04_11h06.49.984,line_categorization_exp_updated,2024.2.5,58.733471030981974,2025-04-04 11h07.01.206338 -0400,
0,0,0,,,,,0,0,0,0,27.84687113761902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.97213077545166,87.97228956222534,87.97231078147888,87.9879207611084,88.48188972473145,90.18565607070923,space,1.6941473484039307,None,,,,,,,,
