thisN,thisTrialN,thisRepN,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,demo_loop.thisRepN,demo_loop.thisTrialN,demo_loop.thisN,demo_loop.thisIndex,thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,exp_setup.started,exp_setup.stopped,exp_condition,instructions1.started,instr1_1.started,instr_1_2.started,instr1_line1.started,instr1_line2.started,instr_1_3.started,instr_cont1.started,instructions1.stopped,instructions_loop.instr_cont1.keys,instructions_loop.instr_cont1.rt,instructions_loop.instr_cont1.duration,instructions2.started,instr2_1.started,instr2_2.started,instr2_3.started,instr2_4.started,instr_cont2.started,instructions2.stopped,instructions_loop.instr_cont2.keys,instructions_loop.instr_cont2.rt,instructions_loop.instr_cont2.duration,instructions3.started,instr3_1.started,instr3_2.started,instr3_3.started,instr3_4.started,fixation_cross.started,fixation_cross.stopped,instr_cont3.started,instructions3.stopped,instructions_loop.instr_cont3.keys,instructions_loop.instr_cont3.rt,instructions_loop.instr_cont3.duration,instructions4.started,instr4_1.started,instr4_2.started,instr4_3.started,instr4_4.started,instr_cont4.started,instructions4.stopped,instructions_loop.instr_cont4.keys,instructions_loop.instr_cont4.rt,instructions_loop.instr_cont4.duration,instructions5.started,instr5_1.started,instr5_2.started,instr5_3.started,instr_cont5.started,instructions5.stopped,instructions_loop.instr_cont5.keys,instructions_loop.instr_cont5.rt,instructions_loop.instr_cont5.duration,instructions6.started,instr6_1.started,instr6_2.started,instr6_3.started,instr_cont6.started,instructions6.stopped,instructions_loop.instr_cont6.keys,instructions_loop.instr_cont6.rt,instructions_loop.instr_cont6.duration,read_in_demo_vals.started,read_in_demo_vals.stopped,learn_demo_in.started,learn_demo_in.stopped,learn_start.started,learn_start_text.started,learn_start_reps.started,learn_start.stopped,demo_loop.learn_start_reps.keys,demo_loop.learn_start_reps.rt,demo_loop.learn_start_reps.duration,participant,computer_number,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.013951301574707031,0.03630638122558594,0.03630638122558594,0.03630638122558594,0.013972759246826172,20.866779804229736,1,[20.828036308288574],[20.828057289123535],0,,,[np.float64(-74.0)],[np.float64(-508.0)],[1],[0],[0],[20.852344274520874],['agree_button'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2025-03-26_11h03.24.644,line_categorization_exp_updated,2024.2.5,58.245808938708855,2025-03-26 11h03.31.547549 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.867311477661133,20.86745309829712,centered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2025-03-26_11h03.24.644,line_categorization_exp_updated,2024.2.5,58.245808938708855,2025-03-26 11h03.31.547549 -0400,
0,0,0,0,0,0,0,,,,,20.919546127319336,,,,,,,,,,,,,,,,,,,,,,,,20.868191957473755,20.919546127319336,20.919546127319336,20.919546127319336,20.919546127319336,20.919546127319336,23.875123739242554,33.26242017745972,space,9.370511531829834,None,33.26256537437439,33.28535032272339,33.28535032272339,33.28535032272339,33.28535032272339,36.26268935203552,44.1827917098999,space,7.918796539306641,None,44.182963132858276,44.20965552330017,44.20965552330017,44.20965552330017,44.20965552330017,44.20965552330017,44.71796488761902,47.2003071308136,60.88841223716736,space,13.685131311416626,None,60.88856053352356,60.911548137664795,60.911548137664795,60.911548137664795,60.911548137664795,63.88814973831177,71.54014444351196,space,7.637310743331909,None,71.54029703140259,71.56024742126465,71.56024742126465,71.56024742126465,74.54191470146179,78.24152183532715,space,3.695950746536255,None,78.24158120155334,78.26433324813843,78.26433324813843,78.26433324813843,81.2441475391388,84.67934918403625,space,3.425321578979492,None,84.7155818939209,84.7157814502716,,,,,,,,,,9,6,2025-03-26_11h03.24.644,line_categorization_exp_updated,2024.2.5,58.245808938708855,2025-03-26 11h03.31.547549 -0400,
0,0,0,,,,,0,0,0,0,84.86971044540405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.99846053123474,144.99885630607605,144.99893450737,145.01768970489502,145.51570081710815,146.7337827682495,space,1.2101829051971436,None,,,,,,,,
