thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,participant,computer_number,date,expName,psychopyVersion,frameRate,expStart,
,,0.0307161808013916,0.08906888961791992,0.08906888961791992,0.08906888961791992,0.030738115310668945,33.260124921798706,0,,,1,[33.169479846954346],[33.16950559616089],,,,,,,,
