thisRow.t,notes,consent.started,agree_button.started,decline_button.started,consent_img.started,mouse.started,consent.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,participant,computer_number,date,expName,psychopyVersion,frameRate,expStart,
,,0.014574527740478516,0.040335655212402344,0.040335655212402344,0.040335655212402344,0.014609336853027344,10.355055332183838,0,,,1,[10.313908815383911],[10.313919305801392],,,,,,,,
