success,screen_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_name,date,sub_n,rt,response,url,timeout,failed_images,failed_audio,failed_video,view_history,stim,stim_vals,line_lens_order,stim_vals_order_psy,choices,stim_names,corr_ans,give_fb,in_cat,key_choice,choice,choice_psy,correct,fb_in_cat,line_1_in_order,line_2_in_order,line_3_in_order,psy_1_in_order,psy_2_in_order,psy_3_in_order,line_length,exp_trial_type,jnds,dens,distribution,correct_1_psy,correct_2_psy,correct_1_phy,transfer_trial_type,trial_choice_set,difficulty,target_side,competitor_side,tc_correct,side_correct,stim_1_psy,stim_2_psy,stim_3_psy,stim_1_phy,stim_2_phy,stim_3_phy,target_phy,competitor_phy,decoy_phy,target_psy,competitor_psy,decoy_psy,attr_choice,question_order,stimulus
TRUE,enter-fullscreen-mode,fullscreen,0,3314,0.0-0.0,line_cat_multi_stim_2,20211206,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,enter-sub-number,survey-html-form,1,6058,0.0-1.0,line_cat_multi_stim_2,20211206,302,2728,"{""response"":""187""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,external-html,2,46114,0.0-2.0,line_cat_multi_stim_2,20211206,302,40030,,consent.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,preload,3,46154,0.0-3.0-0.0,line_cat_multi_stim_2,20211206,302,,,,FALSE,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,instructions,instructions,4,143234,0.0-3.0-1.0,line_cat_multi_stim_2,20211206,302,97076,,,,,,,"[{""page_index"":0,""viewing_time"":2188},{""page_index"":1,""viewing_time"":9456},{""page_index"":2,""viewing_time"":20968},{""page_index"":3,""viewing_time"":42680},{""page_index"":4,""viewing_time"":11536},{""page_index"":5,""viewing_time"":2904},{""page_index"":6,""viewing_time"":7344}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,demo-lines,draw-demo-lines,5,203254,0.0-3.0-2.0,line_cat_multi_stim_2,20211206,302,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,click-to-begin-the-experiment,instructions,6,206680,0.0-3.0-3.0,line_cat_multi_stim_2,20211206,302,3424,,,,,,,"[{""page_index"":0,""viewing_time"":3424}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,learn_trial,categorize-lines-2,7,214128,0.0-4.0-0.0,line_cat_multi_stim_2,20211206,302,3406,,,,,,,,,[190.3246],[190.3246],"[4.879994676771028,null,null]","[""u"",""i""]","[""""]",null,TRUE,out,u,YES,NA,0,out,190.3246,,,4.879994677,NaN,NaN,190.3246,learning,4.88,0.0032,out,,,,,,,,,,,,,,,,,,,,,,,,,
,learn_trial,categorize-lines-2,8,218124,0.0-4.0-0.1,line_cat_multi_stim_2,20211206,302,1956,,,,,,,,,[391.0651],[391.0651],"[19.63999844038646,null,null]","[""u"",""i""]","[""""]",null,TRUE,in,u,YES,NA,1,in,391.0651,,,19.63999844,NaN,NaN,391.0651,learning,19.64,0.0444,in,,,,,,,,,,,,,,,,,,,,,,,,,
,learn_trial,categorize-lines-2,9,223874,0.0-4.0-0.2,line_cat_multi_stim_2,20211206,302,1716,,,,,,,,,[370.2688],[370.2688],"[18.520001923482997,null,null]","[""u"",""i""]","[""""]",null,TRUE,in,i,NO,NA,0,in,370.2688,,,18.52000192,NaN,NaN,370.2688,learning,18.52,0.0444,in,,,,,,,,,,,,,,,,,,,,,,,,,
