date,sub_n,trial_type,trial_num,line_len,distribution,jnds,key_choice,yn_choice,correct,rt
20211004,112,learn,60,186.3733,out,4.45,i,NO,TRUE,762
20211004,112,learn,61,316.5916,out,15.31,u,YES,FALSE,970
20211004,112,learn,62,302.2523,out,14.36,i,NO,TRUE,2086
20211004,112,learn,63,246.0089,in,10.14,u,YES,TRUE,1194
20211004,112,learn,64,254.3077,in,10.82,u,YES,TRUE,1222
20211004,112,learn,65,395.4783,out,19.87,i,NO,TRUE,1200
20211004,112,learn,66,243.7389,in,9.95,u,YES,TRUE,966
20211004,112,learn,67,215.1197,in,7.39,u,YES,TRUE,792
20211004,112,learn,68,257.4286,out,11.07,u,YES,FALSE,2442
20211004,112,learn,69,414.0384,out,20.81,i,NO,TRUE,954
20211004,112,learn,70,380.8964,out,19.1,u,YES,FALSE,1248
20211004,112,learn,71,258.8139,in,11.18,u,YES,TRUE,872
20211004,112,learn,72,242.9078,in,9.88,u,YES,TRUE,916
20211004,112,learn,73,260.715,in,11.33,u,YES,TRUE,768
20211004,112,learn,74,157.3464,out,0.98,i,NO,TRUE,898
20211004,112,learn,75,193.6971,in,5.24,i,NO,FALSE,710
20211004,112,learn,76,391.0651,out,19.64,u,YES,FALSE,1324
20211004,112,learn,77,240.0801,out,9.64,u,YES,FALSE,1210
20211004,112,learn,78,199.354,out,5.83,u,YES,FALSE,1426
20211004,112,learn,79,179.6767,out,3.7,u,YES,FALSE,662
20211004,112,learn,80,233.9515,in,9.11,u,YES,TRUE,788
20211004,112,learn,81,271.7546,in,12.18,u,YES,TRUE,876
20211004,112,learn,82,302.5474,in,14.38,u,YES,TRUE,694
20211004,112,learn,83,189.3983,in,4.78,u,YES,TRUE,1104
20211004,112,learn,84,219.6805,in,7.82,u,YES,TRUE,786
20211004,112,learn,85,228.4247,out,8.62,u,YES,FALSE,534
20211004,112,learn,86,186.2824,in,4.44,i,NO,FALSE,712
20211004,112,learn,87,249.3927,out,10.42,u,YES,FALSE,1146
20211004,112,learn,88,287.8593,in,13.36,u,YES,TRUE,2204
20211004,112,learn,89,176.8932,out,3.38,u,YES,FALSE,5268
20211004,112,learn,90,197.4181,in,5.63,i,NO,FALSE,1522
20211004,112,learn,91,297.2797,in,14.02,u,YES,TRUE,800
20211004,112,learn,92,270.9602,in,12.12,u,YES,TRUE,842
20211004,112,learn,93,172.2094,out,2.83,i,NO,TRUE,838
20211004,112,learn,94,251.8382,in,10.62,u,YES,TRUE,714
20211004,112,learn,95,204.8759,out,6.39,i,NO,TRUE,798
20211004,112,learn,96,262.5019,in,11.47,u,YES,TRUE,574
20211004,112,learn,97,338.8071,out,16.7,u,YES,FALSE,1852
20211004,112,learn,98,213.0308,in,7.19,u,YES,TRUE,1206
20211004,112,learn,99,160.4473,out,1.38,i,NO,TRUE,716
20211004,112,learn,100,170.787,out,2.66,i,NO,TRUE,634
20211004,112,learn,101,367.2103,out,18.35,u,YES,FALSE,1510
20211004,112,learn,102,233.8373,in,9.1,u,YES,TRUE,636
20211004,112,learn,103,241.7256,in,9.78,u,YES,TRUE,648
20211004,112,learn,104,217.0172,out,7.57,u,YES,FALSE,506
20211004,112,learn,105,204.9759,in,6.4,u,YES,TRUE,936
20211004,112,learn,106,242.9078,in,9.88,u,YES,TRUE,2190
20211004,112,learn,107,170.5372,in,2.63,i,NO,FALSE,564
20211004,112,learn,108,354.016,in,17.6,i,NO,FALSE,2180
20211004,112,learn,109,196.2656,in,5.51,u,YES,TRUE,1046
20211004,112,learn,110,219.1453,in,7.77,u,YES,TRUE,870
20211004,112,learn,111,260.5878,in,11.32,u,YES,TRUE,1174
20211004,112,learn,112,268.8532,in,11.96,u,YES,TRUE,872
20211004,112,learn,113,223.5732,in,8.18,u,YES,TRUE,956
20211004,112,learn,114,372.443,in,18.64,i,NO,FALSE,834
20211004,112,learn,115,351.4346,in,17.45,u,YES,TRUE,1522
20211004,112,learn,116,343.8027,out,17,u,YES,FALSE,588
20211004,112,learn,117,150.8808,out,0.12,i,NO,TRUE,688
20211004,112,learn,118,280.511,in,12.83,u,YES,TRUE,1978
20211004,112,learn,119,183.2177,out,4.1,i,NO,TRUE,910
20211004,112,learn,120,228.6477,in,8.64,u,YES,TRUE,682
20211004,112,learn,121,325.361,out,15.87,i,NO,TRUE,1480
20211004,112,learn,122,383.8815,out,19.26,i,NO,TRUE,1372
20211004,112,learn,123,225.3253,in,8.34,u,YES,TRUE,906
20211004,112,learn,124,260.715,in,11.33,u,YES,TRUE,1824
20211004,112,learn,125,315.0507,in,15.21,i,NO,FALSE,1072
20211004,112,learn,126,204.3767,out,6.34,u,YES,FALSE,568
20211004,112,learn,127,426.7543,out,21.43,u,YES,FALSE,1542
20211004,112,learn,128,286.8779,in,13.29,u,YES,TRUE,806
20211004,112,learn,129,215.1197,in,7.39,u,YES,TRUE,848
20211004,112,learn,130,286.1789,in,13.24,u,YES,TRUE,2574
20211004,112,learn,131,258.5615,in,11.16,u,YES,TRUE,1360
20211004,112,learn,132,318.7615,out,15.45,i,NO,TRUE,3050
20211004,112,learn,133,266.7626,out,11.8,u,YES,FALSE,1064
20211004,112,learn,134,217.0172,out,7.57,u,YES,FALSE,1642
20211004,112,learn,135,173.1362,out,2.94,i,NO,TRUE,1164
20211004,112,learn,136,226.0962,in,8.41,u,YES,TRUE,684
20211004,112,learn,137,356.0948,in,17.72,u,YES,TRUE,2270
20211004,112,learn,138,235.3252,out,9.23,u,YES,FALSE,732
20211004,112,learn,139,292.2463,in,13.67,u,YES,TRUE,1178
20211004,112,learn,140,282.5715,out,12.98,u,YES,FALSE,1064
20211004,112,learn,141,340.7966,out,16.82,i,NO,TRUE,1588
20211004,112,learn,142,304.3239,in,14.5,i,NO,FALSE,2578
20211004,112,learn,143,338.1466,out,16.66,i,NO,TRUE,1158
20211004,112,learn,144,289.5496,in,13.48,u,YES,TRUE,772
20211004,112,learn,145,212.3044,in,7.12,u,YES,TRUE,962
20211004,112,learn,146,158.6569,out,1.15,i,NO,TRUE,922
20211004,112,learn,147,242.5526,in,9.85,u,YES,TRUE,654
20211004,112,learn,148,259.5727,in,11.24,u,YES,TRUE,1136
20211004,112,learn,149,234.4085,out,9.15,u,YES,FALSE,684
20211004,112,learn,150,215.6451,out,7.44,u,YES,FALSE,1022
20211004,112,learn,151,433.4695,out,21.75,i,NO,TRUE,966
20211004,112,learn,152,255.801,out,10.94,u,YES,FALSE,684
20211004,112,learn,153,378.8576,out,18.99,u,YES,FALSE,1006
20211004,112,learn,154,273.0837,out,12.28,i,NO,TRUE,1122
20211004,112,learn,155,306.8586,in,14.67,u,YES,TRUE,726
20211004,112,learn,156,268.0673,out,11.9,u,YES,FALSE,948
20211004,112,learn,157,324.5682,in,15.82,u,YES,TRUE,1782
20211004,112,learn,158,316.4372,in,15.3,u,YES,TRUE,2562
20211004,112,learn,159,189.4907,out,4.79,i,NO,TRUE,962
20211004,112,learn,160,328.3911,out,16.06,u,YES,FALSE,1582
20211004,112,learn,161,302.3998,out,14.37,u,YES,FALSE,1012
20211004,112,learn,162,214.9099,out,7.37,u,YES,FALSE,692
20211004,112,learn,163,272.5513,out,12.24,i,NO,TRUE,454
20211004,112,learn,164,179.0641,in,3.63,i,NO,FALSE,1858
20211004,112,learn,165,290.1153,in,13.52,u,YES,TRUE,752
20211004,112,learn,166,244.931,out,10.05,u,YES,FALSE,1706
20211004,112,learn,167,294.3929,in,13.82,u,YES,TRUE,970
20211004,112,learn,168,304.621,out,14.52,u,YES,FALSE,1196
20211004,112,learn,169,237.6328,in,9.43,i,NO,FALSE,534
20211004,112,learn,170,261.0969,out,11.36,u,YES,FALSE,1192
20211004,112,learn,171,381.2683,out,19.12,i,NO,TRUE,1530
20211004,112,learn,172,219.6805,in,7.82,u,YES,TRUE,900
20211004,112,learn,173,242.6709,in,9.86,u,YES,TRUE,1820
20211004,112,learn,174,315.3583,out,15.23,u,YES,FALSE,2374
20211004,112,learn,175,319.0728,in,15.47,u,YES,TRUE,3390
20211004,112,learn,176,356.0948,in,17.72,i,NO,FALSE,2030
20211004,112,learn,177,314.8971,in,15.2,u,YES,TRUE,1230
20211004,112,learn,178,303.4343,in,14.44,u,YES,TRUE,874
20211004,112,learn,179,352.1211,out,17.49,u,YES,FALSE,2792
20211004,112,learn,180,160.7608,out,1.42,i,NO,TRUE,2880
20211004,112,learn,181,196.841,out,5.57,u,YES,FALSE,1902
20211004,112,learn,182,162.972,out,1.7,i,NO,TRUE,1594
20211004,112,learn,183,414.4426,out,20.83,i,NO,TRUE,1680
20211004,112,learn,184,308.8111,in,14.8,u,YES,TRUE,3362
20211004,112,learn,185,238.6785,out,9.52,u,YES,FALSE,2566
20211004,112,learn,186,245.4095,in,10.09,i,NO,FALSE,1976
20211004,112,learn,187,281.4707,in,12.9,u,YES,TRUE,4852
20211004,112,learn,188,370.2688,out,18.52,u,YES,FALSE,3918
20211004,112,learn,189,433.4695,out,21.75,i,NO,TRUE,982
20211004,112,learn,190,288.4217,in,13.4,u,YES,TRUE,5562
20211004,112,learn,191,306.8586,out,14.67,u,YES,FALSE,2312
20211004,112,learn,192,301.663,in,14.32,u,YES,TRUE,2706
20211004,112,learn,193,274.6873,out,12.4,u,YES,FALSE,3320
20211004,112,learn,194,348.1918,out,17.26,i,NO,TRUE,5570
20211004,112,learn,195,431.9916,out,21.68,i,NO,TRUE,802
20211004,112,learn,196,269.773,in,12.03,u,YES,TRUE,884
20211004,112,learn,197,198.8682,in,5.78,u,YES,TRUE,1192
20211004,112,learn,198,305.9616,in,14.61,u,YES,TRUE,2238
20211004,112,learn,199,269.5099,in,12.01,u,YES,TRUE,1022
20211004,112,learn,200,284.5082,out,13.12,u,YES,FALSE,854
20211004,113,learn,1,338.8071,out,16.7,u,YES,FALSE,8484
20211004,113,learn,2,211.2711,out,7.02,u,YES,FALSE,2448
20211004,113,learn,3,261.0969,out,11.36,i,NO,TRUE,2838
20211004,113,learn,4,197.4181,in,5.63,i,NO,FALSE,738
20211004,113,learn,5,306.8586,in,14.67,u,YES,TRUE,1320
20211004,113,learn,6,241.7256,in,9.78,i,NO,FALSE,3708
20211004,113,learn,7,354.016,in,17.6,u,YES,TRUE,2026
20211004,113,learn,8,441.7966,out,22.14,i,NO,TRUE,2144
20211004,113,learn,9,231.4537,in,8.89,u,YES,TRUE,2902
20211004,113,learn,10,188.2927,out,4.66,i,NO,TRUE,1332
20211004,113,learn,11,264.3011,in,11.61,u,YES,TRUE,1832
20211004,113,learn,12,215.1197,in,7.39,i,NO,FALSE,1128
20211004,113,learn,13,226.3169,out,8.43,i,NO,TRUE,2946
20211004,113,learn,14,185.4662,out,4.35,u,YES,FALSE,1844
20211004,113,learn,15,169.8728,out,2.55,i,NO,TRUE,4702
20211004,113,learn,16,157.3464,out,0.98,u,YES,FALSE,7056
20211004,113,learn,17,367.2103,out,18.35,i,NO,TRUE,1924
20211004,113,learn,18,302.3998,out,14.37,u,YES,FALSE,1378
20211004,113,learn,19,223.4641,out,8.17,u,YES,FALSE,1560
20211004,113,learn,20,302.2523,out,14.36,u,YES,FALSE,1512
20211004,113,learn,21,282.5715,out,12.98,i,NO,TRUE,1978
20211004,113,learn,22,249.3927,out,10.42,i,NO,TRUE,1276
20211004,113,learn,23,242.6709,in,9.86,i,NO,FALSE,1028
20211004,113,learn,24,258.5615,in,11.16,i,NO,FALSE,2396
20211004,113,learn,25,325.361,out,15.87,u,YES,FALSE,2896
20211004,113,learn,26,274.6873,out,12.4,i,NO,TRUE,1710
20211004,113,learn,27,286.0393,in,13.23,i,NO,FALSE,1250
20211004,113,learn,28,248.5424,in,10.35,u,YES,TRUE,2514
20211004,113,learn,29,308.8111,in,14.8,i,NO,FALSE,1228
20211004,113,learn,30,351.4346,in,17.45,i,NO,FALSE,1174
20211004,113,learn,31,219.6805,in,7.82,u,YES,TRUE,2204
20211004,113,learn,32,316.4372,in,15.3,u,YES,TRUE,1322
20211004,113,learn,33,433.4695,out,21.75,i,NO,TRUE,1596
20211004,113,learn,34,343.8027,out,17,i,NO,TRUE,998
20211004,113,learn,35,219.6805,in,7.82,u,YES,TRUE,2474
20211004,113,learn,36,204.9759,in,6.4,i,NO,FALSE,1146
20211004,113,learn,37,228.4247,out,8.62,u,YES,FALSE,1012
20211004,113,learn,38,206.4815,out,6.55,i,NO,TRUE,1394
20211004,113,learn,39,351.2632,out,17.44,u,YES,FALSE,1296
20211004,113,learn,40,223.5732,in,8.18,i,NO,FALSE,388
20211004,113,learn,41,183.2177,out,4.1,u,YES,FALSE,2634
20211004,113,learn,42,228.6477,in,8.64,u,YES,TRUE,1300
20211004,113,learn,43,367.7482,out,18.38,i,NO,TRUE,1850
20211004,113,learn,44,315.0507,in,15.21,i,NO,FALSE,2616
20211004,113,learn,45,275.2239,in,12.44,u,YES,TRUE,1394
20211004,113,learn,46,254.3077,in,10.82,i,NO,FALSE,3732
20211004,113,learn,47,306.8586,out,14.67,u,YES,FALSE,1822
20211004,113,learn,48,255.801,out,10.94,i,NO,TRUE,906
20211004,113,learn,49,260.5878,in,11.32,i,NO,FALSE,898
20211004,113,learn,50,272.5513,out,12.24,i,NO,TRUE,1638
20211004,113,learn,51,292.2463,in,13.67,u,YES,TRUE,858
20211004,113,learn,52,338.1466,out,16.66,i,NO,TRUE,958
20211004,113,learn,53,289.5496,in,13.48,u,YES,TRUE,922
20211004,113,learn,54,237.6328,in,9.43,i,NO,FALSE,880
20211004,113,learn,55,303.4343,in,14.44,u,YES,TRUE,794
20211004,113,learn,56,235.3252,out,9.23,i,NO,TRUE,910
20211004,113,learn,57,426.7543,out,21.43,i,NO,TRUE,2238
20211004,113,learn,58,268.8532,in,11.96,u,YES,TRUE,740
20211004,113,learn,59,189.3983,in,4.78,i,NO,FALSE,1132
20211004,113,learn,60,186.3733,out,4.45,i,NO,TRUE,370
20211004,113,learn,61,205.4765,in,6.45,u,YES,TRUE,366
20211004,113,learn,62,397.6065,in,19.98,u,YES,TRUE,1720
20211004,113,learn,63,150.8808,out,0.12,i,NO,TRUE,904
20211004,113,learn,64,309.2634,out,14.83,i,NO,TRUE,778
20211004,113,learn,65,243.0264,out,9.89,i,NO,TRUE,738
20211004,113,learn,66,346.6662,in,17.17,u,YES,TRUE,816
20211004,113,learn,67,196.841,out,5.57,i,NO,TRUE,638
20211004,113,learn,68,381.2683,out,19.12,u,YES,FALSE,1050
20211004,113,learn,69,160.7608,out,1.42,i,NO,TRUE,632
20211004,113,learn,70,241.019,in,9.72,u,YES,TRUE,448
20211004,113,learn,71,427.3794,out,21.46,i,NO,TRUE,1218
20211004,113,learn,72,335.8447,out,16.52,u,YES,FALSE,444
20211004,113,learn,73,219.1453,in,7.77,u,YES,TRUE,706
20211004,113,learn,74,238.6785,out,9.52,i,NO,TRUE,554
20211004,113,learn,75,204.8759,out,6.39,u,YES,FALSE,726
20211004,113,learn,76,370.2688,out,18.52,i,NO,TRUE,712
20211004,113,learn,77,297.2797,in,14.02,i,NO,FALSE,628
20211004,113,learn,78,270.9602,in,12.12,u,YES,TRUE,444
20211004,113,learn,79,172.2094,out,2.83,i,NO,TRUE,634
20211004,113,learn,80,245.4095,in,10.09,u,YES,TRUE,1356
20211004,113,learn,81,189.1213,out,4.75,i,NO,TRUE,628
20211004,113,learn,82,314.8971,in,15.2,u,YES,TRUE,570
20211004,113,learn,83,261.6069,in,11.4,i,NO,FALSE,738
20211004,113,learn,84,234.2942,in,9.14,i,NO,FALSE,1064
20211004,113,learn,85,273.0837,out,12.28,u,YES,FALSE,498
20211004,113,learn,86,301.663,in,14.32,u,YES,TRUE,328
20211004,113,learn,87,352.1211,out,17.49,i,NO,TRUE,462
20211004,113,learn,88,204.3767,out,6.34,u,YES,FALSE,846
20211004,113,learn,89,177.9319,out,3.5,i,NO,TRUE,682
20211004,113,learn,90,431.9916,out,21.68,u,YES,FALSE,506
20211004,113,learn,91,425.0919,out,21.35,i,NO,TRUE,978
20211004,113,learn,92,372.443,in,18.64,i,NO,FALSE,1038
20211004,113,learn,93,378.8576,out,18.99,u,YES,FALSE,10692
20211004,113,learn,94,170.5372,in,2.63,u,YES,TRUE,884
20211004,113,learn,95,278.7375,in,12.7,i,NO,FALSE,554
20211004,113,learn,96,257.4286,out,11.07,u,YES,FALSE,582
20211004,113,learn,97,433.4695,out,21.75,u,YES,FALSE,522
20211004,113,learn,98,260.715,in,11.33,u,YES,TRUE,466
20211004,113,learn,99,199.354,out,5.83,i,NO,TRUE,422
20211004,113,learn,100,213.0308,in,7.19,i,NO,FALSE,720
20211004,113,learn,101,402.0934,out,20.21,u,YES,FALSE,2340
20211004,113,learn,102,324.5682,in,15.82,i,NO,FALSE,996
20211004,113,learn,103,262.5019,in,11.47,u,YES,TRUE,714
20211004,113,learn,104,162.972,out,1.7,i,NO,TRUE,848
20211004,113,learn,105,288.4217,in,13.4,u,YES,TRUE,1542
20211004,113,learn,106,287.8593,in,13.36,i,NO,FALSE,504
20211004,113,learn,107,217.0172,out,7.57,u,YES,FALSE,1730
20211004,113,learn,108,281.4707,in,12.9,i,NO,FALSE,904
20211004,113,learn,109,232.019,in,8.94,u,YES,TRUE,528
20211004,113,learn,110,316.5916,out,15.31,i,NO,TRUE,1380
20211004,113,learn,111,284.5082,out,13.12,u,YES,FALSE,568
20211004,113,learn,112,318.7615,out,15.45,u,YES,FALSE,550
20211004,113,learn,113,305.9616,in,14.61,i,NO,FALSE,542
20211004,113,learn,114,240.0801,out,9.64,u,YES,FALSE,1614
20211004,113,learn,115,160.2908,out,1.36,u,YES,FALSE,830
20211004,113,learn,116,290.1153,in,13.52,u,YES,TRUE,552
20211004,113,learn,117,170.787,out,2.66,i,NO,TRUE,2476
20211004,113,learn,118,259.6994,in,11.25,u,YES,TRUE,2002
20211004,113,learn,119,224.886,in,8.3,i,NO,FALSE,964
20211004,113,learn,120,215.6451,out,7.44,u,YES,FALSE,736
20211004,113,learn,121,274.8213,out,12.41,i,NO,TRUE,594
20211004,113,learn,122,292.6743,out,13.7,i,NO,TRUE,720
20211004,113,learn,123,233.9515,in,9.11,u,YES,TRUE,606
20211004,113,learn,124,179.6767,out,3.7,u,YES,FALSE,708
20211004,113,learn,125,391.0651,out,19.64,i,NO,TRUE,768
20211004,113,learn,126,173.1362,out,2.94,i,NO,TRUE,2226
20211004,113,learn,127,304.3239,in,14.5,u,YES,TRUE,1376
20211004,113,learn,128,243.7389,in,9.95,i,NO,FALSE,1566
20211004,113,learn,129,294.3929,in,13.82,u,YES,TRUE,1220
20211004,113,learn,130,215.1197,in,7.39,u,YES,TRUE,452
20211004,113,learn,131,235.0957,in,9.21,u,YES,TRUE,790
20211004,113,learn,132,155.8185,out,0.78,u,YES,FALSE,966
20211004,113,learn,133,197.1294,out,5.6,u,YES,FALSE,604
20211004,113,learn,134,280.511,in,12.83,u,YES,TRUE,610
20211004,113,learn,135,340.7966,out,16.82,u,YES,FALSE,4136
20211004,113,learn,136,354.5346,in,17.63,i,NO,FALSE,2370
20211004,113,learn,137,440.9352,out,22.1,i,NO,TRUE,1356
20211004,113,learn,138,226.0962,in,8.41,i,NO,FALSE,1174
20211004,113,learn,139,319.8521,in,15.52,u,YES,TRUE,730
20211004,113,learn,140,278.0583,in,12.65,u,YES,TRUE,1438
20211004,113,learn,141,235.4401,in,9.24,u,YES,TRUE,540
20211004,113,learn,142,228.0906,out,8.59,u,YES,FALSE,564
20211004,113,learn,143,269.5099,in,12.01,i,NO,FALSE,3098
20211004,113,learn,144,271.7546,in,12.18,u,YES,TRUE,620
20211004,113,learn,145,158.6569,out,1.15,i,NO,TRUE,1492
20211004,113,learn,146,234.4085,out,9.15,u,YES,FALSE,2590
20211004,113,learn,147,217.0172,out,7.57,i,NO,TRUE,492
20211004,113,learn,149,389.5417,in,19.56,i,NO,FALSE,636
20211004,113,learn,150,258.8139,in,11.18,i,NO,FALSE,430
20211004,113,learn,151,304.621,out,14.52,u,YES,FALSE,712
20211004,113,learn,152,193.6971,in,5.24,i,NO,FALSE,740
20211004,113,learn,153,179.0641,in,3.63,u,YES,TRUE,660
20211004,113,learn,154,282.8474,out,13,i,NO,TRUE,4518
20211004,113,learn,155,153.0308,out,0.41,u,YES,FALSE,2578
20211004,113,learn,156,189.4907,out,4.79,i,NO,TRUE,1600
20211004,113,learn,157,176.8932,out,3.38,i,NO,TRUE,1266
20211004,113,learn,158,259.5727,in,11.24,u,YES,TRUE,1922
20211004,113,learn,159,259.5727,in,11.24,i,NO,FALSE,2002
20211004,113,learn,160,348.1918,out,17.26,u,YES,FALSE,1294
20211004,113,learn,161,395.4783,out,19.87,u,YES,FALSE,8370
20211004,113,learn,162,186.2824,in,4.44,i,NO,FALSE,2606
20211004,113,learn,163,302.5474,in,14.38,u,YES,TRUE,1168
20211004,113,learn,164,242.9078,in,9.88,u,YES,TRUE,1142
20211004,113,learn,165,212.3044,in,7.12,i,NO,FALSE,5466
20211004,113,learn,166,214.9099,out,7.37,u,YES,FALSE,2466
20211004,113,learn,168,356.0948,in,17.72,u,YES,TRUE,2210
20211004,113,learn,169,196.3614,in,5.52,i,NO,FALSE,2750
20211004,113,learn,170,235.555,in,9.25,u,YES,TRUE,5332
20211004,113,learn,171,327.7509,in,16.02,u,YES,TRUE,614
20211004,113,learn,172,225.3253,in,8.34,i,NO,FALSE,866
20211004,113,learn,173,214.2817,out,7.31,u,YES,FALSE,570
20211004,113,learn,174,160.4473,out,1.38,i,NO,TRUE,642
20211004,113,learn,175,244.931,out,10.05,i,NO,TRUE,576
20211004,113,learn,176,286.1789,in,13.24,u,YES,TRUE,1122
20211004,113,learn,177,233.8373,in,9.1,i,NO,FALSE,474
20211004,113,learn,178,266.7626,out,11.8,u,YES,FALSE,436
20211004,113,learn,179,268.0673,out,11.9,i,NO,TRUE,408
20211004,113,learn,180,260.715,in,11.33,u,YES,TRUE,560
20211004,113,learn,181,256.4258,out,10.99,i,NO,TRUE,1168
20211004,113,learn,182,196.2656,in,5.51,u,YES,TRUE,774
20211004,113,learn,183,188.2927,out,4.66,u,YES,FALSE,1216
20211004,113,learn,184,246.0089,in,10.14,i,NO,FALSE,1056
20211004,113,learn,185,383.8815,out,19.26,u,YES,FALSE,1290
20211004,113,learn,186,157.5,out,1,i,NO,TRUE,634
20211004,113,learn,187,242.5526,in,9.85,u,YES,TRUE,928
20211004,113,learn,188,286.8779,in,13.29,i,NO,FALSE,828
20211004,113,learn,190,198.8682,in,5.78,i,NO,FALSE,310
20211004,113,learn,191,251.8382,in,10.62,u,YES,TRUE,526
20211004,113,learn,192,328.3911,out,16.06,u,YES,FALSE,1548
20211004,113,learn,193,223.5732,in,8.18,i,NO,FALSE,1810
20211004,113,learn,194,300.928,out,14.27,i,NO,TRUE,7632
20211004,113,learn,195,414.0384,out,20.81,i,NO,TRUE,1626
20211004,113,learn,196,315.3583,out,15.23,u,YES,FALSE,1150
20211004,113,learn,197,219.1453,in,7.77,i,NO,FALSE,1276
20211004,113,learn,198,242.9078,in,9.88,u,YES,TRUE,506
20211004,113,learn,199,356.0948,in,17.72,u,YES,TRUE,1430
20211004,113,learn,200,380.8964,out,19.1,u,YES,FALSE,16798
20211005,114,learn,1,286.0393,in,13.23,u,YES,TRUE,7126
20211005,114,learn,2,381.2683,out,19.12,i,NO,TRUE,1404
20211005,114,learn,3,315.3583,out,15.23,u,YES,FALSE,1190
20211005,114,learn,4,271.7546,in,12.18,i,NO,FALSE,3492
20211005,114,learn,5,177.9319,out,3.5,i,NO,TRUE,1944
20211005,114,learn,6,395.4783,out,19.87,u,YES,FALSE,1304
20211005,114,learn,7,303.4343,in,14.44,u,YES,TRUE,1118
20211005,114,learn,8,219.6805,in,7.82,i,NO,FALSE,1098
20211005,114,learn,9,302.5474,in,14.38,u,YES,TRUE,1660
20211005,114,learn,10,304.621,out,14.52,u,YES,FALSE,2270
20211005,114,learn,11,383.8815,out,19.26,u,YES,FALSE,1212
20211005,114,learn,12,160.2908,out,1.36,i,NO,TRUE,2174
20211005,114,learn,13,269.773,in,12.03,u,YES,TRUE,1814
20211005,114,learn,14,234.4085,out,9.15,i,NO,TRUE,938
20211005,114,learn,15,287.8593,in,13.36,u,YES,TRUE,1618
20211005,114,learn,16,304.3239,in,14.5,u,YES,TRUE,1416
20211005,114,learn,17,228.0906,out,8.59,i,NO,TRUE,828
20211005,114,learn,18,211.2711,out,7.02,i,NO,TRUE,906
20211005,114,learn,19,242.5526,in,9.85,u,YES,TRUE,1204
20211005,114,learn,20,205.4765,in,6.45,i,NO,FALSE,934
20211005,114,learn,21,309.2634,out,14.83,u,YES,FALSE,694
20211005,114,learn,22,160.4473,out,1.38,i,NO,TRUE,1602
20211005,114,learn,23,179.6767,out,3.7,i,NO,TRUE,778
20211005,114,learn,24,346.6662,in,17.17,u,YES,TRUE,696
20211005,114,learn,25,266.7626,out,11.8,u,YES,FALSE,1764
20211005,114,learn,26,427.3794,out,21.46,u,YES,FALSE,1856
20211005,114,learn,27,308.8111,in,14.8,u,YES,TRUE,806
20211005,114,learn,28,275.2239,in,12.44,u,YES,TRUE,1864
20211005,114,learn,29,297.2797,in,14.02,u,YES,TRUE,1436
20211005,114,learn,30,162.972,out,1.7,i,NO,TRUE,864
20211005,114,learn,31,431.9916,out,21.68,i,NO,TRUE,1198
20211005,114,learn,32,231.4537,in,8.89,u,YES,TRUE,856
20211005,114,learn,33,170.5372,in,2.63,i,NO,FALSE,708
20211005,114,learn,34,219.6805,in,7.82,u,YES,TRUE,1032
20211005,114,learn,35,215.1197,in,7.39,i,NO,FALSE,1444
20211005,114,learn,36,282.8474,out,13,u,YES,FALSE,2656
20211005,114,learn,37,414.4426,out,20.83,i,NO,TRUE,864
20211005,114,learn,38,185.4662,out,4.35,i,NO,TRUE,728
20211005,114,learn,39,318.7615,out,15.45,u,YES,FALSE,848
20211005,114,learn,40,189.1213,out,4.75,i,NO,TRUE,950
20211005,114,learn,41,255.801,out,10.94,u,YES,FALSE,2394
20211005,114,learn,42,169.8728,out,2.55,u,YES,FALSE,2104
20211005,114,learn,43,378.8576,out,18.99,i,NO,TRUE,1206
20211005,114,learn,44,286.1789,in,13.24,u,YES,TRUE,1438
20211005,114,learn,45,206.4815,out,6.55,u,YES,FALSE,1168
20211005,114,learn,46,213.0308,in,7.19,i,NO,FALSE,1674
20211005,114,learn,47,217.0172,out,7.57,u,YES,FALSE,1220
20211005,114,learn,48,197.1294,out,5.6,u,YES,FALSE,1832
20211005,114,learn,49,232.019,in,8.94,u,YES,TRUE,1806
20211005,114,learn,50,260.5878,in,11.32,i,NO,FALSE,2024
20211005,114,learn,51,440.9352,out,22.1,i,NO,TRUE,3338
20211005,114,learn,52,226.3169,out,8.43,u,YES,FALSE,1488
20211005,114,learn,53,153.0308,out,0.41,i,NO,TRUE,2594
20211005,114,learn,54,258.8139,in,11.18,u,YES,TRUE,2086
20211005,114,learn,55,186.3733,out,4.45,u,YES,FALSE,3314
20211005,114,learn,56,316.4372,in,15.3,i,NO,FALSE,1136
20211005,114,learn,57,402.0934,out,20.21,i,NO,TRUE,1044
20211005,114,learn,58,391.0651,out,19.64,i,NO,TRUE,1846
20211005,114,learn,59,259.5727,in,11.24,u,YES,TRUE,2390
20211005,114,learn,60,189.4907,out,4.79,u,YES,FALSE,4488
20211005,114,learn,61,158.6569,out,1.15,i,NO,TRUE,1392
20211005,114,learn,62,173.1362,out,2.94,i,NO,TRUE,1014
20211005,114,learn,63,214.2817,out,7.31,u,YES,FALSE,2154
20211005,114,learn,64,348.1918,out,17.26,i,NO,TRUE,1314
20211005,114,learn,65,223.5732,in,8.18,u,YES,TRUE,1028
20211005,114,learn,66,238.6785,out,9.52,u,YES,FALSE,916
20211005,114,learn,67,198.8682,in,5.78,u,YES,TRUE,2104
