angle_psy,radius_psy,distribution,angle,radius
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
9.007481291446904,-0.8039631529375555,in,25,75
14.210989506510227,-1.5294005700737348,in,28,75
13.229797709053823,0.4513802455533673,in,27.95178876579589,76.60701205318773
12.737777159119396,1.849063164127176,in,27.80870461191921,78.16237341673208
12.063083611868969,3.1782225414553693,in,27.5753463808056,79.61609349665315
11.227402273050874,4.396138101514637,in,27.259214398010833,80.92144853345741
10.25759262849562,5.463665036100415,in,26.8704694055762,82.03648334221226
9.18482515814125,6.346492151171027,in,26.421605987418996,82.92535978671064
8.043579491160965,7.016244656855532,in,25.927050983124843,83.55950864665638
6.870536202311567,7.451396156547033,in,25.402699797452964,83.91854785591141
5.703397868079931,7.637960523001592,in,24.865405508948456,83.99093759887182
4.5796772748528545,7.569941423975708,in,24.332437198131057,83.77435120963641
3.5354917270970527,7.249525049278358,in,23.82092490503823,83.27574995296305
2.604402207476128,6.687009844831788,in,23.34730905564369,82.51115928349172
1.8163346992537102,5.9004755121459675,in,22.92681205303941,81.50515377444653
1.1966183405681543,4.9152019118360215,in,22.572949016875157,80.29006727063226
0.765171325091951,3.7628565481017198,in,22.29709339629274,78.90495365205803
0.535860714898293,2.48047674908641,in,22.10811141791244,77.39433161010007
1.6548564940319883,1.2066949902970432,in,22.01207711801428,75.8067537801309
1.706302283738574,-0.22113006230422894,in,22.01207711801428,74.1932462198691
2.7337945700194908,-2.670928714651091,in,22.10811141791244,72.60566838989992
3.1436681459284617,-3.9555705385795554,in,22.29709339629274,71.09504634794197
4.574414474656153,-4.877996704971727,in,22.572949016875157,69.70993272936774
5.410408928217671,-5.429028616061521,in,22.92681205303941,68.49484622555347
5.3875847282721505,-5.761795991131629,in,23.34730905564369,67.48884071650828
6.398492364525792,-6.3933175702034575,in,23.820924905038233,66.72425004703695
7.572351333589433,-6.6290669068398005,in,24.33243719813106,66.22564879036358
8.74341057753417,-6.841334329116112,in,24.865405508948456,66.00906240112818
9.935865195644633,-6.839823895277692,in,25.402699797452964,66.08145214408859
11.11138871533984,-6.624584151910877,in,25.927050983124843,66.44049135334362
12.973598792073963,-6.653086551148176,in,26.421605987419,67.07464021328936
13.919842441833291,-5.986845606436548,in,26.8704694055762,67.96351665778774
14.396512746016363,-5.188251853499944,in,27.259214398010833,69.07855146654259
14.969577157523023,-4.528897739748405,in,27.5753463808056,70.38390650334685
15.486622136972535,-3.8174450352446705,in,27.80870461191921,71.83762658326792
15.630358650457783,-2.4279270795095327,in,27.95178876579589,73.39298794681227
20.590330990558506,-1.0928397319712726,in,31,75
21.120139430521675,4.859022335856449,in,29.242640687119284,87.72792206135786
6.49477313572542,13.929434400009931,in,25,93
6.270791039372246,12.254064587493259,in,20.757359312880716,87.72792206135786
-4.43958333527344,1.2606120224167965,in,19,75
-1.063465045415659,-10.183299696127822,in,20.757359312880716,62.27207793864214
9.177647168035456,-16.07892918380527,in,25,57
22.588063720887185,-12.634455871883391,in,29.242640687119284,62.27207793864214
-20.842753078591127,-36.888499526511154,out,10,30
-22.210234653473467,-27.698818368561078,out,10,40
-21.00998230026505,-18.617692406781693,out,10,50
-23.17032025206286,-15.22155438572815,out,10,60
-25.433726431067914,-0.9316694651110762,out,10,70
-25.292404239041907,5.570659379673206,out,10,80
-25.16737649141279,13.169831676379049,out,10,90
