sub_n,trial_num,line1,line2,line3,trial_type,choice_set,target,decoy,competitor,choice
100,1,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,339.6347
103,1,240.0202,275.5735,426.1457,filler_easy,trinary,NA,NA,NA,426.1457
104,1,352.61297000858667,315.43655390547224,NA,filler_sample,binary,NA,NA,NA,352.61297000858667
105,1,439.3175554160266,253.3779891577804,316.56096768999026,filler_sample,trinary,NA,NA,NA,439.3175554160266
106,1,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
107,1,234.3691391563804,406.8392542271313,244.42663690260096,filler_sample,trinary,NA,NA,NA,406.8392542271313
108,1,403.1313652270484,245.3689570934044,NA,filler_sample,binary,NA,NA,NA,403.1313652270484
109,1,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
111,1,269.8011,416.5808,NA,filler_easy,binary,NA,NA,NA,416.5808
112,1,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
113,1,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
114,1,216.1611411127617,241.22351835257732,272.13568179152395,filler_sample,trinary,NA,NA,NA,216.1611411127617
115,1,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
116,1,228.57709384717728,361.18311865935016,NA,filler_sample,binary,NA,NA,NA,361.18311865935016
117,1,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
118,1,234.67901002007403,184.27064690625832,NA,filler_sample,binary,NA,NA,NA,184.27064690625832
119,1,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
125,1,218.9315,356.6164,208.5062,attraction,trinary,208.5062,218.9315,356.6164,356.6164
126,1,247.63052510316297,245.47133170252212,NA,filler_sample,binary,NA,NA,NA,245.47133170252212
127,1,308.0587,198.5774,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
129,1,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,208.5062
131,1,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
133,1,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,356.6164
136,1,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
137,1,323.4616,339.6347,198.5774,attraction,trinary,339.6347,323.4616,198.5774,198.5774
138,1,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
139,1,208.5062,198.5774,339.6347,attraction,trinary,198.5774,208.5062,339.6347,339.6347
140,1,296.7966982792303,304.9459231141883,295.12985842080224,filler_sample,trinary,NA,NA,NA,304.9459231141883
142,1,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
143,1,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,323.4616
144,1,323.4616,308.0587,189.1213,attraction,trinary,323.4616,308.0587,189.1213,323.4616
145,1,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
146,1,241.408,152.1939,242.6959,filler_easy,trinary,NA,NA,NA,152.1939
147,1,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,323.4616
148,1,323.4616,208.5062,339.6347,attraction,trinary,339.6347,323.4616,208.5062,339.6347
149,1,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,339.6347
150,1,245.01384685839736,264.54749084554635,266.792813397441,filler_sample,trinary,NA,NA,NA,264.54749084554635
151,1,244.5596,162.523,239.1983,filler_easy,trinary,NA,NA,NA,244.5596
152,1,189.1213,323.4616,308.0587,attraction,trinary,323.4616,308.0587,189.1213,323.4616
153,1,314.5690638444648,234.68532613556664,NA,filler_sample,binary,NA,NA,NA,314.5690638444648
154,1,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
155,1,208.5062,218.9315,339.6347,attraction,trinary,208.5062,218.9315,339.6347,339.6347
158,1,339.6347,208.5062,356.6164,attraction,trinary,356.6164,339.6347,208.5062,356.6164
159,1,218.9315,208.5062,323.4616,attraction,trinary,208.5062,218.9315,323.4616,323.4616
160,1,198.5774,339.6347,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
301,1,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
163,1,152.1939,242.6959,241.408,filler_easy,trinary,NA,NA,NA,152.1939
164,1,218.9315,208.5062,323.4616,attraction,trinary,208.5062,218.9315,323.4616,208.5062
165,1,155.441,275.5735,NA,filler_easy,binary,NA,NA,NA,155.441
166,1,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
167,1,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,323.4616
168,1,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,189.1213
169,1,204.6348822831791,223.69154504505988,NA,filler_sample,binary,NA,NA,NA,204.6348822831791
170,1,323.4616,208.5062,308.0587,attraction,trinary,323.4616,308.0587,208.5062,323.4616
171,1,260.38903706433285,350.9015836429475,245.7212718764152,filler_sample,trinary,NA,NA,NA,350.9015836429475
172,1,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,339.6347
173,1,218.9315,208.5062,339.6347,attraction,trinary,208.5062,218.9315,339.6347,339.6347
175,1,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
176,1,339.6347,218.9315,208.5062,attraction,trinary,208.5062,218.9315,339.6347,339.6347
177,1,323.4616,198.5774,189.1213,attraction,trinary,189.1213,198.5774,323.4616,323.4616
178,1,313.7849594025976,176.08897031571146,227.4675773006261,filler_sample,trinary,NA,NA,NA,313.7849594025976
179,1,208.5062,218.9315,339.6347,attraction,trinary,208.5062,218.9315,339.6347,339.6347
184,1,270.0786,164.7966,NA,filler_easy,binary,NA,NA,NA,270.0786
185,1,308.0587,323.4616,189.1213,attraction,trinary,323.4616,308.0587,189.1213,189.1213
186,1,242.6959,241.408,152.1939,filler_easy,trinary,NA,NA,NA,152.1939
302,1,208.5062,198.5774,323.4616,attraction,trinary,198.5774,208.5062,323.4616,323.4616
187,1,198.5774,323.4616,339.6347,attraction,trinary,339.6347,323.4616,198.5774,198.5774
189,1,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,339.6347
200,1,198.5774,323.4616,208.5062,attraction,trinary,198.5774,208.5062,323.4616,323.4616
201,1,200.6377467198328,260.43475156107894,264.6268431928945,filler_sample,trinary,NA,NA,NA,264.6268431928945
202,1,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
203,1,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,323.4616
205,1,291.81897118083344,293.82251299954123,NA,filler_sample,binary,NA,NA,NA,293.82251299954123
206,1,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,198.5774
207,1,253.1802,160.8873,NA,filler_easy,binary,NA,NA,NA,160.8873
100,2,263.4326730134925,310.3782944245648,237.76058959320335,filler_sample,trinary,NA,NA,NA,310.3782944245648
103,2,161.27498971248042,270.5696732546703,290.9934550458354,filler_sample,trinary,NA,NA,NA,290.9934550458354
104,2,248.57709999335447,192.1283426019046,NA,filler_sample,binary,NA,NA,NA,192.1283426019046
105,2,222.80066194099675,267.41959379610074,339.1040616984922,filler_sample,trinary,NA,NA,NA,339.1040616984922
106,2,356.6164,218.9315,208.5062,attraction,trinary,208.5062,218.9315,356.6164,356.6164
107,2,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
108,2,339.6347,356.6164,208.5062,attraction,trinary,356.6164,339.6347,208.5062,208.5062
109,2,242.6959,151.3192,243.8262,filler_easy,trinary,NA,NA,NA,151.3192
111,2,290.98656095852795,373.6051923649965,NA,filler_sample,binary,NA,NA,NA,373.6051923649965
112,2,231.0323553518612,152.06248571888062,296.72334687781745,filler_sample,trinary,NA,NA,NA,152.06248571888062
113,2,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
114,2,269.8011,416.5808,NA,filler_easy,binary,NA,NA,NA,416.5808
115,2,250.21977941630408,306.40835236225513,242.96148120956133,filler_sample,trinary,NA,NA,NA,306.40835236225513
116,2,339.6347,208.5062,356.6164,attraction,trinary,356.6164,339.6347,208.5062,356.6164
117,2,172.15524682762037,263.9440009593804,NA,filler_sample,binary,NA,NA,NA,172.15524682762037
118,2,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,356.6164
119,2,216.05787481748823,289.3951226722374,254.26334668238152,filler_sample,trinary,NA,NA,NA,289.3951226722374
125,2,208.5062,356.6164,339.6347,attraction,trinary,356.6164,339.6347,208.5062,356.6164
126,2,152.1939,242.6959,241.408,filler_easy,trinary,NA,NA,NA,242.6959
127,2,323.4616,198.5774,308.0587,attraction,trinary,323.4616,308.0587,198.5774,308.0587
129,2,246.04040408641077,241.76317985455495,224.80328446678988,filler_sample,trinary,NA,NA,NA,224.80328446678988
131,2,208.5062,339.6347,356.6164,attraction,trinary,356.6164,339.6347,208.5062,356.6164
133,2,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
136,2,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
137,2,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,208.5062
138,2,253.7731943681886,224.99405916925411,NA,filler_sample,binary,NA,NA,NA,253.7731943681886
139,2,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
140,2,262.9662,414.9215,257.1963,filler_easy,trinary,NA,NA,NA,414.9215
142,2,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
143,2,223.21089561807497,318.5284437416118,301.76085387464406,filler_sample,trinary,NA,NA,NA,318.5284437416118
144,2,198.5774,323.4616,208.5062,attraction,trinary,198.5774,208.5062,323.4616,323.4616
145,2,189.1213,308.0587,323.4616,attraction,trinary,323.4616,308.0587,189.1213,323.4616
146,2,208.5062,323.4616,198.5774,attraction,trinary,198.5774,208.5062,323.4616,323.4616
147,2,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,323.4616
148,2,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
149,2,339.6347,208.5062,323.4616,attraction,trinary,339.6347,323.4616,208.5062,339.6347
150,2,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
151,2,179.19029243810934,222.7113037809505,NA,filler_sample,binary,NA,NA,NA,179.19029243810934
152,2,208.5062,308.0587,323.4616,attraction,trinary,323.4616,308.0587,208.5062,208.5062
153,2,184.08202557165956,317.06935359601863,NA,filler_sample,binary,NA,NA,NA,317.06935359601863
154,2,243.507,437.1072,NA,filler_easy,binary,NA,NA,NA,437.1072
155,2,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
158,2,198.5774,339.6347,323.4616,attraction,trinary,339.6347,323.4616,198.5774,339.6347
159,2,323.4616,218.9315,208.5062,attraction,trinary,208.5062,218.9315,323.4616,323.4616
160,2,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,339.6347
301,2,248.1734676,305.7356144,280.7945044,filler_sample,trinary,NA,NA,NA,248.1734676
163,2,412.44350657789647,216.05489120938444,NA,filler_sample,binary,NA,NA,NA,412.44350657789647
164,2,244.5596,239.1983,162.523,filler_easy,trinary,NA,NA,NA,162.523
165,2,192.20171496700988,289.60378875439307,265.343118991479,filler_sample,trinary,NA,NA,NA,192.20171496700988
166,2,204.553004838137,291.7916323436073,331.5893603589041,filler_sample,trinary,NA,NA,NA,204.553004838137
167,2,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
168,2,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,208.5062
169,2,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,189.1213
170,2,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
171,2,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
172,2,229.62719667929915,405.0629679363769,235.49217761768705,filler_sample,trinary,NA,NA,NA,405.0629679363769
173,2,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,198.5774
175,2,250.40012244569488,202.7535214669497,213.03028640491263,filler_sample,trinary,NA,NA,NA,202.7535214669497
176,2,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
177,2,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
178,2,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
179,2,339.6347,198.5774,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
184,2,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,323.4616
185,2,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
186,2,218.9315,356.6164,208.5062,attraction,trinary,208.5062,218.9315,356.6164,356.6164
302,2,198.5774,339.6347,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
187,2,224.25939626694148,301.6004079529748,311.89715951702675,filler_sample,trinary,NA,NA,NA,224.25939626694148
189,2,253.1802,160.8873,NA,filler_easy,binary,NA,NA,NA,160.8873
200,2,289.0404326933193,318.52097325957357,311.4593311932821,filler_sample,trinary,NA,NA,NA,311.4593311932821
201,2,323.4616,208.5062,308.0587,attraction,trinary,323.4616,308.0587,208.5062,323.4616
202,2,378.34850810643945,243.5421851576395,NA,filler_sample,binary,NA,NA,NA,378.34850810643945
203,2,346.4339686209236,285.2773594008937,NA,filler_sample,binary,NA,NA,NA,346.4339686209236
205,2,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
206,2,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,208.5062
207,2,323.4616,308.0587,189.1213,attraction,trinary,323.4616,308.0587,189.1213,323.4616
100,3,339.6347,208.5062,323.4616,attraction,trinary,339.6347,323.4616,208.5062,208.5062
103,3,166.6353404876882,208.08015992479633,259.8091976917056,filler_sample,trinary,NA,NA,NA,259.8091976917056
104,3,152.2423,241.408,262.9662,filler_easy,trinary,NA,NA,NA,152.2423
105,3,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
106,3,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
107,3,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
108,3,372.8403254612939,308.65884689370336,NA,filler_sample,binary,NA,NA,NA,372.8403254612939
109,3,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,323.4616
111,3,226.54044689689633,393.55578253113134,209.93393237494135,filler_sample,trinary,NA,NA,NA,393.55578253113134
112,3,323.4616,198.5774,308.0587,attraction,trinary,323.4616,308.0587,198.5774,198.5774
113,3,323.4616,339.6347,198.5774,attraction,trinary,339.6347,323.4616,198.5774,323.4616
114,3,389.59701800818584,241.93244385441943,NA,filler_sample,binary,NA,NA,NA,241.93244385441943
115,3,208.5062,323.4616,218.9315,attraction,trinary,208.5062,218.9315,323.4616,218.9315
116,3,303.166921283366,190.8594000321979,NA,filler_sample,binary,NA,NA,NA,303.166921283366
117,3,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
118,3,308.0587,323.4616,208.5062,attraction,trinary,323.4616,308.0587,208.5062,208.5062
119,3,323.4616,208.5062,339.6347,attraction,trinary,339.6347,323.4616,208.5062,339.6347
125,3,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,198.5774
126,3,308.0587,198.5774,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
127,3,247.4936,421.378,NA,filler_easy,binary,NA,NA,NA,247.4936
129,3,242.6499,151.3192,256.0975,filler_easy,trinary,NA,NA,NA,151.3192
131,3,198.5774,323.4616,308.0587,attraction,trinary,323.4616,308.0587,198.5774,323.4616
133,3,212.58169020164345,296.4242639091353,NA,filler_sample,binary,NA,NA,NA,296.4242639091353
136,3,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
137,3,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,208.5062
138,3,323.4616,308.0587,198.5774,attraction,trinary,323.4616,308.0587,198.5774,323.4616
139,3,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,356.6164
140,3,216.6176039154767,275.85341259991276,175.6239633486861,filler_sample,trinary,NA,NA,NA,275.85341259991276
142,3,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
143,3,208.5062,339.6347,198.5774,attraction,trinary,198.5774,208.5062,339.6347,339.6347
144,3,198.5774,208.5062,323.4616,attraction,trinary,198.5774,208.5062,323.4616,323.4616
145,3,208.5062,339.6347,356.6164,attraction,trinary,356.6164,339.6347,208.5062,208.5062
146,3,239.1983,162.523,244.5596,filler_easy,trinary,NA,NA,NA,162.523
147,3,323.4616,198.5774,208.5062,attraction,trinary,198.5774,208.5062,323.4616,208.5062
148,3,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,339.6347
149,3,243.9169826576531,430.3708657592557,283.3165280852455,filler_sample,trinary,NA,NA,NA,430.3708657592557
150,3,189.1213,323.4616,198.5774,attraction,trinary,189.1213,198.5774,323.4616,323.4616
151,3,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
152,3,247.06194887611076,260.5328969940337,NA,filler_sample,binary,NA,NA,NA,260.5328969940337
153,3,208.5062,198.5774,323.4616,attraction,trinary,198.5774,208.5062,323.4616,323.4616
154,3,239.3667,411.6704,NA,filler_easy,binary,NA,NA,NA,411.6704
155,3,234.6194867524184,201.8183808962281,NA,filler_sample,binary,NA,NA,NA,234.6194867524184
158,3,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
159,3,189.1213,323.4616,308.0587,attraction,trinary,323.4616,308.0587,189.1213,323.4616
160,3,189.1213,323.4616,308.0587,attraction,trinary,323.4616,308.0587,189.1213,323.4616
301,3,208.5062,339.6347,323.4616,attraction,trinary,339.6347,323.4616,208.5062,208.5062
163,3,164.7966,270.0786,NA,filler_easy,binary,NA,NA,NA,270.0786
164,3,323.4616,308.0587,208.5062,attraction,trinary,323.4616,308.0587,208.5062,323.4616
165,3,323.4616,308.0587,198.5774,attraction,trinary,323.4616,308.0587,198.5774,198.5774
166,3,388.447317439589,247.22806115791113,NA,filler_sample,binary,NA,NA,NA,388.447317439589
167,3,323.05299416460167,244.69266961239745,252.42393034594647,filler_sample,trinary,NA,NA,NA,323.05299416460167
168,3,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,208.5062
169,3,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
170,3,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
171,3,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
172,3,308.0587,323.4616,208.5062,attraction,trinary,323.4616,308.0587,208.5062,323.4616
173,3,270.0786,164.7966,NA,filler_easy,binary,NA,NA,NA,164.7966
175,3,208.5062,339.6347,356.6164,attraction,trinary,356.6164,339.6347,208.5062,356.6164
176,3,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,339.6347
177,3,411.6704,239.3667,NA,filler_easy,binary,NA,NA,NA,411.6704
178,3,339.6347,323.4616,198.5774,attraction,trinary,339.6347,323.4616,198.5774,323.4616
179,3,356.6164,208.5062,218.9315,attraction,trinary,208.5062,218.9315,356.6164,356.6164
184,3,282.059789831918,182.31288918347445,NA,filler_sample,binary,NA,NA,NA,282.059789831918
185,3,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
186,3,296.7774019495602,234.0016338734486,196.08302900400597,filler_sample,trinary,NA,NA,NA,196.08302900400597
302,3,308.0587,198.5774,323.4616,attraction,trinary,323.4616,308.0587,198.5774,323.4616
187,3,198.5774,323.4616,189.1213,attraction,trinary,189.1213,198.5774,323.4616,323.4616
189,3,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
200,3,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,198.5774
201,3,339.6347,323.4616,198.5774,attraction,trinary,339.6347,323.4616,198.5774,339.6347
202,3,414.9215,262.9662,257.1963,filler_easy,trinary,NA,NA,NA,414.9215
203,3,160.8873,253.1802,NA,filler_easy,binary,NA,NA,NA,160.8873
205,3,218.9315,208.5062,323.4616,attraction,trinary,208.5062,218.9315,323.4616,208.5062
206,3,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,198.5774
207,3,275.5735,155.441,NA,filler_easy,binary,NA,NA,NA,155.441
100,4,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,339.6347
103,4,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
104,4,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,339.6347
105,4,198.5774,208.5062,339.6347,attraction,trinary,198.5774,208.5062,339.6347,208.5062
106,4,243.4184698574546,235.84371507466696,NA,filler_sample,binary,NA,NA,NA,243.4184698574546
107,4,278.05492294335164,222.62707381986132,NA,filler_sample,binary,NA,NA,NA,278.05492294335164
108,4,294.9972437574648,186.8814157650381,NA,filler_sample,binary,NA,NA,NA,186.8814157650381
109,4,356.6164,208.5062,218.9315,attraction,trinary,208.5062,218.9315,356.6164,356.6164
111,4,228.26610098072064,372.5492172982228,232.06201694902012,filler_sample,trinary,NA,NA,NA,372.5492172982228
112,4,284.08221860233004,369.1748057700695,NA,filler_sample,binary,NA,NA,NA,284.08221860233004
113,4,313.93160551752345,278.3611606660268,NA,filler_sample,binary,NA,NA,NA,278.3611606660268
114,4,263.6885457513623,283.78629207778073,206.1323155935149,filler_sample,trinary,NA,NA,NA,206.1323155935149
115,4,263.73485955637756,175.95822705971975,350.00008731175706,filler_sample,trinary,NA,NA,NA,263.73485955637756
116,4,339.6347,323.4616,208.5062,attraction,trinary,339.6347,323.4616,208.5062,339.6347
117,4,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
118,4,273.6844455307401,338.0166489741215,NA,filler_sample,binary,NA,NA,NA,338.0166489741215
119,4,198.5774,323.4616,189.1213,attraction,trinary,189.1213,198.5774,323.4616,198.5774
125,4,198.5774,339.6347,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
126,4,208.5062,323.4616,218.9315,attraction,trinary,208.5062,218.9315,323.4616,323.4616
127,4,250.97282579997156,260.5348598371023,224.73330251196865,filler_sample,trinary,NA,NA,NA,224.73330251196865
129,4,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
131,4,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,339.6347
133,4,226.85238846133757,263.41760800853007,245.9269551968954,filler_sample,trinary,NA,NA,NA,263.41760800853007
136,4,189.1213,308.0587,323.4616,attraction,trinary,323.4616,308.0587,189.1213,189.1213
137,4,218.9233654709886,444.5795398525548,NA,filler_sample,binary,NA,NA,NA,444.5795398525548
138,4,323.4616,208.5062,339.6347,attraction,trinary,339.6347,323.4616,208.5062,208.5062
139,4,256.0975,151.3192,242.6499,filler_easy,trinary,NA,NA,NA,256.0975
140,4,208.5062,198.5774,339.6347,attraction,trinary,198.5774,208.5062,339.6347,339.6347
142,4,266.6031389603936,257.3620272009343,NA,filler_sample,binary,NA,NA,NA,257.3620272009343
143,4,164.7966,270.0786,NA,filler_easy,binary,NA,NA,NA,164.7966
144,4,239.1983,162.523,244.5596,filler_easy,trinary,NA,NA,NA,162.523
145,4,308.0587,208.5062,323.4616,attraction,trinary,323.4616,308.0587,208.5062,208.5062
146,4,155.441,275.5735,NA,filler_easy,binary,NA,NA,NA,275.5735
147,4,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,208.5062
148,4,391.07563453630934,282.92220982828485,NA,filler_sample,binary,NA,NA,NA,391.07563453630934
149,4,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,323.4616
150,4,261.17031450135295,205.4241752713402,233.75442397731135,filler_sample,trinary,NA,NA,NA,261.17031450135295
151,4,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
152,4,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,208.5062
153,4,339.6347,198.5774,208.5062,attraction,trinary,198.5774,208.5062,339.6347,198.5774
154,4,248.8988031325769,345.6515907677451,216.16631282999256,filler_sample,trinary,NA,NA,NA,345.6515907677451
155,4,231.41815413954785,173.5330455347441,NA,filler_sample,binary,NA,NA,NA,173.5330455347441
158,4,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
159,4,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,198.5774
160,4,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
301,4,242.6959,152.1939,241.408,filler_easy,trinary,NA,NA,NA,152.1939
163,4,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,323.4616
164,4,339.6347,323.4616,198.5774,attraction,trinary,339.6347,323.4616,198.5774,339.6347
165,4,285.1542112517311,234.30601465411368,NA,filler_sample,binary,NA,NA,NA,285.1542112517311
166,4,323.4616,208.5062,198.5774,attraction,trinary,198.5774,208.5062,323.4616,198.5774
167,4,152.1939,242.6959,241.408,filler_easy,trinary,NA,NA,NA,152.1939
168,4,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,198.5774
169,4,217.76035101849192,418.9733007818591,249.4973320146553,filler_sample,trinary,NA,NA,NA,418.9733007818591
170,4,339.6347,208.5062,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
171,4,323.4616,198.5774,208.5062,attraction,trinary,198.5774,208.5062,323.4616,198.5774
172,4,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
173,4,222.6543924510472,326.62693811833054,197.98686632172104,filler_sample,trinary,NA,NA,NA,326.62693811833054
175,4,308.0587,198.5774,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
176,4,287.21516969790343,247.49878991996655,300.8109804105295,filler_sample,trinary,NA,NA,NA,300.8109804105295
177,4,208.5062,308.0587,323.4616,attraction,trinary,323.4616,308.0587,208.5062,208.5062
178,4,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
179,4,243.507,437.1072,NA,filler_easy,binary,NA,NA,NA,437.1072
184,4,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,356.6164
185,4,189.1213,323.4616,308.0587,attraction,trinary,323.4616,308.0587,189.1213,189.1213
186,4,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
302,4,323.4616,198.5774,208.5062,attraction,trinary,198.5774,208.5062,323.4616,198.5774
187,4,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
189,4,256.7789422958078,246.884268536929,256.4070536055409,filler_sample,trinary,NA,NA,NA,256.7789422958078
200,4,271.22772706558277,280.214914617197,261.9450233636314,filler_sample,trinary,NA,NA,NA,280.214914617197
201,4,198.5774,323.4616,NA,attraction,binary,198.5774,NA,323.4616,323.4616
202,4,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,323.4616
203,4,232.01382865339932,267.90375189322407,NA,filler_sample,binary,NA,NA,NA,267.90375189322407
205,4,275.5581168543503,171.44980020079112,NA,filler_sample,binary,NA,NA,NA,171.44980020079112
206,4,270.0786,164.7966,NA,filler_easy,binary,NA,NA,NA,270.0786
207,4,323.4616,218.9315,208.5062,attraction,trinary,208.5062,218.9315,323.4616,218.9315
100,5,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
103,5,208.5062,218.9315,339.6347,attraction,trinary,208.5062,218.9315,339.6347,339.6347
