sub_n,trial_num,line1,line2,line3,trial_type,choice_set,target,decoy,competitor,choice
167,219,198.5774,189.1213,323.4616,attraction,trinary,189.1213,198.5774,323.4616,323.4616
168,219,244.37470441131384,264.5884250561688,NA,filler_sample,binary,NA,NA,NA,244.37470441131384
169,219,218.9315,356.6164,208.5062,attraction,trinary,208.5062,218.9315,356.6164,356.6164
170,219,189.1213,198.5774,323.4616,attraction,trinary,189.1213,198.5774,323.4616,323.4616
171,219,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
172,219,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
173,219,270.0786,164.7966,NA,filler_easy,binary,NA,NA,NA,164.7966
175,219,198.5774,323.4616,189.1213,attraction,trinary,189.1213,198.5774,323.4616,323.4616
176,219,258.8190482493865,365.10876986785337,NA,filler_sample,binary,NA,NA,NA,365.10876986785337
177,219,314.36751234443443,257.8273178060138,NA,filler_sample,binary,NA,NA,NA,314.36751234443443
178,219,255.67237371450224,181.10594310216737,205.8141423644555,filler_sample,trinary,NA,NA,NA,181.10594310216737
179,219,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
184,219,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
185,219,217.83488426123515,247.22418712330625,247.06426772668837,filler_sample,trinary,NA,NA,NA,217.83488426123515
186,219,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
302,219,275.3961613,211.1505895,NA,filler_sample,binary,NA,NA,NA,275.3961613
187,219,356.6164,208.5062,218.9315,attraction,trinary,208.5062,218.9315,356.6164,208.5062
189,219,273.9525274942309,248.35919769299548,218.90681559917377,filler_sample,trinary,NA,NA,NA,273.9525274942309
200,219,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
201,219,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
202,219,337.2768585869481,236.7646590715128,NA,filler_sample,binary,NA,NA,NA,236.7646590715128
203,219,285.41319381194535,268.74947395138076,NA,filler_sample,binary,NA,NA,NA,285.41319381194535
205,219,339.6347,356.6164,208.5062,attraction,trinary,356.6164,339.6347,208.5062,356.6164
206,219,247.34331736781397,246.30655326573665,NA,filler_sample,binary,NA,NA,NA,246.30655326573665
207,219,287.5636368506095,319.1120554636924,NA,filler_sample,binary,NA,NA,NA,319.1120554636924
100,220,208.5062,339.6347,356.6164,attraction,trinary,356.6164,339.6347,208.5062,208.5062
103,220,253.1802,243.507,410.6985,filler_easy,trinary,NA,NA,NA,410.6985
104,220,233.50048539899265,269.9852357420343,NA,filler_sample,binary,NA,NA,NA,269.9852357420343
105,220,198.5774,323.4616,NA,attraction,binary,198.5774,NA,323.4616,323.4616
106,220,196.963695854588,276.4235123996562,282.93898513721075,filler_sample,trinary,NA,NA,NA,276.4235123996562
107,220,444.8819023709042,217.7497265187916,NA,filler_sample,binary,NA,NA,NA,444.8819023709042
108,220,155.4981,264.6344,NA,filler_easy,binary,NA,NA,NA,155.4981
109,220,289.01100792868635,186.9826236276059,177.71696009194562,filler_sample,trinary,NA,NA,NA,177.71696009194562
111,220,323.4616,308.0587,189.1213,attraction,trinary,323.4616,308.0587,189.1213,189.1213
112,220,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,208.5062
113,220,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
114,220,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
115,220,208.5062,218.9315,323.4616,attraction,trinary,208.5062,218.9315,323.4616,323.4616
116,220,243.507,410.6985,253.1802,filler_easy,trinary,NA,NA,NA,410.6985
117,220,193.63768801496428,226.0815686796733,NA,filler_sample,binary,NA,NA,NA,193.63768801496428
118,220,264.3954471815796,246.55394288511707,NA,filler_sample,binary,NA,NA,NA,264.3954471815796
119,220,416.5808,269.8011,NA,filler_easy,binary,NA,NA,NA,416.5808
125,220,194.79791057061652,310.8006241948465,NA,filler_sample,binary,NA,NA,NA,310.8006241948465
126,220,189.1213,323.4616,308.0587,attraction,trinary,323.4616,308.0587,189.1213,189.1213
127,220,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
129,220,296.7321989716152,276.4260528373862,205.57328443084185,filler_sample,trinary,NA,NA,NA,205.57328443084185
131,220,339.6347,208.5062,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
133,220,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,323.4616
136,220,323.4616,208.5062,308.0587,attraction,trinary,323.4616,308.0587,208.5062,323.4616
137,220,308.0587,189.1213,323.4616,attraction,trinary,323.4616,308.0587,189.1213,189.1213
138,220,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
139,220,356.6164,339.6347,208.5062,attraction,trinary,356.6164,339.6347,208.5062,208.5062
140,220,212.2024025314243,300.541732057233,NA,filler_sample,binary,NA,NA,NA,212.2024025314243
142,220,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,208.5062
143,220,208.5062,339.6347,323.4616,attraction,trinary,339.6347,323.4616,208.5062,339.6347
144,220,293.58693629617966,291.4671802940726,300.7047985878345,filler_sample,trinary,NA,NA,NA,300.7047985878345
145,220,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
146,220,208.5062,339.6347,356.6164,attraction,trinary,356.6164,339.6347,208.5062,208.5062
147,220,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,198.5774
148,220,447.3695,244.0034,245.678,filler_easy,trinary,NA,NA,NA,447.3695
149,220,216.17249976351897,275.2927371854176,269.5884868674905,filler_sample,trinary,NA,NA,NA,275.2927371854176
150,220,244.5596,162.523,239.1983,filler_easy,trinary,NA,NA,NA,162.523
151,220,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,339.6347
152,220,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
153,220,208.5062,339.6347,356.6164,attraction,trinary,356.6164,339.6347,208.5062,208.5062
154,220,171.24710635558617,277.38472023209255,261.2185318611583,filler_sample,trinary,NA,NA,NA,261.2185318611583
155,220,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
158,220,323.4616,189.1213,308.0587,attraction,trinary,323.4616,308.0587,189.1213,323.4616
159,220,323.4616,198.5774,189.1213,attraction,trinary,189.1213,198.5774,323.4616,323.4616
160,220,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
301,220,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,339.6347
163,220,437.1072,243.507,NA,filler_easy,binary,NA,NA,NA,437.1072
164,220,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,198.5774
165,220,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
166,220,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
167,220,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
168,220,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
169,220,228.81922652612943,265.71379119639846,NA,filler_sample,binary,NA,NA,NA,228.81922652612943
170,220,198.5774,323.4616,308.0587,attraction,trinary,323.4616,308.0587,198.5774,323.4616
171,220,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
172,220,377.3194690872568,253.51458697455516,202.727431580206,filler_sample,trinary,NA,NA,NA,202.727431580206
173,220,211.31872006780472,256.67829642578084,233.34141643782544,filler_sample,trinary,NA,NA,NA,211.31872006780472
175,220,232.71217270832736,174.97709687703633,NA,filler_sample,binary,NA,NA,NA,174.97709687703633
176,220,198.5774,323.4616,189.1213,attraction,trinary,189.1213,198.5774,323.4616,198.5774
177,220,208.5062,198.5774,323.4616,attraction,trinary,198.5774,208.5062,323.4616,198.5774
178,220,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
179,220,275.5735,155.441,NA,filler_easy,binary,NA,NA,NA,275.5735
184,220,339.6347,323.4616,208.5062,attraction,trinary,339.6347,323.4616,208.5062,208.5062
185,220,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,198.5774
186,220,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
302,220,323.4616,208.5062,339.6347,attraction,trinary,339.6347,323.4616,208.5062,208.5062
187,220,308.0587,323.4616,208.5062,attraction,trinary,323.4616,308.0587,208.5062,208.5062
189,220,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
200,220,198.5774,308.0587,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
201,220,189.1213,308.0587,323.4616,attraction,trinary,323.4616,308.0587,189.1213,323.4616
202,220,302.0980853265563,258.1797526647726,192.3654186947623,filler_sample,trinary,NA,NA,NA,192.3654186947623
203,220,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
205,220,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,323.4616
206,220,323.4616,218.9315,208.5062,attraction,trinary,208.5062,218.9315,323.4616,323.4616
207,220,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
100,221,212.27434017366772,225.1525973652352,NA,filler_sample,binary,NA,NA,NA,225.1525973652352
103,221,208.5062,323.4616,198.5774,attraction,trinary,198.5774,208.5062,323.4616,323.4616
104,221,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
105,221,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,339.6347
106,221,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,323.4616
107,221,198.5774,323.4616,208.5062,attraction,trinary,198.5774,208.5062,323.4616,323.4616
108,221,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
109,221,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,198.5774
111,221,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
112,221,356.6164,208.5062,218.9315,attraction,trinary,208.5062,218.9315,356.6164,356.6164
113,221,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,339.6347
114,221,277.5720012686062,212.50941099571048,NA,filler_sample,binary,NA,NA,NA,212.50941099571048
115,221,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,198.5774
116,221,265.5469866247466,291.6017430266753,434.9334354585407,filler_sample,trinary,NA,NA,NA,434.9334354585407
117,221,189.1213,323.4616,198.5774,attraction,trinary,189.1213,198.5774,323.4616,323.4616
118,221,356.6164,208.5062,218.9315,attraction,trinary,208.5062,218.9315,356.6164,356.6164
119,221,253.6947,421.789,NA,filler_easy,binary,NA,NA,NA,253.6947
125,221,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
126,221,198.5774,189.1213,323.4616,attraction,trinary,189.1213,198.5774,323.4616,189.1213
127,221,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,198.5774
129,221,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,189.1213
131,221,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
133,221,236.7346938832754,270.6417103449001,398.7190895471595,filler_sample,trinary,NA,NA,NA,398.7190895471595
136,221,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,323.4616
137,221,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
138,221,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,208.5062
139,221,166.14165542067116,264.04246562346606,NA,filler_sample,binary,NA,NA,NA,166.14165542067116
140,221,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,339.6347
142,221,151.63973697222224,240.7042826547908,248.29080735451151,filler_sample,trinary,NA,NA,NA,151.63973697222224
143,221,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,323.4616
144,221,198.5774,323.4616,308.0587,attraction,trinary,323.4616,308.0587,198.5774,198.5774
145,221,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
146,221,271.01723756148004,390.06005336117073,233.60978643311708,filler_sample,trinary,NA,NA,NA,390.06005336117073
147,221,323.4616,308.0587,198.5774,attraction,trinary,323.4616,308.0587,198.5774,198.5774
148,221,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,198.5774
149,221,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,339.6347
150,221,198.5774,323.4616,NA,attraction,binary,198.5774,NA,323.4616,323.4616
151,221,323.4616,339.6347,208.5062,attraction,trinary,339.6347,323.4616,208.5062,208.5062
152,221,323.4616,208.5062,218.9315,attraction,trinary,208.5062,218.9315,323.4616,323.4616
153,221,411.6704,239.3667,NA,filler_easy,binary,NA,NA,NA,411.6704
154,221,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
155,221,276.1412591045146,301.69737940260455,257.5324993445672,filler_sample,trinary,NA,NA,NA,257.5324993445672
158,221,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
159,221,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,208.5062
160,221,323.4616,189.1213,198.5774,attraction,trinary,189.1213,198.5774,323.4616,323.4616
301,221,408.0733508,234.9884357,NA,filler_sample,binary,NA,NA,NA,408.0733508
163,221,208.5062,356.6164,339.6347,attraction,trinary,356.6164,339.6347,208.5062,356.6164
164,221,347.11104387036323,196.75542949235023,NA,filler_sample,binary,NA,NA,NA,196.75542949235023
165,221,348.3476409105285,225.2308399139973,NA,filler_sample,binary,NA,NA,NA,348.3476409105285
166,221,339.6347,218.9315,208.5062,attraction,trinary,208.5062,218.9315,339.6347,339.6347
167,221,245.678,447.3695,244.0034,filler_easy,trinary,NA,NA,NA,447.3695
168,221,154.62826755189843,272.8784632030549,NA,filler_sample,binary,NA,NA,NA,154.62826755189843
169,221,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
170,221,419.21810675595736,238.24657463087615,NA,filler_sample,binary,NA,NA,NA,419.21810675595736
171,221,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,208.5062
172,221,300.15861287589786,274.7257444760347,NA,filler_sample,binary,NA,NA,NA,300.15861287589786
173,221,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,189.1213
175,221,339.6347,208.5062,198.5774,attraction,trinary,198.5774,208.5062,339.6347,198.5774
176,221,260.0637975202753,262.7901859996518,232.74731483058105,filler_sample,trinary,NA,NA,NA,232.74731483058105
177,221,198.5774,323.4616,NA,attraction,binary,198.5774,NA,323.4616,198.5774
178,221,285.3118,437.1391,238.8882,filler_easy,trinary,NA,NA,NA,437.1391
179,221,323.4616,308.0587,198.5774,attraction,trinary,323.4616,308.0587,198.5774,323.4616
184,221,198.5774,323.4616,339.6347,attraction,trinary,339.6347,323.4616,198.5774,339.6347
185,221,275.5735,155.441,NA,filler_easy,binary,NA,NA,NA,155.441
186,221,337.94527407154806,256.6090434830577,NA,filler_sample,binary,NA,NA,NA,337.94527407154806
302,221,242.6499,256.0975,151.3192,filler_easy,trinary,NA,NA,NA,256.0975
187,221,218.9315,208.5062,339.6347,attraction,trinary,208.5062,218.9315,339.6347,208.5062
189,221,323.4616,208.5062,198.5774,attraction,trinary,198.5774,208.5062,323.4616,198.5774
200,221,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
201,221,244.0034,245.678,447.3695,filler_easy,trinary,NA,NA,NA,447.3695
202,221,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,323.4616
203,221,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,339.6347
205,221,170.0503034008636,255.98200973355972,NA,filler_sample,binary,NA,NA,NA,255.98200973355972
206,221,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
207,221,245.678,447.3695,244.0034,filler_easy,trinary,NA,NA,NA,447.3695
100,222,414.4857867794954,281.76181660580204,250.06439149207336,filler_sample,trinary,NA,NA,NA,414.4857867794954
103,222,264.28261966614815,278.8856469247939,234.5568942039067,filler_sample,trinary,NA,NA,NA,278.8856469247939
104,222,241.408,262.9662,152.2423,filler_easy,trinary,NA,NA,NA,262.9662
105,222,270.0786,422.6164,247.4936,filler_easy,trinary,NA,NA,NA,422.6164
106,222,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
107,222,264.99158294233365,271.9953072429037,249.02329810652708,filler_sample,trinary,NA,NA,NA,249.02329810652708
108,222,256.037884706579,242.78804987455317,254.4547340315528,filler_sample,trinary,NA,NA,NA,242.78804987455317
109,222,185.21252777400207,269.0876343389816,250.78672253290085,filler_sample,trinary,NA,NA,NA,185.21252777400207
111,222,266.42913541761504,245.0754711255851,NA,filler_sample,binary,NA,NA,NA,245.0754711255851
112,222,426.1457,275.5735,240.0202,filler_easy,trinary,NA,NA,NA,426.1457
113,222,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,198.5774
114,222,233.3265525287985,340.1623418994381,NA,filler_sample,binary,NA,NA,NA,340.1623418994381
115,222,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
116,222,283.4532,152.8402,285.3118,filler_easy,trinary,NA,NA,NA,152.8402
117,222,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
118,222,247.8738954208462,254.32470170335628,365.3705405293601,filler_sample,trinary,NA,NA,NA,365.3705405293601
119,222,198.5774,323.4616,208.5062,attraction,trinary,198.5774,208.5062,323.4616,198.5774
125,222,245.678,244.0034,447.3695,filler_easy,trinary,NA,NA,NA,447.3695
126,222,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
127,222,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
129,222,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,189.1213
131,222,246.7146514168441,378.8523362973699,233.6965019459163,filler_sample,trinary,NA,NA,NA,378.8523362973699
133,222,210.97027137129652,275.4155778399668,NA,filler_sample,binary,NA,NA,NA,210.97027137129652
136,222,308.0587,323.4616,208.5062,attraction,trinary,323.4616,308.0587,208.5062,323.4616
137,222,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
138,222,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,208.5062
139,222,198.5774,208.5062,339.6347,attraction,trinary,198.5774,208.5062,339.6347,339.6347
140,222,249.46914114416188,273.59529212659294,300.0945473808164,filler_sample,trinary,NA,NA,NA,273.59529212659294
142,222,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
143,222,308.0587,323.4616,198.5774,attraction,trinary,323.4616,308.0587,198.5774,198.5774
144,222,244.0034,245.678,447.3695,filler_easy,trinary,NA,NA,NA,245.678
145,222,339.6347,208.5062,323.4616,attraction,trinary,339.6347,323.4616,208.5062,208.5062
146,222,155.441,275.5735,NA,filler_easy,binary,NA,NA,NA,155.441
147,222,275.12799879622634,448.583833561297,NA,filler_sample,binary,NA,NA,NA,448.583833561297
148,222,247.18910366520723,236.5091697278936,338.8426622445758,filler_sample,trinary,NA,NA,NA,236.5091697278936
149,222,198.5774,323.4616,339.6347,attraction,trinary,339.6347,323.4616,198.5774,323.4616
150,222,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,208.5062
151,222,414.9215,262.9662,257.1963,filler_easy,trinary,NA,NA,NA,414.9215
152,222,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
153,222,164.7966,270.0786,NA,filler_easy,binary,NA,NA,NA,164.7966
154,222,243.507,437.1072,NA,filler_easy,binary,NA,NA,NA,437.1072
155,222,339.6347,208.5062,198.5774,attraction,trinary,198.5774,208.5062,339.6347,339.6347
158,222,308.0587,208.5062,323.4616,attraction,trinary,323.4616,308.0587,208.5062,323.4616
159,222,281.0597426889588,318.72922681467463,286.4536806420065,filler_sample,trinary,NA,NA,NA,318.72922681467463
160,222,208.5062,218.9315,339.6347,attraction,trinary,208.5062,218.9315,339.6347,208.5062
301,222,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
163,222,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,208.5062
164,222,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
165,222,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
166,222,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
167,222,152.1939,242.6959,241.408,filler_easy,trinary,NA,NA,NA,242.6959
168,222,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
169,222,356.6164,218.9315,208.5062,attraction,trinary,208.5062,218.9315,356.6164,356.6164
170,222,238.8882,285.3118,437.1391,filler_easy,trinary,NA,NA,NA,238.8882
171,222,270.0786,164.7966,NA,filler_easy,binary,NA,NA,NA,164.7966
172,222,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,208.5062
173,222,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,208.5062
175,222,329.9902554056048,281.4907271007975,NA,filler_sample,binary,NA,NA,NA,329.9902554056048
176,222,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
177,222,263.7400779174653,255.43731012423447,NA,filler_sample,binary,NA,NA,NA,255.43731012423447
178,222,275.5735,155.441,NA,filler_easy,binary,NA,NA,NA,155.441
179,222,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
184,222,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
185,222,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
186,222,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
302,222,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
187,222,437.1072,243.507,NA,filler_easy,binary,NA,NA,NA,437.1072
189,222,186.64394466170177,243.79192483256276,282.6029729575421,filler_sample,trinary,NA,NA,NA,186.64394466170177
200,222,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,208.5062
201,222,309.2875180522981,287.93633397026065,337.53166077137746,filler_sample,trinary,NA,NA,NA,337.53166077137746
202,222,339.6347,198.5774,208.5062,attraction,trinary,198.5774,208.5062,339.6347,198.5774
203,222,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
205,222,198.5774,323.4616,208.5062,attraction,trinary,198.5774,208.5062,323.4616,323.4616
206,222,208.5062,198.5774,323.4616,attraction,trinary,198.5774,208.5062,323.4616,323.4616
207,222,238.8882,437.1391,285.3118,filler_easy,trinary,NA,NA,NA,437.1391
100,223,286.60523665321233,232.43698858365156,425.833383230941,filler_sample,trinary,NA,NA,NA,425.833383230941
103,223,152.8402,283.4532,285.3118,filler_easy,trinary,NA,NA,NA,283.4532
104,223,208.5062,308.0587,323.4616,attraction,trinary,323.4616,308.0587,208.5062,323.4616
105,223,208.5062,218.9315,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
106,223,346.9419637134074,295.4165667160134,NA,filler_sample,binary,NA,NA,NA,346.9419637134074
107,223,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,356.6164
108,223,219.5051236119405,232.10091476714504,291.99668386120953,filler_sample,trinary,NA,NA,NA,291.99668386120953
109,223,205.9143761399339,270.41806251832037,NA,filler_sample,binary,NA,NA,NA,205.9143761399339
111,223,323.4616,208.5062,218.9315,attraction,trinary,208.5062,218.9315,323.4616,323.4616
112,223,256.4999376683682,285.50361377213176,NA,filler_sample,binary,NA,NA,NA,256.4999376683682
113,223,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,189.1213
114,223,308.0587,323.4616,198.5774,attraction,trinary,323.4616,308.0587,198.5774,323.4616
115,223,247.4936,270.0786,422.6164,filler_easy,trinary,NA,NA,NA,422.6164
116,223,216.80813156073256,283.5353424134961,288.18502212916263,filler_sample,trinary,NA,NA,NA,216.80813156073256
117,223,214.40553089923168,206.33424614187217,249.2070824130672,filler_sample,trinary,NA,NA,NA,206.33424614187217
118,223,290.6322173661116,151.7637902228437,NA,filler_sample,binary,NA,NA,NA,290.6322173661116
119,223,275.33389519713535,220.11843803313664,410.8034172803943,filler_sample,trinary,NA,NA,NA,220.11843803313664
125,223,250.0557385186019,263.3229478820283,299.26776543818374,filler_sample,trinary,NA,NA,NA,250.0557385186019
126,223,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,208.5062
127,223,339.6347,198.5774,NA,attraction,binary,198.5774,NA,339.6347,339.6347
129,223,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
131,223,356.45145564342585,257.42411186070973,NA,filler_sample,binary,NA,NA,NA,356.45145564342585
133,223,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,339.6347
136,223,222.3659500111675,351.5381665472029,NA,filler_sample,binary,NA,NA,NA,351.5381665472029
137,223,178.75680122874718,299.0917900516136,326.5753350743124,filler_sample,trinary,NA,NA,NA,326.5753350743124
138,223,339.6347,208.5062,323.4616,attraction,trinary,339.6347,323.4616,208.5062,208.5062
139,223,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
140,223,339.6347,323.4616,208.5062,attraction,trinary,339.6347,323.4616,208.5062,208.5062
142,223,221.07161840570424,423.8768365537285,NA,filler_sample,binary,NA,NA,NA,221.07161840570424
143,223,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,208.5062
144,223,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
145,223,238.4793867147683,323.0470090727589,NA,filler_sample,binary,NA,NA,NA,323.0470090727589
146,223,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,198.5774
147,223,223.2655154580957,291.0023820747348,NA,filler_sample,binary,NA,NA,NA,223.2655154580957
148,223,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,323.4616
149,223,339.6347,198.5774,323.4616,attraction,trinary,339.6347,323.4616,198.5774,198.5774
150,223,323.4616,308.0587,198.5774,attraction,trinary,323.4616,308.0587,198.5774,198.5774
151,223,198.5774,339.6347,323.4616,attraction,trinary,339.6347,323.4616,198.5774,339.6347
152,223,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
153,223,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,323.4616
154,223,164.7966,270.0786,NA,filler_easy,binary,NA,NA,NA,164.7966
155,223,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
158,223,263.46867529677735,409.5508888297268,NA,filler_sample,binary,NA,NA,NA,409.5508888297268
159,223,263.2205765837853,264.9698654429363,NA,filler_sample,binary,NA,NA,NA,263.2205765837853
160,223,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
301,223,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
163,223,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
164,223,216.480953647457,154.06550831613677,234.8586204640913,filler_sample,trinary,NA,NA,NA,154.06550831613677
165,223,218.9315,208.5062,323.4616,attraction,trinary,208.5062,218.9315,323.4616,218.9315
166,223,208.5062,339.6347,NA,attraction,binary,339.6347,NA,208.5062,208.5062
167,223,198.5774,323.4616,339.6347,attraction,trinary,339.6347,323.4616,198.5774,323.4616
168,223,252.68007043281352,219.06784983369755,181.6434940300688,filler_sample,trinary,NA,NA,NA,181.6434940300688
169,223,255.23742425060513,311.8881505433909,228.3737203774195,filler_sample,trinary,NA,NA,NA,311.8881505433909
170,223,208.5062,218.9315,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
