date,sub_n,screen_id,trial_type,trial_num,exp_trial_type,trial_index,time_elapsed,give_fb,fb_in_cat,in_cat,distribution,stim,stim_vals,line_length,jnds,dens,rt,key_choice,choice,correct
20211119,137,learn_trial,categorize-lines-2,2,learning,8,271464,TRUE,in,in,in,,[338.1466],338.1466,16.66,0.0444,1226,i,NO,0
20211119,138,learn_trial,categorize-lines-2,2,learning,8,207555,TRUE,out,out,out,,[259.5727],259.5727,11.24,0.1773,1606,i,NO,1
20211119,139,learn_trial,categorize-lines-2,2,learning,8,320976,TRUE,out,out,out,,[262.5019],262.5019,11.47,0.1765,2626,i,NO,1
20211119,140,learn_trial,categorize-lines-2,2,learning,8,205441,TRUE,out,out,out,,[207.8967],207.8967,6.69,0.0227,2893,i,NO,1
20211119,141,learn_trial,categorize-lines-2,2,learning,8,191270,TRUE,in,in,in,,[204.3767],204.3767,6.34,0.0444,1510,i,NO,0
20211119,142,learn_trial,categorize-lines-2,2,learning,8,287695,TRUE,in,in,in,,[170.787],170.787,2.66,0.0444,1573,u,YES,1
20211119,143,learn_trial,categorize-lines-2,2,learning,8,234544,TRUE,out,out,out,,[305.9616],305.9616,14.61,0.0581,1292,i,NO,1
20211119,144,learn_trial,categorize-lines-2,2,learning,8,174356,TRUE,in,in,in,,[155.8185],155.8185,0.78,0.0444,2114,i,NO,0
20211119,145,learn_trial,categorize-lines-2,2,learning,8,285094,TRUE,out,out,out,,[270.9602],270.9602,12.12,0.1645,1150,i,NO,1
20211122,146,learn_trial,categorize-lines-2,2,learning,8,181270,TRUE,out,out,out,,[259.5727],259.5727,11.24,0.1773,1210,u,YES,0
20211122,147,learn_trial,categorize-lines-2,2,learning,8,213846,TRUE,in,in,in,,[370.2688],370.2688,18.52,0.0444,2968,i,NO,0
20211122,148,learn_trial,categorize-lines-2,2,learning,8,175162,TRUE,out,out,out,,[226.0962],226.0962,8.41,0.0799,1512,i,NO,1
20211122,149,learn_trial,categorize-lines-2,2,learning,8,297854,TRUE,in,in,in,,[367.2103],367.2103,18.35,0.0444,1048,u,YES,1
20211122,150,learn_trial,categorize-lines-2,2,learning,8,144202,TRUE,in,in,in,,[274.6873],274.6873,12.4,0.0444,3613,i,NO,0
20211203,300,learn_trial,categorize-lines-2,2,learning,8,193835,TRUE,out,out,out,,[278.0583],278.0583,12.65,0.1461,4402,i,NO,1
20211129,151,learn_trial,categorize-lines-2,2,learning,8,210256,TRUE,out,out,out,,[259.5727],259.5727,11.24,0.1773,1084,i,NO,1
20211129,152,learn_trial,categorize-lines-2,2,learning,8,285222,TRUE,out,out,out,,[317.6747],317.6747,15.38,0.0329,8144,i,NO,1
20211129,153,learn_trial,categorize-lines-2,2,learning,8,251199,TRUE,out,out,out,,[235.555],235.555,9.25,0.1194,1869,u,YES,0
20211129,154,learn_trial,categorize-lines-2,2,learning,8,270380,TRUE,in,in,in,,[243.0264],243.0264,9.89,0.0444,1417,u,YES,1
20211129,155,learn_trial,categorize-lines-2,2,learning,8,216176,TRUE,out,out,out,,[319.0728],319.0728,15.47,0.0305,1308,u,YES,0
20211130,157,learn_trial,categorize-lines-2,2,learning,8,464331,TRUE,out,out,out,,[245.1701],245.1701,10.07,0.1545,1977,u,YES,0
20211130,158,learn_trial,categorize-lines-2,2,learning,8,172420,TRUE,in,in,in,,[273.0837],273.0837,12.28,0.0444,3238,u,YES,1
20211130,159,learn_trial,categorize-lines-2,2,learning,8,151088,TRUE,out,out,out,,[281.4707],281.4707,12.9,0.1355,1191,u,YES,0
20211130,160,learn_trial,categorize-lines-2,2,learning,8,189252,TRUE,in,in,in,,[272.5513],272.5513,12.24,0.0444,3106,u,YES,1
20211130,301,learn_trial,categorize-lines-2,2,learning,8,169402,TRUE,out,out,out,,[278.0583],278.0583,12.65,0.1461,1050,u,YES,0
20211130,162,learn_trial,categorize-lines-2,2,learning,8,149232,TRUE,in,in,in,,[343.8027],343.8027,17,0.0444,1387,u,YES,1
20211201,163,learn_trial,categorize-lines-2,2,learning,8,209780,TRUE,out,out,out,,[236.9381],236.9381,9.37,0.1251,2048,u,YES,0
20211201,164,learn_trial,categorize-lines-2,2,learning,8,328878,TRUE,out,out,out,,[270.9602],270.9602,12.12,0.1645,2860,u,YES,0
20211201,165,learn_trial,categorize-lines-2,2,learning,8,380230,TRUE,in,in,in,,[215.6451],215.6451,7.44,0.0444,3754,i,NO,0
20211202,166,learn_trial,categorize-lines-2,2,learning,8,440419,TRUE,in,in,in,,[150.8808],150.8808,0.12,0.0444,1548,u,YES,1
20211202,167,learn_trial,categorize-lines-2,2,learning,8,467208,TRUE,out,out,out,,[264.3011],264.3011,11.61,0.1751,926,i,NO,1
20211202,168,learn_trial,categorize-lines-2,2,learning,8,481059,TRUE,in,in,in,,[188.2927],188.2927,4.66,0.0444,4165,u,YES,1
20211202,169,learn_trial,categorize-lines-2,2,learning,8,553779,TRUE,in,in,in,,[306.8586],306.8586,14.67,0.0444,2113,i,NO,0
20211202,170,learn_trial,categorize-lines-2,2,learning,8,437950,TRUE,out,out,out,,[282.1582],282.1582,12.95,0.1333,1198,i,NO,1
20211202,171,learn_trial,categorize-lines-2,2,learning,8,379133,TRUE,in,in,in,,[204.8759],204.8759,6.39,0.0444,1399,u,YES,1
20211202,172,learn_trial,categorize-lines-2,2,learning,8,396682,TRUE,in,in,in,,[177.9319],177.9319,3.5,0.0444,800,u,YES,1
20211202,173,learn_trial,categorize-lines-2,2,learning,8,806862,TRUE,out,out,out,,[231.4537],231.4537,8.89,0.1023,4020,i,NO,1
20211202,174,learn_trial,categorize-lines-2,2,learning,8,178122,TRUE,out,out,out,,[223.0284],223.0284,8.13,0.0678,5126,u,YES,0
20211202,175,learn_trial,categorize-lines-2,2,learning,8,310482,TRUE,out,out,out,,[240.0801],240.0801,9.64,0.1373,2336,i,NO,1
20211202,176,learn_trial,categorize-lines-2,2,learning,8,328150,TRUE,out,out,out,,[258.5615],258.5615,11.16,0.1772,1475,i,NO,1
20211203,177,learn_trial,categorize-lines-2,2,learning,8,212613,TRUE,out,out,out,,[286.0393],286.0393,13.23,0.1204,3684,i,NO,1
20211203,178,learn_trial,categorize-lines-2,2,learning,8,267124,TRUE,in,in,in,,[238.6785],238.6785,9.52,0.0444,4958,u,YES,1
20211203,179,learn_trial,categorize-lines-2,2,learning,8,253468,TRUE,out,out,out,,[282.2959],282.2959,12.96,0.1328,2270,u,YES,0
20211203,180,learn_trial,categorize-lines-2,2,learning,8,177054,TRUE,out,out,out,,[249.5144],249.5144,10.43,0.1659,6608,u,YES,0
20211203,182,learn_trial,categorize-lines-2,2,learning,8,198876,TRUE,out,out,out,,[219.0384],219.0384,7.76,0.0532,2520,i,NO,1
20211203,183,learn_trial,categorize-lines-2,2,learning,8,192445,TRUE,out,out,out,,[319.0728],319.0728,15.47,0.0305,1247,u,YES,0
20211203,184,learn_trial,categorize-lines-2,2,learning,8,250120,TRUE,in,in,in,,[211.2711],211.2711,7.02,0.0444,1896,u,YES,1
20211203,185,learn_trial,categorize-lines-2,2,learning,8,292866,TRUE,out,out,out,,[237.6328],237.6328,9.43,0.1278,1478,i,NO,1
20211206,186,learn_trial,categorize-lines-2,2,learning,8,165816,TRUE,out,out,out,,[242.5526],242.5526,9.85,0.1461,1892,i,NO,1
20211206,302,learn_trial,categorize-lines-2,2,learning,8,218124,TRUE,in,in,in,,[391.0651],391.0651,19.64,0.0444,1956,u,YES,1
20211206,187,learn_trial,categorize-lines-2,2,learning,8,161656,TRUE,in,in,in,,[153.0308],153.0308,0.41,0.0444,1144,i,NO,0
20211206,188,learn_trial,categorize-lines-2,2,learning,8,355340,TRUE,out,out,out,,[221.9429],221.9429,8.03,0.0637,5548,u,YES,0
20211206,189,learn_trial,categorize-lines-2,2,learning,8,247976,TRUE,out,out,out,,[349.0423],349.0423,17.31,0.0047,886,u,YES,0
20211206,190,learn_trial,categorize-lines-2,2,learning,8,322404,TRUE,in,in,in,,[206.4815],206.4815,6.55,0.0444,4564,u,YES,1
20211207,200,learn_trial,categorize-lines-2,2,learning,8,302328,TRUE,out,out,out,,[305.9616],305.9616,14.61,0.0581,1166,u,YES,0
20211207,201,learn_trial,categorize-lines-2,2,learning,8,238428,TRUE,in,in,in,,[235.3252],235.3252,9.23,0.0444,1920,i,NO,0
20211207,202,learn_trial,categorize-lines-2,2,learning,8,150913,TRUE,in,in,in,,[155.8185],155.8185,0.78,0.0444,1383,u,YES,1
20211207,203,learn_trial,categorize-lines-2,2,learning,8,301091,TRUE,out,out,out,,[228.7593],228.7593,8.65,0.0909,1380,u,YES,0
20211207,204,learn_trial,categorize-lines-2,2,learning,8,156568,TRUE,in,in,in,,[188.2927],188.2927,4.66,0.0444,2040,i,NO,0
20211207,205,learn_trial,categorize-lines-2,2,learning,8,211439,TRUE,in,in,in,,[441.7966],441.7966,22.14,0.0444,1703,u,YES,1
