category,jnds,dens,exp_condition,line_len
out_category,0.72,0.044444444444444446,left,155
out_category,0.56,0.044444444444444446,left,154
out_category,1.73,0.044444444444444446,left,163
out_category,0.9400000000000001,0.044444444444444446,left,157
out_category,4.33,0.044444444444444446,left,185
out_category,4.1,0.044444444444444446,left,183
out_category,3.19,0.044444444444444446,left,175
out_category,2.85,0.044444444444444446,left,172
out_category,6.37,0.044444444444444446,left,205
out_category,5.08,0.044444444444444446,left,192
out_category,5.48,0.044444444444444446,left,196
out_category,5.77,0.044444444444444446,left,199
out_category,8.05,0.044444444444444446,left,222
out_category,7.06,0.044444444444444446,left,212
out_category,6.83,0.044444444444444446,left,209
out_category,7.7,0.044444444444444446,left,218
out_category,9.98,0.044444444444444446,left,244
out_category,9.97,0.044444444444444446,left,244
out_category,10.58,0.044444444444444446,left,251
out_category,9.59,0.044444444444444446,left,239
out_category,12.19,0.044444444444444446,left,272
out_category,13.05,0.044444444444444446,left,284
out_category,11.83,0.044444444444444446,left,267
out_category,13.01,0.044444444444444446,left,283
out_category,13.63,0.044444444444444446,left,292
out_category,15.530000000000001,0.044444444444444446,left,320
out_category,14.46,0.044444444444444446,left,304
out_category,13.94,0.044444444444444446,left,296
out_category,17.33,0.044444444444444446,left,349
out_category,17.72,0.044444444444444446,left,356
out_category,17.92,0.044444444444444446,left,360
out_category,16.91,0.044444444444444446,left,342
out_category,18.41,0.044444444444444446,left,368
out_category,19.91,0.044444444444444446,left,396
out_category,18.89,0.044444444444444446,left,377
out_category,18.42,0.044444444444444446,left,368
out_category,22.13,0.044444444444444446,left,442
out_category,20.85,0.044444444444444446,left,415
out_category,22.1,0.044444444444444446,left,441
out_category,21.09,0.044444444444444446,left,420
